S,D,gen,compositionality
14,32,36,0.989010035086259
14,32,37,0.989010035086294
14,32,38,0.9890100350863009
14,32,39,0.9890100350863023
14,32,40,0.9890100350863026
14,32,41,0.9890100350863027
14,32,42,0.9890100350863027
14,32,43,0.9890100350863027
14,32,44,0.9890100350863027
14,32,45,0.9890100350863027
14,32,46,0.9890100350863027
14,32,47,0.9890100350863027
14,32,48,0.9890100350863027
14,32,49,0.9890100350863027
14,32,50,0.9890100350863027
14,32,51,0.9890100350863027
14,32,52,0.9890100350863027
14,32,53,0.9890100350863027
14,32,54,0.9890100350863027
14,32,55,0.9890100350863027
14,32,56,0.9890100350863027
14,32,57,0.9890100350863027
14,32,58,0.9890100350863027
14,32,59,0.9890100350863027
14,32,60,0.9890100350863027
14,32,61,0.9890100350863027
14,32,62,0.9890100350863027
14,32,63,0.9890100350863027
14,32,64,0.9890100350863027
14,32,65,0.9890100350863027
14,32,66,0.9890100350863027
14,32,67,0.9890100350863027
14,32,68,0.9890100350863027
14,32,69,0.9890100350863027
14,32,70,0.9890100350863027
14,32,71,0.9890100350863027
14,32,72,0.9890100350863027
14,32,73,0.9890100350863027
14,32,74,0.9890100350863027
14,32,75,0.9890100350863027
14,32,76,0.9890100350863027
14,32,77,0.9890100350863027
14,32,78,0.9890100350863027
14,32,79,0.9890100350863027
14,32,80,0.9890100350863027
14,32,81,0.9890100350863027
14,32,82,0.9890100350863027
14,32,83,0.9890100350863027
14,32,84,0.9890100350863027
14,32,85,0.9890100350863027
14,32,86,0.9890100350863027
14,32,87,0.9890100350863027
14,32,88,0.9890100350863027
14,32,89,0.9890100350863027
14,32,90,0.9890100350863027
14,32,91,0.9890100350863027
14,32,92,0.9890100350863027
14,32,93,0.9890100350863027
14,32,94,0.9890100350863027
14,32,95,0.9890100350863027
14,32,96,0.9890100350863027
14,32,97,0.9890100350863027
14,32,98,0.9890100350863027
14,32,99,0.9890100350863027
14,32,100,0.9890100350863027
14,32,101,0.9890100350863027
15,32,1,1.0e-9
15,32,2,3.59249327812137e-9
15,32,3,1.2906007890836151e-8
15,32,4,4.636474556387116e-8
15,32,5,1.6656502266277658e-7
15,32,6,5.983835391907193e-7
15,32,7,2.149686443028542e-6
15,32,8,7.72270309459947e-6
15,32,9,2.7743358715208838e-5
15,32,10,9.966266397825746e-5
15,32,11,0.0003579707927927789
15,32,12,0.0012851479750132688
15,32,13,0.004605817924027453
15,32,14,0.016404804761186335
15,32,15,0.0571644125283844
15,32,16,0.18492107946411762
15,32,17,0.48007332251212115
15,32,18,0.8089548560378828
15,32,19,0.9445708738774539
15,32,20,0.9765883253685586
15,32,21,0.9832246466264843
15,32,22,0.984566679672769
15,32,23,0.9848367591822254
15,32,24,0.9848910590051296
15,32,25,0.9849019739241351
15,32,26,0.9849041678684753
15,32,27,0.9849046088569846
15,32,28,0.9849046974966795
15,32,29,0.9849047153134548
15,32,30,0.9849047188946656
15,32,31,0.9849047196144964
15,32,32,0.9849047197591846
15,32,33,0.9849047197882669
15,32,34,0.9849047197941124
15,32,35,0.9849047197952877
15,32,36,0.9849047197955239
15,32,37,0.9849047197955713
15,32,38,0.9849047197955808
15,32,39,0.9849047197955827
15,32,40,0.9849047197955831
15,32,41,0.9849047197955831
15,32,42,0.9849047197955831
15,32,43,0.9849047197955831
15,32,44,0.9849047197955831
15,32,45,0.9849047197955831
15,32,46,0.9849047197955831
15,32,47,0.9849047197955831
15,32,48,0.9849047197955831
15,32,49,0.9849047197955831
15,32,50,0.9849047197955831
15,32,51,0.9849047197955831
15,32,52,0.9849047197955831
15,32,53,0.9849047197955831
15,32,54,0.9849047197955831
15,32,55,0.9849047197955831
15,32,56,0.9849047197955831
15,32,57,0.9849047197955831
15,32,58,0.9849047197955831
15,32,59,0.9849047197955831
15,32,60,0.9849047197955831
15,32,61,0.9849047197955831
15,32,62,0.9849047197955831
15,32,63,0.9849047197955831
15,32,64,0.9849047197955831
15,32,65,0.9849047197955831
15,32,66,0.9849047197955831
15,32,67,0.9849047197955831
15,32,68,0.9849047197955831
15,32,69,0.9849047197955831
15,32,70,0.9849047197955831
15,32,71,0.9849047197955831
15,32,72,0.9849047197955831
15,32,73,0.9849047197955831
15,32,74,0.9849047197955831
15,32,75,0.9849047197955831
15,32,76,0.9849047197955831
15,32,77,0.9849047197955831
15,32,78,0.9849047197955831
15,32,79,0.9849047197955831
15,32,80,0.9849047197955831
15,32,81,0.9849047197955831
15,32,82,0.9849047197955831
15,32,83,0.9849047197955831
15,32,84,0.9849047197955831
15,32,85,0.9849047197955831
15,32,86,0.9849047197955831
15,32,87,0.9849047197955831
15,32,88,0.9849047197955831
15,32,89,0.9849047197955831
15,32,90,0.9849047197955831
15,32,91,0.9849047197955831
15,32,92,0.9849047197955831
15,32,93,0.9849047197955831
15,32,94,0.9849047197955831
15,32,95,0.9849047197955831
15,32,96,0.9849047197955831
15,32,97,0.9849047197955831
15,32,98,0.9849047197955831
15,32,99,0.9849047197955831
15,32,100,0.9849047197955831
15,32,101,0.9849047197955831
16,32,1,1.0e-9
16,32,2,3.432245741581792e-9
16,32,3,1.1780310780099064e-8
16,32,4,4.043292074116077e-8
16,32,5,1.3877571038723745e-7
16,32,6,4.7631222533274e-7
16,32,7,1.6348192373209431e-6
16,32,8,5.611085205571531e-6
16,32,9,1.9258432852315644e-5
16,32,10,6.609743038186662e-5
16,32,11,0.00022683619398811787
16,32,12,0.000778246335723784
16,32,13,0.0026674716399548337
16,32,14,0.009112503698472345
16,32,15,0.0307793098424751
16,32,16,0.10011287023099902
16,32,17,0.28955145631762225
16,32,18,0.6238775193227442
16,32,19,0.8770913316289766
16,32,20,0.9577066209002955
16,32,21,0.9754821605511379
16,32,22,0.9790947188278825
16,32,23,0.9798171785205662
16,32,24,0.9799611992443479
16,32,25,0.9799898912066882
16,32,26,0.9799956065263813
16,32,27,0.9799967449656086
16,32,28,0.9799969717311144
16,32,29,0.9799970169004498
16,32,30,0.9799970258977109
16,32,31,0.9799970276898716
16,32,32,0.9799970280468514
16,32,33,0.9799970281179582
16,32,34,0.9799970281321218
16,32,35,0.979997028134943
16,32,36,0.979997028135505
16,32,37,0.9799970281356171
16,32,38,0.9799970281356394
16,32,39,0.9799970281356438
16,32,40,0.9799970281356445
16,32,41,0.9799970281356447
16,32,42,0.9799970281356449
16,32,43,0.9799970281356447
16,32,44,0.9799970281356449
16,32,45,0.9799970281356447
16,32,46,0.9799970281356449
16,32,47,0.9799970281356447
16,32,48,0.9799970281356449
16,32,49,0.9799970281356447
16,32,50,0.9799970281356449
16,32,51,0.9799970281356447
16,32,52,0.9799970281356449
16,32,53,0.9799970281356447
16,32,54,0.9799970281356449
16,32,55,0.9799970281356447
16,32,56,0.9799970281356449
16,32,57,0.9799970281356447
16,32,58,0.9799970281356449
16,32,59,0.9799970281356447
16,32,60,0.9799970281356449
16,32,61,0.9799970281356447
16,32,62,0.9799970281356449
16,32,63,0.9799970281356447
16,32,64,0.9799970281356449
16,32,65,0.9799970281356447
16,32,66,0.9799970281356449
16,32,67,0.9799970281356447
16,32,68,0.9799970281356449
16,32,69,0.9799970281356447
16,32,70,0.9799970281356449
16,32,71,0.9799970281356447
16,32,72,0.9799970281356449
16,32,73,0.9799970281356447
16,32,74,0.9799970281356449
16,32,75,0.9799970281356447
16,32,76,0.9799970281356449
16,32,77,0.9799970281356447
16,32,78,0.9799970281356449
16,32,79,0.9799970281356447
16,32,80,0.9799970281356449
16,32,81,0.9799970281356447
16,32,82,0.9799970281356449
16,32,83,0.9799970281356447
16,32,84,0.9799970281356449
16,32,85,0.9799970281356447
16,32,86,0.9799970281356449
16,32,87,0.9799970281356447
16,32,88,0.9799970281356449
16,32,89,0.9799970281356447
16,32,90,0.9799970281356449
16,32,91,0.9799970281356447
16,32,92,0.9799970281356449
16,32,93,0.9799970281356447
16,32,94,0.9799970281356449
16,32,95,0.9799970281356447
16,32,96,0.9799970281356449
16,32,97,0.9799970281356447
16,32,98,0.9799970281356449
16,32,99,0.9799970281356447
16,32,100,0.9799970281356449
16,32,101,0.9799970281356447
17,32,1,1.0e-9
17,32,2,3.281709012881723e-9
17,32,3,1.0769614004231261e-8
17,32,4,3.534273876686866e-8
17,32,5,1.1598457770552841e-7
17,32,6,3.80627560991693e-7
17,32,7,1.2491081063077629e-6
17,32,8,4.099200794569278e-6
17,32,9,1.345229221357044e-5
17,32,10,4.414551787241926e-5
17,32,11,0.00014486207440538653
17,32,12,0.000475280297058288
17,32,13,0.0015584954874650946
17,32,14,0.005101252931275018
17,32,15,0.016599152581810803
17,32,16,0.052992476459691906
17,32,17,0.15939917099961126
17,32,18,0.40577425353524565
17,32,19,0.7317619677870868
17,32,20,0.911391019853511
17,32,21,0.9608564988874644
17,32,22,0.9715324089933247
17,32,23,0.9737153480122207
17,32,24,0.9741568158586429
17,32,25,0.9742458981570432
17,32,26,0.9742638657152121
17,32,27,0.9742674893751929
17,32,28,0.97426822017412
17,32,29,0.9742683675569074
17,32,30,0.9742683972800902
17,32,31,0.9742684032744636
17,32,32,0.9742684044833684
17,32,33,0.9742684047271721
17,32,34,0.9742684047763408
17,32,35,0.974268404786257
17,32,36,0.9742684047882568
17,32,37,0.9742684047886603
17,32,38,0.9742684047887415
17,32,39,0.9742684047887578
17,32,40,0.9742684047887611
17,32,41,0.9742684047887619
17,32,42,0.974268404788762
17,32,43,0.9742684047887616
17,32,44,0.9742684047887618
17,32,45,0.9742684047887618
17,32,46,0.9742684047887618
17,32,47,0.9742684047887618
17,32,48,0.9742684047887618
17,32,49,0.9742684047887618
17,32,50,0.9742684047887618
17,32,51,0.9742684047887618
17,32,52,0.9742684047887618
17,32,53,0.9742684047887618
17,32,54,0.9742684047887618
17,32,55,0.9742684047887618
17,32,56,0.9742684047887618
17,32,57,0.9742684047887618
17,32,58,0.9742684047887618
17,32,59,0.9742684047887618
17,32,60,0.9742684047887618
17,32,61,0.9742684047887618
17,32,62,0.9742684047887618
17,32,63,0.9742684047887618
17,32,64,0.9742684047887618
17,32,65,0.9742684047887618
17,32,66,0.9742684047887618
17,32,67,0.9742684047887618
17,32,68,0.9742684047887618
17,32,69,0.9742684047887618
17,32,70,0.9742684047887618
17,32,71,0.9742684047887618
17,32,72,0.9742684047887618
17,32,73,0.9742684047887618
17,32,74,0.9742684047887618
17,32,75,0.9742684047887618
17,32,76,0.9742684047887618
17,32,77,0.9742684047887618
17,32,78,0.9742684047887618
17,32,79,0.9742684047887618
17,32,80,0.9742684047887618
17,32,81,0.9742684047887618
17,32,82,0.9742684047887618
17,32,83,0.9742684047887618
17,32,84,0.9742684047887618
17,32,85,0.9742684047887618
17,32,86,0.9742684047887618
17,32,87,0.9742684047887618
17,32,88,0.9742684047887618
17,32,89,0.9742684047887618
17,32,90,0.9742684047887618
17,32,91,0.9742684047887618
17,32,92,0.9742684047887618
17,32,93,0.9742684047887618
17,32,94,0.9742684047887618
17,32,95,0.9742684047887618
17,32,96,0.9742684047887618
17,32,97,0.9742684047887618
17,32,98,0.9742684047887618
17,32,99,0.9742684047887618
17,32,100,0.9742684047887618
17,32,101,0.9742684047887618
18,32,1,1.0e-9
18,32,2,3.1409128594936013e-9
18,32,3,9.865333557485507e-9
18,32,4,3.098615259888338e-8
18,32,5,9.732480054251667e-8
18,32,6,3.0568867094215816e-7
18,32,7,9.60141014293374e-7
18,32,8,3.0157146781879484e-6
18,32,9,9.472051792916474e-6
18,32,10,2.975044307457915e-5
18,32,11,9.343914715123107e-5
18,32,12,0.0002934407969162761
18,32,13,0.0009212438143470411
18,32,14,0.002889329323092854
18,32,15,0.00903373434628797
18,32,16,0.02797209565159708
18,32,17,0.0840784131654312
18,32,18,0.2318457896370839
18,32,19,0.5160193755324274
18,32,20,0.8016243246670846
18,32,21,0.9266527398887834
18,32,22,0.9588422458096602
18,32,23,0.9658531260704335
18,32,24,0.9673234578208978
18,32,25,0.9676293712373867
18,32,26,0.9676929133014638
18,32,27,0.9677061072398716
18,32,28,0.9677088466465491
18,32,29,0.9677094154105694
18,32,30,0.967709533498736
18,32,31,0.9677095580164723
18,32,32,0.9677095631069004
18,32,33,0.9677095641637864
18,32,34,0.9677095643832196
18,32,35,0.9677095644287789
18,32,36,0.9677095644382379
18,32,37,0.9677095644402021
18,32,38,0.9677095644406097
18,32,39,0.9677095644406943
18,32,40,0.9677095644407118
18,32,41,0.9677095644407154
18,32,42,0.9677095644407162
18,32,43,0.9677095644407163
18,32,44,0.9677095644407161
18,32,45,0.9677095644407164
18,32,46,0.9677095644407161
18,32,47,0.9677095644407164
18,32,48,0.9677095644407161
18,32,49,0.9677095644407164
18,32,50,0.9677095644407161
18,32,51,0.9677095644407164
18,32,52,0.9677095644407161
18,32,53,0.9677095644407164
18,32,54,0.9677095644407161
18,32,55,0.9677095644407164
18,32,56,0.9677095644407161
18,32,57,0.9677095644407164
18,32,58,0.9677095644407161
18,32,59,0.9677095644407164
18,32,60,0.9677095644407161
18,32,61,0.9677095644407164
18,32,62,0.9677095644407161
18,32,63,0.9677095644407164
18,32,64,0.9677095644407161
18,32,65,0.9677095644407164
18,32,66,0.9677095644407161
18,32,67,0.9677095644407164
18,32,68,0.9677095644407161
18,32,69,0.9677095644407164
18,32,70,0.9677095644407161
18,32,71,0.9677095644407164
18,32,72,0.9677095644407161
18,32,73,0.9677095644407164
18,32,74,0.9677095644407161
18,32,75,0.9677095644407164
18,32,76,0.9677095644407161
18,32,77,0.9677095644407164
18,32,78,0.9677095644407161
18,32,79,0.9677095644407164
18,32,80,0.9677095644407161
18,32,81,0.9677095644407164
18,32,82,0.9677095644407161
18,32,83,0.9677095644407164
18,32,84,0.9677095644407161
18,32,85,0.9677095644407164
18,32,86,0.9677095644407161
18,32,87,0.9677095644407164
18,32,88,0.9677095644407161
18,32,89,0.9677095644407164
18,32,90,0.9677095644407161
18,32,91,0.9677095644407164
18,32,92,0.9677095644407161
18,32,93,0.9677095644407164
18,32,94,0.9677095644407161
18,32,95,0.9677095644407164
18,32,96,0.9677095644407161
18,32,97,0.9677095644407164
18,32,98,0.9677095644407161
18,32,99,0.9677095644407164
18,32,100,0.9677095644407161
18,32,101,0.9677095644407164
19,32,1,1.0e-9
19,32,2,3.0095306074747285e-9
19,32,3,9.057274449899504e-9
19,32,4,2.7258144346306682e-8
19,32,5,8.203421646711598e-8
19,32,6,2.468844551699277e-7
19,32,7,7.430060490344227e-7
19,32,8,2.2360969457886303e-6
19,32,9,6.7295795332588025e-6
19,32,10,2.0252670226193767e-5
19,32,11,6.0949170854309774e-5
19,32,12,0.00018341154913978816
19,32,13,0.0005518301366817494
19,32,14,0.0016593694095337521
19,32,15,0.004981456056196873
19,32,16,0.014879863091722945
19,32,17,0.04379205771328792
19,32,18,0.12346555910998407
19,32,19,0.3102678112239756
19,32,20,0.6068829246734451
19,32,21,0.8423218302904638
19,32,22,0.931342297580265
19,32,23,0.9538613029068539
19,32,24,0.9589121354525247
19,32,25,0.9600136757011878
19,32,26,0.9602524358294614
19,32,27,0.9603041181832523
19,32,28,0.9603153021783669
19,32,29,0.9603177222288646
19,32,30,0.9603182458847598
19,32,31,0.9603183591942512
19,32,32,0.9603183837123224
19,32,33,0.9603183890175775
19,32,34,0.9603183901655369
19,32,35,0.9603183904139336
19,32,36,0.9603183904676821
19,32,37,0.960318390479312
19,32,38,0.9603183904818287
19,32,39,0.9603183904823733
19,32,40,0.9603183904824915
19,32,41,0.9603183904825165
19,32,42,0.9603183904825218
19,32,43,0.9603183904825231
19,32,44,0.9603183904825237
19,32,45,0.9603183904825234
19,32,46,0.9603183904825238
19,32,47,0.9603183904825238
19,32,48,0.9603183904825238
19,32,49,0.9603183904825238
19,32,50,0.9603183904825238
19,32,51,0.9603183904825238
19,32,52,0.9603183904825238
19,32,53,0.9603183904825238
19,32,54,0.9603183904825238
19,32,55,0.9603183904825238
19,32,56,0.9603183904825238
19,32,57,0.9603183904825238
19,32,58,0.9603183904825238
19,32,59,0.9603183904825238
19,32,60,0.9603183904825238
19,32,61,0.9603183904825238
19,32,62,0.9603183904825238
19,32,63,0.9603183904825238
19,32,64,0.9603183904825238
19,32,65,0.9603183904825238
19,32,66,0.9603183904825238
19,32,67,0.9603183904825238
19,32,68,0.9603183904825238
19,32,69,0.9603183904825238
19,32,70,0.9603183904825238
19,32,71,0.9603183904825238
19,32,72,0.9603183904825238
19,32,73,0.9603183904825238
19,32,74,0.9603183904825238
19,32,75,0.9603183904825238
19,32,76,0.9603183904825238
19,32,77,0.9603183904825238
19,32,78,0.9603183904825238
19,32,79,0.9603183904825238
19,32,80,0.9603183904825238
19,32,81,0.9603183904825238
19,32,82,0.9603183904825238
19,32,83,0.9603183904825238
19,32,84,0.9603183904825238
19,32,85,0.9603183904825238
19,32,86,0.9603183904825238
19,32,87,0.9603183904825238
19,32,88,0.9603183904825238
19,32,89,0.9603183904825238
19,32,90,0.9603183904825238
19,32,91,0.9603183904825238
19,32,92,0.9603183904825238
19,32,93,0.9603183904825238
19,32,94,0.9603183904825238
19,32,95,0.9603183904825238
19,32,96,0.9603183904825238
19,32,97,0.9603183904825238
19,32,98,0.9603183904825238
19,32,99,0.9603183904825238
19,32,100,0.9603183904825238
19,32,101,0.9603183904825238
20,32,1,1.0e-9
20,32,2,2.88705214818331e-9
20,32,3,8.335070083722289e-9
20,32,4,2.4063781736764096e-8
20,32,5,6.947339045345627e-8
20,32,6,2.0057328140985152e-7
20,32,7,5.790653568544877e-7
20,32,8,1.6717904933902803e-6
20,32,9,4.826534744324121e-6
20,32,10,1.3934360853621951e-5
20,32,11,4.022842077503915e-5
20,32,12,0.00011613483349816319
20,32,13,0.0003352313591581067
20,32,14,0.0009673642240532323
20,32,15,0.002788951294285846
20,32,16,0.00801965617967747
20,32,17,0.022888307724714157
20,32,18,0.0639525044346001
20,32,19,0.16865260637205773
20,32,20,0.38582439977942506
20,32,21,0.6734496754520904
20,32,22,0.8635440262916217
20,32,23,0.929915335146623
20,32,24,0.9469339348862815
20,32,25,0.950917365333856
20,32,26,0.9518293254895885
20,32,27,0.952037043892636
20,32,28,0.9520843010498721
20,32,29,0.9520950494773769
20,32,30,0.952097494011184
20,32,31,0.952098049968181
20,32,32,0.9520981764083295
20,32,33,0.9520982051643293
20,32,34,0.9520982117042415
20,32,35,0.9520982131915989
20,32,36,0.9520982135298652
20,32,37,0.9520982136067964
20,32,38,0.9520982136242925
20,32,39,0.9520982136282718
20,32,40,0.9520982136291765
20,32,41,0.9520982136293824
20,32,42,0.9520982136294291
20,32,43,0.9520982136294395
20,32,44,0.952098213629442
20,32,45,0.9520982136294425
20,32,46,0.9520982136294425
20,32,47,0.9520982136294425
20,32,48,0.9520982136294425
20,32,49,0.9520982136294425
20,32,50,0.9520982136294425
20,32,51,0.9520982136294425
20,32,52,0.9520982136294425
20,32,53,0.9520982136294425
20,32,54,0.9520982136294425
20,32,55,0.9520982136294425
20,32,56,0.9520982136294425
20,32,57,0.9520982136294425
20,32,58,0.9520982136294425
20,32,59,0.9520982136294425
20,32,60,0.9520982136294425
20,32,61,0.9520982136294425
20,32,62,0.9520982136294425
20,32,63,0.9520982136294425
20,32,64,0.9520982136294425
20,32,65,0.9520982136294425
20,32,66,0.9520982136294425
20,32,67,0.9520982136294425
20,32,68,0.9520982136294425
20,32,69,0.9520982136294425
20,32,70,0.9520982136294425
20,32,71,0.9520982136294425
20,32,72,0.9520982136294425
20,32,73,0.9520982136294425
20,32,74,0.9520982136294425
20,32,75,0.9520982136294425
20,32,76,0.9520982136294425
20,32,77,0.9520982136294425
20,32,78,0.9520982136294425
20,32,79,0.9520982136294425
20,32,80,0.9520982136294425
20,32,81,0.9520982136294425
20,32,82,0.9520982136294425
20,32,83,0.9520982136294425
20,32,84,0.9520982136294425
20,32,85,0.9520982136294425
20,32,86,0.9520982136294425
20,32,87,0.9520982136294425
20,32,88,0.9520982136294425
20,32,89,0.9520982136294425
20,32,90,0.9520982136294425
20,32,91,0.9520982136294425
20,32,92,0.9520982136294425
20,32,93,0.9520982136294425
20,32,94,0.9520982136294425
20,32,95,0.9520982136294425
20,32,96,0.9520982136294425
20,32,97,0.9520982136294425
20,32,98,0.9520982136294425
20,32,99,0.9520982136294425
20,32,100,0.9520982136294425
20,32,101,0.9520982136294425
2,64,1,1.0e-9
2,64,2,6.458041447080163e-16
2,64,3,4.170629977012104e-22
2,64,4,2.6934101534787207e-28
2,64,5,1.7394154587790646e-34
2,64,6,1.1233217244436113e-40
2,64,7,7.254458331034279e-47
2,64,8,4.684959306985648e-53
2,64,9,3.025566170008198e-59
2,64,10,1.953923193195835e-65
2,64,11,1.2618517098564104e-71
2,64,12,8.149090727886961e-78
2,64,13,5.262716622929485e-84
2,64,14,3.398684243197753e-90
2,64,15,2.194884393857179e-96
2,64,16,1.4174654535912675e-102
2,64,17,9.15405074521404e-109
2,64,18,5.911723974199716e-115
2,64,19,3.81781588499513e-121
2,64,20,2.465561348150374e-127
2,64,21,1.5922697543862417e-133
2,64,22,1.0282944176729503e-139
2,64,23,6.640768038861193e-146
2,64,24,4.288635568571795e-152
2,64,25,2.7696186544069043e-158
2,64,26,1.7886312250572613e-164
2,64,27,1.155105470624773e-170
2,64,28,7.4597190833709375e-177
2,64,29,4.817517552982411e-183
2,64,30,3.111172835587003e-189
2,64,31,2.009208333221783e-195
2,64,32,1.2975550828008518e-201
2,64,33,8.379664592583985e-208
2,64,34,5.411622181975828e-214
2,64,35,3.4948480714097623e-220
2,64,36,2.2569873933396287e-226
2,64,37,1.4575718284770736e-232
2,64,38,9.4130593792391e-239
2,64,39,6.078992825325099e-245
2,64,40,3.925838803466807e-251
2,64,41,2.5353229973554812e-257
2,64,42,1.63732211705771e-263
2,64,43,1.057389420520631e-269
2,64,44,6.828664775127737e-276
2,64,45,4.409980060904206e-282
2,64,46,2.8479834313156586e-288
2,64,47,1.8392395233155457e-294
2,64,48,1.1877885197398328e-300
2,64,49,7.670787571389605e-307
2,64,50,4.9538264588e-313
2,64,51,3.19917e-319
2,64,52,0.0
2,64,53,0.0
2,64,54,0.0
2,64,55,0.0
2,64,56,0.0
2,64,57,0.0
2,64,58,0.0
2,64,59,0.0
2,64,60,0.0
2,64,61,0.0
2,64,62,0.0
2,64,63,0.0
2,64,64,0.0
2,64,65,0.0
2,64,66,0.0
2,64,67,0.0
2,64,68,0.0
2,64,69,0.0
2,64,70,0.0
2,64,71,0.0
2,64,72,0.0
2,64,73,0.0
2,64,74,0.0
2,64,75,0.0
2,64,76,0.0
2,64,77,0.0
2,64,78,0.0
2,64,79,0.0
2,64,80,0.0
2,64,81,0.0
2,64,82,0.0
2,64,83,0.0
2,64,84,0.0
2,64,85,0.0
2,64,86,0.0
2,64,87,0.0
2,64,88,0.0
2,64,89,0.0
2,64,90,0.0
2,64,91,0.0
2,64,92,0.0
2,64,93,0.0
2,64,94,0.0
2,64,95,0.0
2,64,96,0.0
2,64,97,0.0
2,64,98,0.0
2,64,99,0.0
2,64,100,0.0
2,64,101,0.0
3,64,1,1.0e-9
3,64,2,2.1296025078657163e-11
3,64,3,4.535206893939213e-13
3,64,4,9.658188089058444e-15
3,64,5,2.0568101818855927e-16
3,64,6,4.380188173288253e-18
3,64,7,9.328059828946092e-20
3,64,8,1.9865059839900986e-21
3,64,9,4.2304681753679576e-23
3,64,10,9.00921574213103e-25
3,64,11,1.9186048664980663e-26
3,64,12,4.085865783561926e-28
3,64,13,8.70127012225992e-30
3,64,14,1.8530246892870226e-31
3,64,15,3.946206072057306e-33
3,64,16,8.403850446878789e-35
3,64,17,1.7896861198808484e-36
3,64,18,3.8113200942120043e-38
3,64,19,8.116596926790328e-40
3,64,20,1.72851253748087e-41
3,64,21,3.681044678178999e-43
3,64,22,7.839162070815987e-45
3,64,23,1.6694299402777232e-46
3,64,24,3.5552222295176787e-48
3,64,25,7.571210265435848e-50
3,64,26,1.612366855931196e-51
3,64,27,3.4337005405512835e-53
3,64,28,7.312417368795939e-55
3,64,29,1.5572542551099588e-56
3,64,30,3.31633260624087e-58
3,64,31,7.062470318592659e-60
3,64,32,1.504025467986496e-61
3,64,33,3.2029764463530746e-63
3,64,34,6.821066753362106e-65
3,64,35,1.4526161035869524e-66
3,64,36,3.0934949337067745e-68
3,64,37,6.587914646711506e-70
3,64,38,1.4029639718967078e-71
3,64,39,2.987755628289307e-73
3,64,40,6.362731954054521e-75
3,64,41,1.3550090086292134e-76
3,64,42,2.8856306170438917e-78
3,64,43,6.145246271421421e-80
3,64,44,1.3086932025660747e-81
3,64,45,2.7869963591328935e-83
3,64,46,5.935194505931453e-85
3,64,47,1.2639605253807645e-86
3,64,48,2.691733536490218e-88
3,64,49,5.732322557528821e-90
3,64,50,1.220756863861037e-91
3,64,51,2.5997269094819976e-93
3,64,52,5.536385011597339e-95
3,64,53,1.1790299544480643e-96
3,64,54,2.5108651775009673e-98
3,64,55,5.347144842081848e-100
3,64,56,1.1387293200131013e-101
3,64,57,2.425040844325892e-103
3,64,58,5.164373124757315e-105
3,64,59,1.0998062087951975e-106
3,64,60,2.3421500880831616e-108
3,64,61,4.9878487602987184e-110
3,64,62,1.0622135354260919e-111
3,64,63,2.2620926356532587e-113
3,64,64,4.817358206816741e-115
3,64,65,1.025905823970973e-116
3,64,66,2.18477164137022e-118
3,64,67,4.6526952215358296e-120
3,64,68,9.90839152916031e-122
3,64,69,2.110093569866979e-123
3,64,70,4.4936606113013585e-125
3,64,71,9.56971102036687e-127
3,64,72,2.0379680829258235e-128
3,64,73,4.340061991616056e-130
3,64,74,9.242607010816424e-132
3,64,75,1.968307930195807e-133
3,64,76,4.19171355391154e-135
3,64,77,8.926683802111088e-137
3,64,78,1.9010288436458872e-138
3,64,79,4.0484358407754492e-140
3,64,80,8.621559221290922e-142
3,64,81,1.8360494356257086e-143
3,64,82,3.910055528861431e-145
3,64,83,8.326864158518508e-147
3,64,84,1.7732911004107983e-148
3,64,85,3.776405219219538e-150
3,64,86,8.042242120566009e-152
3,64,87,1.7126779191130567e-153
3,64,88,3.647323234793369e-155
3,64,89,7.767348799564581e-157
3,64,90,1.6541365678415196e-158
3,64,91,3.522653424838995e-160
3,64,92,7.501851656494421e-162
3,64,93,1.597596229002298e-163
3,64,94,3.402244976029087e-165
3,64,95,7.245429518911637e-167
3,64,96,1.5429885056303869e-168
3,64,97,3.2859522300137217e-170
3,64,98,6.997772192425274e-172
3,64,99,1.4902473386497143e-173
3,64,100,3.173634507217165e-175
3,64,101,6.758580085454507e-177
4,64,1,1.0e-9
4,64,2,4.801184993072084e-10
4,64,3,2.305137746353243e-10
4,64,4,1.1067392844175375e-10
4,64,5,5.3136600932073795e-11
4,64,6,2.5511865351433927e-11
4,64,7,1.224871863238845e-11
4,64,8,5.880836469211011e-12
4,64,9,2.8234984097410834e-12
4,64,10,1.3556138334749338e-12
4,64,11,6.508552861927949e-13
4,64,12,3.1248766655203307e-13
4,64,13,1.500311110918079e-13
4,64,14,7.2032712663022e-14
4,64,15,3.458423826790582e-14
4,64,16,1.660453275121147e-14
4,64,17,7.972143429915162e-15
4,64,18,3.8275735800218745e-15
4,64,19,1.8376889025236862e-15
4,64,20,8.823084473374072e-16
4,64,21,4.2361261210963644e-16
4,64,22,2.033842537492184e-16
4,64,23,9.764854371810074e-17
4,64,24,4.688287276173872e-17
4,64,25,2.2509334749924804e-17
4,64,26,1.0807148134012565e-17
4,64,27,5.188711798374258e-18
4,64,28,2.4911965481306068e-18
4,64,29,1.1960695607264898e-18
4,64,30,5.742551285927105e-19
4,64,31,2.757105134543593e-19
4,64,32,1.3237371935285034e-19
4,64,33,6.355507215073203e-20
4,64,34,3.051396618476733e-20
4,64,35,1.4650319806369687e-20
4,64,36,7.033889633660695e-21
4,64,37,3.377100570665244e-21
