S,D,gen,compositionality
9,2,98,8.074023865683657e-47
9,2,99,3.347255740688868e-47
9,2,100,1.3876749908053298e-47
9,2,101,5.752897386054742e-48
10,2,1,1.0e-9
10,2,2,3.761999999676995e-10
10,2,3,1.4152643998327667e-10
10,2,4,5.3242246721061695e-11
10,2,5,2.002973321637181e-11
10,2,6,7.535185635986092e-12
10,2,7,2.8347368362561246e-12
10,2,8,1.0664279977992908e-12
10,2,9,4.0119021277205604e-13
10,2,10,1.5092775804484202e-13
10,2,11,5.677902257646886e-14
10,2,12,2.136026829326741e-14
10,2,13,8.035732931927168e-15
10,2,14,3.023042728990995e-15
10,2,15,1.1372686746464149e-15
10,2,16,4.2784047540198195e-16
10,2,17,1.6095358684622605e-16
10,2,18,6.055073937155043e-17
10,2,19,2.2779188151577342e-17
10,2,20,8.569530582623426e-18
10,2,21,3.223857405182943e-18
10,2,22,1.2128151558298274e-18
10,2,23,4.562610616231825e-19
10,2,24,1.7164541138264182e-19
10,2,25,6.457300376215007e-20
10,2,26,2.4292364015320934e-20
10,2,27,9.138787342563767e-21
10,2,28,3.438011798272501e-21
10,2,29,1.293380038510119e-21
10,2,30,4.865695704875084e-22
10,2,31,1.8304747241740128e-22
10,2,32,6.886245912342659e-23
10,2,33,2.590605712223317e-23
10,2,34,9.74585868938415e-24
10,2,35,3.666392038946329e-24
10,2,36,1.3792966850516139e-24
10,2,37,5.188914129164188e-25
10,2,38,1.952069495391574e-25
10,2,39,7.343685441663125e-26
10,2,40,2.762694463153677e-26
10,2,41,1.0393256570384168e-26
10,2,42,3.909943121778538e-27
10,2,43,1.4709206024130905e-27
10,2,44,5.533603306278065e-28
10,2,45,2.0817415638218154e-28
10,2,46,7.831511763097693e-29
10,2,47,2.946214725277362e-29
10,2,48,1.1083659796493394e-29
10,2,49,4.169672815440799e-30
10,2,50,1.5686309131688226e-30
10,2,51,5.901189495341089e-31
10,2,52,2.2200274881473094e-31
10,2,53,8.351743410410147e-32
10,2,54,3.1419258709962854e-32
10,2,55,1.1819925126687981e-32
10,2,56,4.446655832660001e-33
10,2,57,1.672831924246686e-33
10,2,58,6.29319369901601e-34
10,2,59,2.367499469569814e-34
10,2,60,8.906533004521606e-35
10,2,61,3.3506377163010156e-35
10,2,62,1.2605099088724374e-35
10,2,63,4.742038277178091e-36
10,2,64,1.783954799874391e-36
10,2,65,6.711237957127434e-37
10,2,66,2.524767719471331e-37
10,2,67,9.498176160651113e-38
10,2,68,3.5732138716369346e-38
10,2,69,1.3442430585098098e-38
10,2,70,5.0570423861138854e-39
10,2,71,1.9024593456560364e-39
10,2,72,7.157052058357982e-40
10,2,73,2.692482984354263e-40
10,2,74,1.01291209871407e-40
10,2,75,3.810575315362316e-41
10,2,76,1.433538433639298e-41
10,2,77,5.3929715873510184e-42
10,2,78,2.0288359111614456e-42
10,2,79,7.632480697789329e-43
10,2,80,2.871339238508335e-43
10,2,81,1.0801978215268315e-43
10,2,82,4.063704204583925e-44
10,2,83,1.5287655217644666e-44
10,2,84,5.751215892877902e-45
10,2,85,2.1636074189006584e-45
10,2,86,8.139491109904246e-46
10,2,87,3.0620765555459656e-46
10,2,88,1.1519532001963881e-46
10,2,89,4.333647939138795e-47
10,2,90,1.6303183547040087e-47
10,2,91,6.133257650396458e-48
10,2,92,2.3073315280791384e-48
10,2,93,8.680181208633686e-49
10,2,94,3.26548417068798e-49
10,2,95,1.2284751450128135e-49
10,2,96,4.621523495538187e-50
10,2,97,1.7386171390214594e-50
10,2,98,6.540677676998706e-51
10,2,99,2.4606029420869038e-51
10,2,100,9.256788268130897e-52
10,2,101,3.482403746470831e-52
11,2,1,1.0e-9
11,2,2,3.442387814767431e-10
11,2,3,1.1850033867874445e-10
11,2,4,4.079241219419897e-11
11,2,5,1.4042330268294424e-11
11,2,6,4.833914661028966e-12
11,2,7,1.6640208928062684e-12
11,2,8,5.728205245367461e-13
11,2,9,1.971870393870001e-13
11,2,10,6.787942616696001e-14
11,2,11,2.3366730952904623e-14
11,2,12,8.04373499095954e-15
11,2,13,2.768965532028965e-15
11,2,14,9.531853207722192e-16
11,2,15,3.281233533701258e-16
11,2,16,1.1295278334713698e-16
11,2,17,3.8882728506903235e-17
11,2,18,1.338494308276704e-17
11,2,19,4.60761649731206e-18
11,2,20,1.5861202886724117e-18
11,2,21,5.460041154913567e-19
11,2,22,1.8795579141291153e-19
11,2,23,6.470167261259982e-20
11,2,24,2.2272824941431808e-20
11,2,25,7.667170118490287e-21
11,2,26,2.6393372991729416e-21
11,2,27,9.0856225584534e-22
11,2,28,3.1276236387272137e-22
11,2,29,1.076649350398549e-22
11,2,30,3.7062446048826485e-23
11,2,31,1.2758331267405604e-23
11,2,32,4.391912409516033e-24
11,2,33,1.5118665763240764e-24
11,2,34,5.204431080304175e-25
11,2,35,1.7915670135054329e-25
11,2,36,6.167268457118626e-26
11,2,37,2.1230129788865428e-26
11,2,38,7.308234009690714e-27
11,2,39,2.5157775704419912e-27
11,2,40,8.660282053840334e-28
11,2,41,2.981204941694917e-28
11,2,42,1.0262463565427485e-28
11,2,43,3.5327379529919323e-29
11,2,44,1.2161054083108711e-29
11,2,45,4.186306439373562e-30
11,2,46,1.4410890276922958e-30
11,2,47,4.960787309315771e-31
11,2,48,1.7076953786593581e-31
11,2,49,5.87854976329706e-32
11,2,50,2.0236248075279958e-32
11,2,51,6.966101379646997e-33
11,2,52,2.3980022507630024e-33
11,2,53,8.254853728465006e-34
11,2,54,2.8416407889805285e-34
11,2,55,9.782029626707169e-35
11,2,56,3.3673539593336847e-35
11,2,57,1.1591738238536908e-35
11,2,58,3.9903258467472455e-36
11,2,59,1.373624907288181e-36
11,2,60,4.7285496432842574e-37
11,2,61,1.627750167485337e-37
11,2,62,5.603347342480812e-38
11,2,63,1.92888946151926e-38
11,2,64,6.63998557889293e-39
11,2,65,2.285740544882221e-39
11,2,66,7.868405400045403e-40
11,2,67,2.708610287291108e-40
11,2,68,9.32408704866285e-41
11,2,69,3.2097123642689084e-41
11,2,70,1.1049074732542457e-41
11,2,71,3.803520022677028e-42
11,2,72,1.3093190980323993e-42
11,2,73,4.507184109065869e-43
11,2,74,1.5515475657190173e-43
11,2,75,5.341028434686089e-44
11,2,76,1.8385891203345456e-44
11,2,77,6.329136784704715e-45
11,2,78,2.178734334738883e-45
11,2,79,7.500048526114368e-46
11,2,80,2.5818075658504663e-46
11,2,81,8.887582905461677e-47
11,2,82,3.0594507098918905e-47
11,2,83,1.053181584444726e-47
11,2,84,3.625459453317025e-48
11,2,85,1.2480237446020034e-48
11,2,86,4.296181731298505e-49
11,2,87,1.478912364301934e-49
11,2,88,5.090989902384947e-50
11,2,89,1.7525161606461517e-50
11,2,90,6.032840277068962e-51
11,2,91,2.0767375859864612e-51
11,2,92,7.148936161035337e-52
11,2,93,2.460941073124674e-52
11,2,94,8.47151356365579e-53
11,2,95,2.916223506647461e-53
11,2,96,1.0038772265216385e-53
11,2,97,3.455734732374218e-54
11,2,98,1.1895979134735455e-54
11,2,99,4.095057362138318e-55
11,2,100,1.4096775565314709e-55
11,2,101,4.8526568437392695e-56
12,2,1,1.0e-9
12,2,2,3.1722608022362054e-10
12,2,3,1.0063238597908785e-10
12,2,4,3.192321734980462e-11
12,2,5,1.0126877108725022e-11
12,2,6,3.2125095303406477e-12
12,2,7,1.0190918060655748e-12
12,2,8,3.232824990499052e-13
12,2,9,1.025536399860254e-13
12,2,10,3.2532689227819726e-14
12,2,11,1.0320217483632211e-14
12,2,12,3.273842139628307e-15
12,2,13,1.0385481093014586e-15
12,2,14,3.2945454586154584e-16
12,2,15,1.0451157420318565e-16
12,2,16,3.315379702491118e-17
12,2,17,1.0517249075514412e-17
12,2,18,3.3363456992059286e-18
12,2,19,1.0583758685077502e-18
12,2,20,3.3574442819463807e-19
12,2,21,1.065068889209269e-19
12,2,22,3.378676289167923e-20
12,2,23,1.071804235635933e-20
12,2,24,3.400042564628281e-21
12,2,25,1.0785821754496981e-21
12,2,26,3.421543957420982e-22
12,2,27,1.085402978005176e-22
12,2,28,3.4431813220091066e-23
12,2,29,1.09226691436034e-23
12,2,30,3.4649555182592365e-24
12,2,31,1.0991742572872958e-24
12,2,32,3.486867411475631e-25
12,2,33,1.1061252812831218e-25
12,2,34,3.508917872434612e-26
12,2,35,1.1131202625807768e-26
12,2,36,3.5311077774191675e-27
12,2,37,1.1201594791600792e-27
12,2,38,3.553438008253779e-28
12,2,39,1.1272432107587517e-28
12,2,40,3.575909452339435e-29
12,2,41,1.1343717388835318e-29
12,2,42,3.5985230026889994e-30
12,2,43,1.1415453468213904e-30
12,2,44,3.62127955796255e-31
12,2,45,1.1487643196507412e-31
12,2,46,3.644180022503189e-32
12,2,47,1.1560289442528017e-32
12,2,48,3.6672253063729585e-33
12,2,49,1.163339509322986e-33
12,2,50,3.6904163253890046e-34
12,2,51,1.170696305382378e-34
12,2,52,3.713754001159974e-35
12,2,53,1.178099624789276e-35
12,2,54,3.737239261122634e-36
12,2,55,1.1855497617508106e-36
12,2,56,3.760873038578738e-37
12,2,57,1.1930470123346382e-37
12,2,58,3.784656272732103e-38
12,2,59,1.200591674480705e-38
12,2,60,3.808589908725943e-39
12,2,61,1.2081840480130873e-39
12,2,62,3.832674897680424e-40
12,2,63,1.2158244346519074e-40
12,2,64,3.856912196730462e-41
12,2,65,1.2235131380253232e-41
12,2,66,3.881302769063762e-42
12,2,67,1.2312504636815948e-42
12,2,68,3.905847583959091e-43
12,2,69,1.2390367191012262e-43
12,2,70,3.9305476168248e-44
12,2,71,1.2468722137091853e-44
12,2,72,3.955403849237587e-45
12,2,73,1.2547572588871996e-45
12,2,74,3.980417268981501e-46
12,2,75,1.2626921679861322e-46
12,2,76,4.0055888700872005e-47
12,2,77,1.2706772563384324e-47
12,2,78,4.030919652871455e-48
12,2,79,1.2787128412706674e-48
12,2,80,4.056410623976896e-49
12,2,81,1.286799242116134e-49
12,2,82,4.0820627964120236e-50
12,2,83,1.2949367802275473e-50
12,2,84,4.107877189591459e-51
12,2,85,1.3031257789898123e-51
12,2,86,4.13385482937646e-52
12,2,87,1.3113665638328744e-52
12,2,88,4.159996748115688e-53
12,2,89,1.3196594622446532e-53
12,2,90,4.186303984686233e-54
12,2,91,1.3280048037840554e-54
12,2,92,4.212777584534895e-55
12,2,93,1.3364029200940719e-55
12,2,94,4.239418599719738e-56
12,2,95,1.344854144914958e-56
12,2,96,4.266228088951829e-57
12,2,97,1.353358814097457e-57
12,2,98,4.293207117637437e-58
12,2,99,1.3619172656162616e-58
12,2,100,4.3203567579203735e-59
12,2,101,1.370529839583331e-59
13,2,1,1.0e-9
13,2,2,2.941073491623187e-10
13,2,3,8.649913283546571e-11
13,2,4,2.5440030664668883e-11
13,2,5,7.482099981892992e-12
13,2,6,2.2005405919914867e-12
13,2,7,6.471951602789003e-13
13,2,8,1.9034485299333033e-13
13,2,9,5.598182014439088e-14
13,2,10,1.6464664725075442e-14
13,2,11,4.842378897469735e-15
13,2,12,1.424179221271861e-15
13,2,13,4.1886157552899694e-16
13,2,14,1.2319026765321842e-16
13,2,15,3.6231163064564786e-17
13,2,16,1.06558513267163e-17
13,2,17,3.133964186982841e-18
13,2,18,9.217218994662606e-19
13,2,19,2.7108518453543607e-19
13,2,20,7.972814502635284e-20
13,2,21,2.34486333889347e-20
13,2,22,6.896415407970713e-21
13,2,23,2.028286454499282e-21
13,2,24,5.965339525154572e-22
13,2,25,1.7544501947165158e-22
13,2,26,5.1599669604071066e-23
13,2,27,1.5175842045943663e-23
13,2,28,4.463326675744084e-24
13,2,29,1.3126971771384165e-24
13,2,30,3.860738870474669e-25
13,2,31,1.1354716750809573e-25
13,2,32,3.339505644298184e-26
13,2,33,9.821731526243743e-27
13,2,34,2.888643423565262e-27
13,2,35,8.495712600381012e-28
13,2,36,2.4986515123140127e-28
13,2,37,7.348717728173981e-29
13,2,38,2.1613118909233376e-29
13,2,39,6.356577109959795e-30
13,2,40,1.869516043684138e-30
13,2,41,5.4983840786201015e-31
13,2,42,1.6171151661499663e-31
13,2,43,4.7560545483910984e-32
13,2,44,1.3987905957944583e-32
13,2,45,4.113945941904532e-33
13,2,46,1.2099417356534548e-33
13,2,47,3.5585275653825476e-34
13,2,48,1.0465891092473518e-34
13,2,49,3.078095486039641e-35
13,2,50,9.052905039295954e-36
13,2,51,2.66252590350781e-36
13,2,52,7.830684356102997e-37
13,2,53,2.3030618182579624e-37
13,2,54,6.773474063711712e-38
13,2,55,1.9921285016343545e-38
13,2,56,5.8589963284649346e-39
13,2,57,1.723173879034551e-39
13,2,58,5.06798101743298e-40
13,2,59,1.4905304627442085e-40
13,2,60,4.3837596327339524e-41
13,2,61,1.2892959250364297e-41
13,2,62,3.791914068242039e-42
13,2,63,1.1152297949383202e-42
13,2,64,3.279972787186008e-43
13,2,65,9.646641018298611e-44
13,2,66,2.837148018406531e-44
13,2,67,8.344260829317964e-45
13,2,68,2.4541084333976894e-45
13,2,69,7.217713259528987e-46
13,2,70,2.122782513919118e-46
13,2,71,6.24325938059617e-47
13,2,72,1.8361884666856275e-47
13,2,73,5.400365225363042e-48
13,2,74,1.5882871010486287e-48
13,2,75,4.671269090300963e-49
13,2,76,1.3738545694663482e-49
13,2,77,4.0406072558794888e-50
13,2,78,1.188372289114105e-50
13,2,79,3.49509023793234e-51
13,2,80,1.0279317250317519e-51
13,2,81,3.023222747896355e-52
13,2,82,8.891520283718907e-53
13,2,83,2.615061460846586e-53
13,2,84,7.691087941987845e-54
13,2,85,2.2620054869471786e-54
13,2,86,6.652724376022001e-55
13,2,87,1.9566151310733245e-55
13,2,88,5.754548895702547e-56
13,2,89,1.6924551214558925e-56
13,2,90,4.9776348938166037e-57
13,2,91,1.4639590038184648e-57
13,2,92,4.305611019248282e-58
13,2,93,1.2663118434818573e-58
13,2,94,3.7243161952479e-59
13,2,95,1.095348763701626e-59
13,2,96,3.2215012132255856e-60
13,2,97,9.474671822098222e-61
13,2,98,2.7865706139709574e-61
13,2,99,8.195508965847092e-62
13,2,100,2.410359417146287e-62
13,2,101,7.089044187538486e-63
14,2,1,1.0e-9
14,2,2,2.7410453975752263e-10
14,2,3,7.513329871917923e-11
14,2,4,2.0594378267106042e-11
14,2,5,5.645012576851833e-12
14,2,6,1.5473235744020223e-12
14,2,7,4.2412841624457527e-13
14,2,8,1.1625552434025555e-13
14,2,9,3.186616699559763e-14
14,2,10,8.734661038724538e-15
14,2,11,2.3942102441110333e-15
14,2,12,6.562638970868734e-16
14,2,13,1.7988491348200672e-16
14,2,14,4.930727142246803e-17
14,2,15,1.3515346940821241e-17
14,2,16,3.704617953114531e-18
14,2,17,1.0154525990810092e-18
14,2,18,2.78340167334523e-19
14,2,19,7.629430346815208e-20
14,2,20,2.091261493959918e-20
14,2,21,5.732242693512589e-21
14,2,22,1.5712337453844133e-21
14,2,23,4.306823026576917e-22
14,2,24,1.1805197435926432e-22
14,2,25,3.2358582101287344e-23
14,2,26,8.86963425464796e-24
14,2,27,2.431207015343688e-24
14,2,28,6.664048800387614e-25
14,2,29,1.826646029469014e-25
14,2,30,5.006919692396069e-26
14,2,31,1.3724194179750795e-26
14,2,32,3.7618639294246155e-27
14,2,33,1.0311439810714607e-27
14,2,34,2.82641246373451e-28
14,2,35,7.747324875865372e-29
14,2,36,2.123576919587215e-29
14,2,37,5.820820742204653e-30
14,2,38,1.5955133906553275e-30
14,2,39,4.373374636505783e-31
14,2,40,1.1987618420034865e-31
14,2,41,3.285860630023096e-32
14,2,42,9.006693157575808e-33
14,2,43,2.4687754828528054e-33
14,2,44,6.767025675354036e-34
14,2,45,1.8548724583891625e-34
14,2,46,5.084289615482585e-35
14,2,47,1.3936268651351435e-35
14,2,48,3.819994504860755e-36
14,2,49,1.0470778356982452e-36
14,2,50,2.8700878826276896e-37
14,2,51,7.867041181817368e-38
14,2,52,2.156391702533761e-38
14,2,53,5.91076755197848e-39
14,2,54,1.62016821955262e-39
14,2,55,4.4409546417870435e-40
14,2,56,1.2172858282491047e-40
14,2,57,3.3366357172696495e-41
14,2,58,9.145869976793378e-42
14,2,59,2.5069244808317985e-42
14,2,60,6.871593810693165e-43
14,2,61,1.8835350590014343e-43
14,2,62,5.162855104978425e-44
14,2,63,1.415162022475606e-44
14,2,64,3.879023348778672e-45
14,2,65,1.0632579097938217e-45
14,2,66,2.9144382002626384e-46
14,2,67,7.988607415859438e-47
14,2,68,2.189713559168054e-47
14,2,69,6.002104273750424e-48
14,2,70,1.6452040296384846e-48
14,2,71,4.509578933801869e-49
14,2,72,1.2360960582292205e-49
14,2,73,3.388195411587282e-50
14,2,74,9.287197439612171e-51
14,2,75,2.5456629799853253e-51
14,2,76,6.977777795513718e-52
14,2,77,1.9126405712921576e-52
14,2,78,5.242634635492097e-53
14,2,79,1.4370299539705287e-53
14,2,80,3.938964341761163e-54
14,2,81,1.0796880080889495e-54
14,2,82,2.9594738455790946e-55
14,2,83,8.112052164188853e-56
14,2,84,2.2235503250965405e-56
14,2,85,6.094852385273565e-57
14,2,86,1.6706267080625683e-57
14,2,87,4.579263649494769e-58
14,2,88,1.2551969551535991e-58
14,2,89,3.4405518371948142e-59
14,2,90,9.430708779066519e-60
14,2,91,2.585000089639003e-60
14,2,92,7.085602598890858e-61
14,2,93,1.942195839398216e-61
14,2,94,5.323646967113579e-62
14,2,95,1.4592358018457633e-62
14,2,96,3.9998315788827886e-63
14,2,97,1.0963719941075698e-63
14,2,98,3.0052054086716175e-64
14,2,99,8.237404454735686e-65
14,2,100,2.2579099570066663e-65
14,2,101,6.189033696189233e-66
15,2,1,1.0e-9
15,2,2,2.56632098749965e-10
15,2,3,6.586003411176222e-11
15,2,4,1.6901798778797357e-11
15,2,5,4.337544093509366e-12
15,2,6,1.1131530442046192e-12
15,2,7,2.8567080198134146e-13
15,2,8,7.331229746847439e-14
15,2,9,1.881428876465013e-14
15,2,10,4.8283504124510346e-15
15,2,11,1.239109699922247e-15
15,2,12,3.1799532289165154e-16
15,2,13,8.16078071112761e-17
15,2,14,2.0943182814611434e-17
15,2,15,5.374692960541849e-18
15,2,16,1.3793187346836451e-18
15,2,17,3.5397746174834325e-19
15,2,18,9.084197892413758e-20
15,2,19,2.3312967707306524e-20
15,2,20,5.982855831176803e-21
15,2,21,1.5353928485659031e-21
15,2,22,3.940310891569021e-22
15,2,23,1.0112102538916537e-22
15,2,24,2.5950900974934176e-23
15,2,25,6.65983418205124e-24
15,2,26,1.7091272235695708e-24
15,2,27,4.386169064417969e-25
15,2,28,1.1256317725415925e-25
15,2,29,2.888732442244017e-26
15,2,30,7.413414694248728e-27
15,2,31,1.9025201720035404e-27
15,2,32,4.882477446848384e-28
15,2,33,1.2530004343595953e-28
15,2,34,3.2156013122370023e-29
15,2,35,8.252265135522634e-30
15,2,36,2.1177961212979866e-30
15,2,37,5.434944633659965e-31
15,2,38,1.3947812480100862e-31
15,2,39,3.579456389954987e-32
15,2,40,9.186034057934898e-33
15,2,41,2.3574311996185836e-33
15,2,42,6.049925164532302e-34
15,2,43,1.5526049923477342e-34
15,2,44,3.984482777398886e-35
15,2,45,1.022546177658599e-35
15,2,46,2.624181716570979e-36
15,2,47,6.734492614654879e-37
15,2,48,1.7282869738191922e-37
15,2,49,4.4353391336017887e-38
15,2,50,1.1382503905926856e-38
15,2,51,2.9211158665837512e-39
15,2,52,7.496520955783957e-40
15,2,53,1.923847906321889e-40
15,2,54,4.937211259048712e-41
15,2,55,1.2670468874579984e-41
15,2,56,3.251649019625559e-42
15,2,57,8.34477512355071e-43
15,2,58,2.141537153682397e-43
15,2,59,5.495871743336659e-44
15,2,60,1.4104171000381275e-44
15,2,61,3.619583005174409e-45
15,2,62,9.289011832736027e-46
15,2,63,2.383858602091991e-46
15,2,64,6.117746362148997e-47
15,2,65,1.570010088632892e-47
15,2,66,4.02914984128763e-48
15,2,67,1.0340091800100572e-48
15,2,68,2.653599460087057e-49
15,2,69,6.809987987249623e-50
15,2,70,1.7476615097352596e-50
15,2,71,4.4850604117492546e-51
15,2,72,1.1510104665569698e-51
15,2,73,2.9538623173349574e-52
15,2,74,7.5805588596179665e-53
15,2,75,1.9454147299586586e-53
15,2,76,4.992558651184792e-54
15,2,77,1.2812508048630744e-54
15,2,78,3.288100830969115e-55
15,2,79,8.43832217203969e-56
15,2,80,2.165544329069436e-56
15,2,81,5.557481861386715e-57
15,2,82,1.4262282339385e-57
15,2,83,3.660159449941547e-58
15,2,84,9.393144014546331e-59
15,2,85,2.410582262458993e-59
15,2,86,6.18632785261578e-60
15,2,87,1.5876103004678438e-60
15,2,88,4.0743176343068304e-61
15,2,89,1.045600685529177e-61
15,2,90,2.6833469839792855e-62
15,2,91,6.886329682144997e-63
15,2,92,1.76725323911957e-63
15,2,93,4.535339078052655e-64
15,2,94,1.1639135862135382e-64
15,2,95,2.986975864115824e-65
15,2,96,7.665538849697378e-66
15,2,97,1.9672233231658036e-66
15,2,98,5.048526501643505e-67
15,2,99,1.2956139517896835e-67
15,2,100,3.3249612763756345e-68
15,2,101,8.532917906700731e-69
16,2,1,1.0e-9
16,2,2,2.4124145506440703e-10
16,2,3,5.819743964410327e-11
16,2,4,1.4039635021518352e-11
16,2,5,3.3869419813541733e-12
16,2,6,8.170708118469113e-13
16,2,7,1.971113515518043e-13
16,2,8,4.755142926077264e-14
16,2,9,1.1471375985913283e-14
16,2,10,2.7673714345899734e-15
16,2,11,6.676047116221246e-16
16,2,12,1.6105393204873407e-16
16,2,13,3.885288491349002e-17
16,2,14,9.372926490513256e-18
16,2,15,2.26113842491172e-18
16,2,16,5.454803237587626e-19
16,2,17,1.3159246702005048e-19
16,2,18,3.174555822123713e-20
16,2,19,7.658344657558573e-21
16,2,20,1.8475102086792138e-21
16,2,21,4.456960510134636e-22
16,2,22,1.0752036386906209e-22
16,2,23,2.5938369030301977e-23
16,2,24,6.2574098872234186e-24
16,2,25,1.5095466662140224e-24
16,2,26,3.6416523426580317e-25
16,2,27,8.785175100314857e-26
16,2,28,2.119348424316067e-26
16,2,29,5.11274697699539e-27
16,2,30,1.233406520176652e-27
16,2,31,2.97548783630262e-28
16,2,32,7.178110151969054e-29
16,2,33,1.7316577377720743e-29
16,2,34,4.17747632357432e-30
16,2,35,1.0077804668534914e-30
16,2,36,2.4311842622304996e-31
16,2,37,5.865024289835273e-32
16,2,38,1.414886993748417e-32
16,2,39,3.413293971429842e-33
16,2,40,8.234280042771324e-34
16,2,41,1.986449699038932e-34
16,2,42,4.7921401583565853e-35
16,2,43,1.1560628647402663e-35
16,2,44,2.788902876517292e-36
16,2,45,6.727989880026042e-37
16,2,46,1.6230700684083922e-37
16,2,47,3.9155178499659487e-38
16,2,48,9.44585223510163e-39
16,2,49,2.278731137648891e-39
16,2,50,5.4972441537825316e-40
16,2,51,1.3261631785782223e-40
16,2,52,3.199255348712437e-41
16,2,53,7.717930154898672e-42
16,2,54,1.8618847007591068e-42
16,2,55,4.491637743988291e-43
16,2,56,1.0835692250435688e-43
16,2,57,2.6140181652738843e-44
16,2,58,6.306095457913266e-45
16,2,59,1.521291644128561e-45
16,2,60,3.6699860982776955e-46
16,2,61,8.853527864650075e-47
16,2,62,2.1358379446429223e-47
16,2,63,5.152526535767336e-48
16,2,64,1.2430029988171708e-48
16,2,65,2.9986385210112908e-49
16,2,66,7.2339592006208505e-50
16,2,67,1.7451308435335751e-50
16,2,68,4.20997903995758e-51
16,2,69,1.0156214694477808e-51
16,2,70,2.4501000109816763e-52
16,2,71,5.910656917361534e-53
16,2,72,1.4258954752118904e-53
16,2,73,3.439850992294331e-54
16,2,74,8.29834658633022e-55
16,2,75,2.0019052052289066e-55
16,2,76,4.829425246378969e-56
16,2,77,1.165057573627502e-56
16,2,78,2.810601843116861e-57
16,2,79,6.78033678278776e-58
16,2,80,1.6356983113994625e-58
16,2,81,3.945982407108408e-59
16,2,82,9.519345376035206e-60
16,2,83,2.2964607299059685e-60
16,2,84,5.540015280122924e-61
16,2,85,1.336481347331909e-61
16,2,86,3.224147049151247e-62
16,2,87,7.777979255230948e-63
16,2,88,1.8763710330993968e-63
16,2,89,4.5265847829134604e-64
16,2,90,1.0919998995645486e-64
16,2,91,2.6343564471611975e-65
16,2,92,6.35515982507611e-66
16,2,93,1.533128003455413e-66
16,2,94,3.698540303746068e-67
16,2,95,8.922412445407975e-68
16,2,96,2.152455761137405e-68
16,2,97,5.192615598080839e-69
16,2,98,1.252674142542398e-69
16,2,99,3.0219693288567256e-70
16,2,100,7.290242780948659e-71
16,2,101,1.7587087763488624e-71
17,2,1,1.0e-9
17,2,2,2.2758348198629068e-10
17,2,3,5.179424127515739e-11
17,2,4,1.1787513776839881e-11
17,2,5,2.6826434294372645e-12
17,2,6,6.105253326317459e-13
17,2,7,1.389454810486441e-13
17,2,8,3.1621696385012254e-14
17,2,9,7.196575770001685e-15
