S,D,c,dc
10,10,0.819,-0.017301339555944817
10,10,0.82,-0.01781804577743984
10,10,0.821,-0.01833548262142015
10,10,0.822,-0.01885364882402696
10,10,0.823,-0.019372543123292174
10,10,0.824,-0.019892164259131317
10,10,0.825,-0.02041251097334451
10,10,0.826,-0.02093358200961193
10,10,0.827,-0.021455376113493796
10,10,0.828,-0.021977892032425173
10,10,0.829,-0.022501128515715174
10,10,0.83,-0.02302508431454464
10,10,0.831,-0.023549758181964142
10,10,0.832,-0.02407514887288864
10,10,0.833,-0.024601255144099388
10,10,0.834,-0.025128075754238588
10,10,0.835,-0.025655609463807627
10,10,0.836,-0.026183855035165182
10,10,0.837,-0.026712811232524447
10,10,0.838,-0.027242476821951023
10,10,0.839,-0.02777285057136014
10,10,0.84,-0.02830393125051478
10,10,0.841,-0.028835717631022106
10,10,0.842,-0.029368208486334146
10,10,0.843,-0.029901402591740678
10,10,0.844,-0.030435298724370674
10,10,0.845,-0.030969895663189195
10,10,0.846,-0.031505192188993836
10,10,0.847,-0.03204118708441328
10,10,0.848,-0.03257787913390442
10,10,0.849,-0.033115267123751346
10,10,0.85,-0.03365334984206081
10,10,0.851,-0.03419212607876154
10,10,0.852,-0.03473159462560116
10,10,0.853,-0.035271754276144596
10,10,0.854,-0.03581260382577112
10,10,0.855,-0.03635414207167087
10,10,0.856,-0.03689636781284589
10,10,0.857,-0.0374392798501032
10,10,0.858,-0.03798287698605696
10,10,0.859,-0.038527158025123076
10,10,0.86,-0.03907212177351804
10,10,0.861,-0.039617767039256346
10,10,0.862,-0.040164092632148374
10,10,0.863,-0.040711097363798854
10,10,0.864,-0.04125878004760164
10,10,0.865,-0.04180713949874082
10,10,0.866,-0.04235617453418716
10,10,0.867,-0.04290588397269368
10,10,0.868,-0.04345626663479907
10,10,0.869,-0.04400732134281771
10,10,0.87,-0.044559046920843004
10,10,0.871,-0.04511144219474361
10,10,0.872,-0.045664505992159876
10,10,0.873,-0.046218237142503504
10,10,0.874,-0.046772634476953345
10,10,0.875,-0.04732769682845528
10,10,0.876,-0.047883423031717554
10,10,0.877,-0.04843981192321023
10,10,0.878,-0.048996862341161185
10,10,0.879,-0.04955457312555733
10,10,0.88,-0.05011294311813741
10,10,0.881,-0.05067197116239386
10,10,0.882,-0.05123165610356828
10,10,0.883,-0.05179199678865043
10,10,0.884,-0.052352992066374116
10,10,0.885,-0.05291464078721786
10,10,0.886,-0.053476941803399236
10,10,0.887,-0.05403989396887565
10,10,0.888,-0.054603496139340235
10,10,0.889,-0.05516774717221962
10,10,0.89,-0.05573264592667326
10,10,0.891,-0.05629819126358848
10,10,0.892,-0.056864382045581974
10,10,0.893,-0.05743121713699395
10,10,0.894,-0.057998695403887024
10,10,0.895,-0.058566815714045206
10,10,0.896,-0.059135576936971024
10,10,0.897,-0.05970497794388152
10,10,0.898,-0.06027501760770915
10,10,0.899,-0.060845694803097206
10,10,0.9,-0.061417008406397966
10,10,0.901,-0.06198895729567122
10,10,0.902,-0.06256154035068151
10,10,0.903,-0.06313475645289657
10,10,0.904,-0.06370860448548366
10,10,0.905,-0.06428308333330823
10,10,0.906,-0.06485819188293285
10,10,0.907,-0.06543392902261269
10,10,0.908,-0.06601029364229549
10,10,0.909,-0.06658728463361696
10,10,0.91,-0.06716490088990124
10,10,0.911,-0.06774314130615722
10,10,0.912,-0.06832200477907568
10,10,0.913,-0.06890149020702885
10,10,0.914,-0.06948159649006747
10,10,0.915,-0.07006232252991729
10,10,0.916,-0.07064366722997895
10,10,0.917,-0.07122562949532485
10,10,0.918,-0.0718082082326964
10,10,0.919,-0.07239140235050301
10,10,0.92,-0.07297521075881941
10,10,0.921,-0.07355963236938257
10,10,0.922,-0.074144666095591
10,10,0.923,-0.07473031085250148
10,10,0.924,-0.07531656555682842
10,10,0.925,-0.07590342912693848
10,10,0.926,-0.07649090048285279
10,10,0.927,-0.07707897854624068
10,10,0.928,-0.07766766224042077
10,10,0.929,-0.0782569504903563
10,10,0.93,-0.07884684222265459
10,10,0.931,-0.07943733636556405
10,10,0.932,-0.08002843184897313
10,10,0.933,-0.08062012760440607
10,10,0.934,-0.0812124225650227
10,10,0.935,-0.08180531566561566
10,10,0.936,-0.08239880584260872
10,10,0.937,-0.08299289203405258
10,10,0.938,-0.0835875731796265
10,10,0.939,-0.08418284822063216
10,10,0.94,-0.08477871609999399
10,10,0.941,-0.08537517576225617
10,10,0.942,-0.08597222615358135
10,10,0.943,-0.08656986622174723
10,10,0.944,-0.08716809491614474
10,10,0.945,-0.0877669111877778
10,10,0.946,-0.08836631398925776
10,10,0.947,-0.08896630227480429
10,10,0.948,-0.08956687500024207
10,10,0.949,-0.0901680311229982
10,10,0.95,-0.0907697696021017
10,10,0.951,-0.0913720893981792
10,10,0.952,-0.0919749894734545
10,10,0.953,-0.09257846879174625
10,10,0.954,-0.09318252631846491
10,10,0.955,-0.09378716102061158
10,10,0.956,-0.09439237186677585
10,10,0.957,-0.09499815782713317
10,10,0.958,-0.09560451787344326
10,10,0.959,-0.09621145097904737
10,10,0.96,-0.09681895611886704
10,10,0.961,-0.09742703226940164
10,10,0.962,-0.09803567840872596
10,10,0.963,-0.09864489351648864
10,10,0.964,-0.09925467657391007
10,10,0.965,-0.0998650265637796
10,10,0.966,-0.10047594247045388
10,10,0.967,-0.10108742327985587
10,10,0.968,-0.10169946797947116
10,10,0.969,-0.10231207555834554
10,10,0.97,-0.10292524500708633
10,10,0.971,-0.10353897531785539
10,10,0.972,-0.1041532654843712
10,10,0.973,-0.10476811450190471
10,10,0.974,-0.10538352136727758
10,10,0.975,-0.10599948507886037
10,10,0.976,-0.10661600463657062
10,10,0.977,-0.1072330790418704
10,10,0.978,-0.10785070729776502
10,10,0.979,-0.10846888840879909
10,10,0.98,-0.10908762138105699
10,10,0.981,-0.10970690522215987
10,10,0.982,-0.11032673894126233
10,10,0.983,-0.11094712154905217
10,10,0.984,-0.11156805205774756
10,10,0.985,-0.11218952948109451
10,10,0.986,-0.11281155283436661
10,10,0.987,-0.11343412113436047
10,10,0.988,-0.11405723339939633
10,10,0.989,-0.11468088864931314
10,10,0.99,-0.11530508590547006
10,10,0.991,-0.11592982419074116
10,10,0.992,-0.11655510252951506
10,10,0.993,-0.11718091994769264
10,10,0.994,-0.11780727547268566
10,10,0.995,-0.11843416813341257
10,10,0.996,-0.11906159696030016
10,10,0.997,-0.11968956098527739
10,10,0.998,-0.12031805924177685
10,10,0.999,-0.12094709076473054
10,10,1.0,-0.12157665459056932
