S,G,D,gen,compositionality
2,4,4,68,0.9490363820386701
2,4,4,69,0.9490370883851413
2,4,4,70,0.9490375255910432
2,4,4,71,0.9490377962074563
2,4,4,72,0.9490379637102972
2,4,4,73,0.9490380673891485
2,4,4,74,0.9490381315630061
2,4,4,75,0.9490381712845479
2,4,4,76,0.9490381958708969
2,4,4,77,0.9490382110890508
2,4,4,78,0.9490382205085953
2,4,4,79,0.9490382263389886
2,4,4,80,0.9490382299478131
2,4,4,81,0.9490382321815585
2,4,4,82,0.9490382335641747
2,4,4,83,0.9490382344199693
2,4,4,84,0.9490382349496784
2,4,4,85,0.949038235277551
2,4,4,86,0.9490382354804938
2,4,4,87,0.9490382356061087
2,4,4,88,0.9490382356838603
2,4,4,89,0.949038235731986
2,4,4,90,0.9490382357617743
2,4,4,91,0.9490382357802123
2,4,4,92,0.9490382357916248
2,4,4,93,0.9490382357986888
2,4,4,94,0.9490382358030611
2,4,4,95,0.9490382358057674
2,4,4,96,0.9490382358074425
2,4,4,97,0.9490382358084795
2,4,4,98,0.9490382358091212
2,4,4,99,0.9490382358095184
2,4,4,100,0.9490382358097644
2,4,4,101,0.9490382358099168
4,4,4,1,1.0e-9
4,4,4,2,1.441955565685273e-9
4,4,4,3,2.0792358529512723e-9
4,4,4,4,2.9981657089175787e-9
4,4,4,5,4.323221726501179e-9
4,4,4,6,6.2338936198615675e-9
4,4,4,7,8.988997577525565e-9
4,4,4,8,1.2961735035068763e-8
4,4,4,9,1.8690245862971307e-8
4,4,4,10,2.6950503807757096e-8
4,4,4,11,3.886142845938061e-8
4,4,4,12,5.60364519966738e-8
4,4,4,13,8.080207161432971e-8
4,4,4,14,1.1651299223419358e-7
4,4,4,15,1.6800654792327068e-7
4,4,4,16,2.422579566201961e-7
4,4,4,17,3.493251667412927e-7
4,4,4,18,5.037112806888779e-7
4,4,4,19,7.263291021208474e-7
4,4,4,20,1.0473339114913981e-6
4,4,4,21,1.5102081727147518e-6
4,4,4,22,2.177651436724194e-6
4,4,4,23,3.1400731918828977e-6
4,4,4,24,4.527838909080794e-6
4,4,4,25,6.528927737758311e-6
4,4,4,26,9.414392961134063e-6
4,4,4,27,1.3575072433974896e-5
4,4,4,28,1.9574518397380777e-5
4,4,4,29,2.8225309513190924e-5
4,4,4,30,4.0699067790553686e-5
4,4,4,31,5.868505312374776e-5
4,4,4,32,8.461875605583341e-5
4,4,4,33,0.00012201132399580888
4,4,4,34,0.00017592417513568337
4,4,4,35,0.0002536525309152029
4,4,4,36,0.0003657092947015716
4,4,4,37,0.0005272401369587669
4,4,4,38,0.0007600564604736753
4,4,4,39,0.001095551232542872
4,4,4,40,0.0015788711182841805
4,4,4,41,0.002274865501523846
4,4,4,42,0.0032765262416095033
4,4,4,43,0.004716872092049388
4,4,4,44,0.006785499858902337
4,4,4,45,0.009751255333684232
4,4,4,46,0.013992505338481672
4,4,4,47,0.020035954088757014
4,4,4,48,0.028603121355332335
4,4,4,49,0.04065920623565916
4,4,4,50,0.057450169041478004
4,4,4,51,0.08049844361745712
4,4,4,52,0.11150604541555474
4,4,4,53,0.15209479957485944
4,4,4,54,0.203324108708955
4,4,4,55,0.26501476566366466
4,4,4,56,0.33510352121014475
4,4,4,57,0.4094694442915278
4,4,4,58,0.4826377611168453
4,4,4,59,0.5492614763159318
4,4,4,60,0.6056223478045599
4,4,4,61,0.6503134426809802
4,4,4,62,0.6839205682410232
4,4,4,63,0.7081791109670259
4,4,4,64,0.7251699531598037
4,4,4,65,0.7368185579591363
4,4,4,66,0.7446872345313927
4,4,4,67,0.7499493065529348
4,4,4,68,0.7534445297060186
4,4,4,69,0.7557557244026027
4,4,4,70,0.7572794330987597
4,4,4,71,0.7582819962079531
4,4,4,72,0.7589408029485061
4,4,4,73,0.7593733505246643
4,4,4,74,0.7596571858271013
4,4,4,75,0.7598433684887753
4,4,4,76,0.7599654661329849
4,4,4,77,0.7600455244796713
4,4,4,78,0.7600980125841423
4,4,4,79,0.7601324226589902
4,4,4,80,0.7601549801595329
4,4,4,81,0.7601697672809254
4,4,4,82,0.7601794604988368
4,4,4,83,0.7601858144936754
4,4,4,84,0.7601899795623117
4,4,4,85,0.7601927097664641
4,4,4,86,0.7601944994100419
4,4,4,87,0.7601956725152483
4,4,4,88,0.7601964414805049
4,4,4,89,0.7601969455333154
4,4,4,90,0.7601972759371505
4,4,4,91,0.760197492514948
4,4,4,92,0.760197634480398
4,4,4,93,0.7601977275378841
4,4,4,94,0.7601977885364907
4,4,4,95,0.7601978285206968
4,4,4,96,0.7601978547300934
4,4,4,97,0.7601978719101878
4,4,4,98,0.7601978831716313
4,4,4,99,0.7601978905534363
4,4,4,100,0.7601978953921629
4,4,4,101,0.7601978985639175
6,4,4,1,1.0e-9
6,4,4,2,1.3202039924528548e-9
6,4,4,3,1.7429385814336776e-9
6,4,4,4,2.3010344730284196e-9
6,4,4,5,3.0378348962594425e-9
6,4,4,6,4.0105617547232174e-9
6,4,4,7,5.2947596332872665e-9
6,4,4,8,6.990162793238779e-9
6,4,4,9,9.228440802292751e-9
6,4,4,10,1.2183424345535132e-8
6,4,4,11,1.6084605380603225e-8
6,4,4,12,2.1234960094267526e-8
6,4,4,13,2.8034478837054927e-8
6,4,4,14,3.701123043022873e-8
6,4,4,15,4.886237337628753e-8
6,4,4,16,6.450829900257683e-8
6,4,4,17,8.516411142038797e-8
6,4,4,18,1.1243399559087285e-7
6,4,4,19,1.4843580231526467e-7
6,4,4,20,1.9596552564957564e-7
6,4,4,21,2.5871444631855273e-7
6,4,4,22,3.415558047501725e-7
6,4,4,23,4.5092326697107045e-7
6,4,4,24,5.953105750684353e-7
6,4,4,25,7.859311847192575e-7
6,4,4,26,1.0375891160517382e-6
6,4,4,27,1.369828645299185e-6
6,4,4,28,1.808452116398138e-6
6,4,4,29,2.3875237341836913e-6
6,4,4,30,3.152014931823293e-6
6,4,4,31,4.161296711206276e-6
6,4,4,32,5.493750097813711e-6
6,4,4,33,7.252852625688015e-6
6,4,4,34,9.57521329308198e-6
6,4,4,35,1.2641179565468754e-5
6,4,4,36,1.6688839428149285e-5
6,4,4,37,2.203250459024541e-5
6,4,4,38,2.9087107968273835e-5
6,4,4,39,3.840040616784008e-5
6,4,4,40,5.069548082699209e-5
6,4,4,41,6.692682727336373e-5
6,4,4,42,8.835436502934719e-5
6,4,4,43,0.0001166410806256927
6,4,4,44,0.00015398182077839816
6,4,4,45,0.00020327312486697604
6,4,4,46,0.00026833708870785487
6,4,4,47,0.0003542163013253841
6,4,4,48,0.0004675621612287104
6,4,4,49,0.0006171456875136092
6,4,4,50,0.0008145286840675653
6,4,4,51,0.0010749442313032686
6,4,4,52,0.0014184494181241868
6,4,4,53,0.0018714303563668459
6,4,4,54,0.0024685599479935365
6,4,4,55,0.0032553321026020606
6,4,4,56,0.0042913204025489754
6,4,4,57,0.005654330554756238
6,4,4,58,0.007445626226231362
6,4,4,59,0.009796391961902275
6,4,4,60,0.012875528541828012
6,4,4,61,0.016898712044647414
6,4,4,62,0.022138321150204948
6,4,4,63,0.028933253137736037
6,4,4,64,0.03769669150530024
6,4,4,65,0.048918454258353346
6,4,4,66,0.06315664582213781
6,4,4,67,0.08101126137675416
6,4,4,68,0.10307106327578604
6,4,4,69,0.1298263118542271
6,4,4,70,0.1615465252690564
6,4,4,71,0.19813680969799322
6,4,4,72,0.23900750980888852
6,4,4,73,0.2830115017323154
6,4,4,74,0.32850459793503417
6,4,4,75,0.37355156150095437
6,4,4,76,0.4162374680527132
6,4,4,77,0.4549860983885249
6,4,4,78,0.48877726085718803
6,4,4,79,0.5172047380387982
6,4,4,80,0.5403904012683871
6,4,4,81,0.5588192426524612
6,4,4,82,0.5731648158870213
6,4,4,83,0.5841495083688624
6,4,4,84,0.5924541913204175
6,4,4,85,0.5986720140388355
6,4,4,86,0.6032934167096572
6,4,4,87,0.6067095472734604
6,4,4,88,0.6092245201880699
6,4,4,89,0.6110705199941637
6,4,4,90,0.6124225101424485
6,4,4,91,0.6134110948428824
6,4,4,92,0.6141331007373586
6,4,4,93,0.6146599571604409
6,4,4,94,0.6150441681493997
6,4,4,95,0.6153242257498522
6,4,4,96,0.6155282957545535
6,4,4,97,0.6156769593881393
6,4,4,98,0.615785240549072
6,4,4,99,0.6158640983523332
6,4,4,100,0.6159215226082736
6,4,4,101,0.6159633360743955
8,4,4,1,1.0e-9
8,4,4,2,1.2500801080981893e-9
8,4,4,3,1.5627002764925925e-9
8,4,4,4,1.9535005300842277e-9
8,4,4,5,2.442032152803538e-9
8,4,4,6,3.05273581563883e-9
8,4,4,7,3.816164314997614e-9
8,4,4,8,4.770511093562141e-9
8,4,4,9,5.963521013731678e-9
8,4,4,10,7.45487897737753e-9
8,4,4,11,9.319195891702785e-9
8,4,4,12,1.164974136548248e-8
8,4,4,13,1.4563109877937604e-8
8,4,4,14,1.8205053862929615e-8
8,4,4,15,2.27577755303913e-8
8,4,4,16,2.8449042225546705e-8
8,4,4,17,3.556358135548802e-8
8,4,4,18,4.4457324956060775e-8
8,4,4,19,5.5575216535069855e-8
8,4,4,20,6.94734710425901e-8
8,4,4,21,8.684740160116674e-8
8,4,4,22,1.0856620512286869e-7
8,4,4,23,1.3571644707839285e-7
8,4,4,24,1.6965642088125322e-7
8,4,4,25,2.120841013778151e-7
8,4,4,26,2.65122092005276e-7
8,4,4,27,3.314238153125023e-7
8,4,4,28,4.143062592558777e-7
8,4,4,29,5.179159201375764e-7
8,4,4,30,6.474362436879067e-7
8,4,4,31,8.093469416547035e-7
8,4,4,32,1.0117481561549225e-6
8,4,4,33,1.2647656877091844e-6
8,4,4,34,1.581057557475783e-6
8,4,4,35,1.9764472423855612e-6
8,4,4,36,2.4707152569152087e-6
8,4,4,37,3.088588673600146e-6
8,4,4,38,3.8609780715093435e-6
8,4,4,39,4.826523771805625e-6
8,4,4,40,6.033528679298846e-6
8,4,4,41,7.542374369267912e-6
8,4,4,42,9.428541202086132e-6
8,4,4,43,1.1786383415518853e-5
8,4,4,44,1.4733847834782892e-5
8,4,4,45,1.8418371922871372e-5
8,4,4,46,2.302425569827844e-5
8,4,4,47,2.878187547626913e-5
8,4,4,48,3.59791990546699e-5
8,4,4,49,4.497617635464427e-5
8,4,4,50,5.6222722212250864e-5
8,4,4,51,7.028118589938746e-5
8,4,4,52,8.785442356257526e-5
8,4,4,53,0.00010982086561459377
8,4,4,54,0.00013727831409652283
8,4,4,55,0.0001715986308992706
8,4,4,56,0.0002144960056067034
8,4,4,57,0.0002681121445859186
8,4,4,58,0.0003351225281363016
8,4,4,59,0.00041886887200019756
8,4,4,60,0.0005235241399227078
8,4,4,61,0.0006542979257074567
8,4,4,62,0.0008176917988234695
8,4,4,63,0.0010218163276318173
8,4,4,64,0.0012767839901425368
8,4,4,65,0.0015951950636637637
8,4,4,66,0.001992736819095054
8,4,4,67,0.0024889198242578447
8,4,4,68,0.0031079786461076396
8,4,4,69,0.003879967286904101
8,4,4,70,0.004842081517074188
8,4,4,71,0.006040239594970697
8,4,4,72,0.007530947659222915
8,4,4,73,0.009383463239854145
8,4,4,74,0.011682245294815255
8,4,4,75,0.014529635508245294
8,4,4,76,0.01804864472201856
8,4,4,77,0.02238560981191204
8,4,4,78,0.027712328899140826
8,4,4,79,0.03422706806388337
8,4,4,80,0.042153561973731365
8,4,4,81,0.05173682734805911
8,4,4,82,0.06323433571232923
8,4,4,83,0.07690097681926131
8,4,4,84,0.09296649101059781
8,4,4,85,0.11160492651329573
8,4,4,86,0.13289743918643587
8,4,4,87,0.15679245366308722
8,4,4,88,0.18307043613325194
8,4,4,89,0.2113231860724294
8,4,4,90,0.24095792962991228
8,4,4,91,0.27123298093274073
8,4,4,92,0.3013240653790466
8,4,4,93,0.3304106935961772
8,4,4,94,0.357764395114684
8,4,4,95,0.38281916875404554
8,4,4,96,0.4052102843004713
8,4,4,97,0.4247778016661793
8,4,4,98,0.4415410178880719
8,4,4,99,0.4556556902369704
8,4,4,100,0.4673663785599106
8,4,4,101,0.476963154615427
10,4,4,1,1.0e-9
10,4,4,2,1.204917186990228e-9
10,4,4,3,1.4518254273785751e-9
10,4,4,4,1.7493294096234803e-9
10,4,4,5,2.1077970706945795e-9
10,4,4,6,2.539720915977229e-9
10,4,4,7,3.0601533798260764e-9
10,4,4,8,3.6872313989648607e-9
10,4,4,9,4.442808479971735e-9
10,4,4,10,5.353216288226528e-9
10,4,4,11,6.450182299480593e-9
10,4,4,12,7.771935493943406e-9
10,4,4,13,9.364538626001928e-9
10,4,4,14,1.1283493498773067e-8
10,4,4,15,1.3595675186813332e-8
10,4,4,16,1.6381662614031077e-8
10,4,4,17,1.973854670667022e-8
10,4,4,18,2.378331398452586e-8
10,4,4,19,2.8656923507313494e-8
10,4,4,20,3.452921925619969e-8
10,4,4,21,4.16048491449659e-8
10,4,4,22,5.013039693571614e-8
10,4,4,23,6.040297560295404e-8
10,4,4,24,7.278058162022703e-8
10,4,4,25,8.769457101018562e-8
10,4,4,26,1.0566469194028818e-7
10,4,4,27,1.273171977391203e-7
10,4,4,28,1.5340667155695658e-7
10,4,4,29,1.8484232323935549e-7
10,4,4,30,2.2271967483128894e-7
10,4,4,31,2.683587389118423e-7
10,4,4,32,3.233500202187076e-7
10,4,4,33,3.896099436405966e-7
10,4,4,34,4.6944764013206385e-7
10,4,4,35,5.656454178821964e-7
10,4,4,36,6.815557229327202e-7
10,4,4,37,8.212179680019772e-7
10,4,4,38,9.894993005393205e-7
10,4,4,39,1.1922642151162304e-6
10,4,4,40,1.436578920196171e-6
10,4,4,41,1.7309575800969659e-6
10,4,4,42,2.0856590117047465e-6
10,4,4,43,2.513044172970713e-6
10,4,4,44,3.0280068975471536e-6
10,4,4,45,3.648492880709376e-6
10,4,4,46,4.396124994604364e-6
10,4,4,47,5.296956712583085e-6
10,4,4,48,6.382379881376557e-6
10,4,4,49,7.69021845077881e-6
10,4,4,50,9.266046239341407e-6
10,4,4,51,1.116477460515308e-5
10,4,4,52,1.3452565272180097e-5
10,4,4,53,1.6209134858343334e-5
10,4,4,54,1.9530531250116405e-5
10,4,4,55,2.3532478336532423e-5
10,4,4,56,2.8354405312886538e-5
10,4,4,57,3.416430046214485e-5
10,4,4,58,4.116455782360214e-5
10,4,4,59,4.9599019424465275e-5
10,4,4,60,5.976145692782902e-5
10,4,4,61,7.200578600662796e-5
10,4,4,62,8.675836611196606e-5
10,4,4,63,0.00010453280949056236
10,4,4,64,0.00012594780859218532
10,4,4,65,0.0001517485930637523
10,4,4,66,0.00018283274947071413
10,4,4,67,0.00022028128233339263
10,4,4,68,0.0002653959681657033
10,4,4,69,0.00031974425965835174
10,4,4,70,0.0003852132401940188
10,4,4,71,0.0004640744152075014
10,4,4,72,0.0005590614624723436
10,4,4,73,0.0006734634541108384
10,4,4,74,0.0008112365142624385
10,4,4,75,0.000977137391636966
10,4,4,76,0.0011768830063746834
10,4,4,77,0.0014173406713269988
10,4,4,78,0.001706754376244411
10,4,4,79,0.0020550132334411263
10,4,4,80,0.002473968869343925
10,4,4,81,0.002977809132341821
10,4,4,82,0.003583495854949351
10,4,4,83,0.0043112743777741405
10,4,4,84,0.005185261849416976
10,4,4,85,0.0062341195801273565
10,4,4,86,0.007491811415704036
10,4,4,87,0.008998444487138452
10,4,4,88,0.010801179825370828
10,4,4,89,0.01295518700006765
10,4,4,90,0.015524597700757925
10,4,4,91,0.01858338644463748
10,4,4,92,0.022216070893495556
10,4,4,93,0.02651807871498821
10,4,4,94,0.03159557309678715
10,4,4,95,0.03756446824640324
10,4,4,96,0.044548307421994365
10,4,4,97,0.05267463399223081
10,4,4,98,0.062069484280998295
10,4,4,99,0.07284970241161545
10,4,4,100,0.08511296113756321
10,4,4,101,0.09892570448377212
12,4,4,1,1.0e-9
12,4,4,2,1.1734913008730805e-9
12,4,4,3,1.3770818331256736e-9
12,4,4,4,1.615993551510511e-9
12,4,4,5,1.8963543744799273e-9
12,4,4,6,2.2253553609972132e-9
12,4,4,7,2.6114351561538692e-9
12,4,4,8,3.064496436491858e-9
12,4,4,9,3.5961599066994736e-9
12,4,4,10,4.220062362514828e-9
12,4,4,11,4.952206464936987e-9
12,4,4,12,5.8113711972018076e-9
12,4,4,13,6.819593532447365e-9
12,4,4,14,8.002733666494591e-9
12,4,4,15,9.391138313550615e-9
12,4,4,16,1.102041907788072e-8
12,4,4,17,1.2932365866103626e-8
12,4,4,18,1.517601876844921e-8
12,4,4,19,1.7808925901917787e-8
12,4,4,20,2.0898619478048562e-8
12,4,4,21,2.4524347955278365e-8
12,4,4,22,2.8779108704216602e-8
12,4,4,23,3.377203332204354e-8
12,4,4,24,3.963118677735228e-8
12,4,4,25,4.650685218109505e-8
12,4,4,26,5.4575385435094644e-8
12,4,4,27,6.404373862630928e-8
12,4,4,28,7.51547681875816e-8
12,4,4,29,8.819346397386973e-8
12,4,4,30,1.0349425902318976e-7
12,4,4,31,1.2144960748946937e-7
12,4,4,32,1.4252005076107764e-7
12,4,4,33,1.6724602994813524e-7
12,4,4,34,1.962617477126552e-7
12,4,4,35,2.3031143497676072e-7
12,4,4,36,2.7026843972352437e-7
12,4,4,37,3.1715762748395586e-7
12,4,4,38,3.7218166803823115e-7
12,4,4,39,4.367518825271062e-7
12,4,4,40,5.125244421258517e-7
12,4,4,41,6.014428466763528e-7
12,4,4,42,7.05787772721237e-7
12,4,4,43,8.282355693649443e-7
12,4,4,44,9.719269021437086e-7
12,4,4,45,1.1405473053018289e-6
12,4,4,46,1.338421708212164e-6
12,4,4,47,1.5706253599656695e-6
12,4,4,48,1.8431139965633562e-6
12,4,4,49,2.1628765884376444e-6
12,4,4,50,2.538114584833741e-6
12,4,4,51,2.978452250703695e-6
12,4,4,52,3.495183488573059e-6
12,4,4,53,4.1015614726984e-6
12,4,4,54,4.813138519623451e-6
12,4,4,55,5.64816490595799e-6
12,4,4,56,6.628056853663351e-6
12,4,4,57,7.777945673790532e-6
12,4,4,58,9.127322136542973e-6
12,4,4,59,1.0710792571509268e-5
12,4,4,60,1.2568966058740694e-5
12,4,4,61,1.4749495421383012e-5
12,4,4,62,1.730829865846478e-5
12,4,4,63,2.0310992061186666e-5
12,4,4,64,2.3834571653340847e-5
12,4,4,65,2.796938592142808e-5
12,4,4,66,3.282145021028174e-5
12,4,4,67,3.851516183932217e-5
12,4,4,68,4.519648515688962e-5
12,4,4,69,5.303668764416354e-5
12,4,4,70,6.223672209461094e-5
12,4,4,71,7.303236616400801e-5
12,4,4,72,8.570024959603768e-5
12,4,4,73,0.00010056492162409232
12,4,4,74,0.00011800713694166859
12,4,4,75,0.00013847356880484097
12,4,4,76,0.00016248819294339866
12,4,4,77,0.00019066562676014603
12,4,4,78,0.00022372675562722845
12,4,4,79,0.00026251703286990404
12,4,4,80,0.0003080279032714473
12,4,4,81,0.00036142187271744134
12,4,4,82,0.00042406183004687107
12,4,4,83,0.0004975453224131468
12,4,4,84,0.0005837445935300979
12,4,4,85,0.0006848533159540531
12,4,4,86,0.0008034410845588083
12,4,4,87,0.0009425168885442051
12,4,4,88,0.0011056029427198824
12,4,4,89,0.0012968204330840896
12,4,4,90,0.0015209889125074037
12,4,4,91,0.0017837412623532799
12,4,4,92,0.00209165630373004
12,4,4,93,0.0024524112806716554
12,4,4,94,0.0028749565219809595
12,4,4,95,0.003369714583322087
12,4,4,96,0.003948806027077651
12,4,4,97,0.004626303647033884
12,4,4,98,0.00541851629759682
12,4,4,99,0.006344302423838879
12,4,4,100,0.007425411755828238
12,4,4,101,0.008686851235931466
14,4,4,1,1.0e-9
14,4,4,2,1.150389404334676e-9
14,4,4,3,1.3233957815240745e-9
14,4,4,4,1.5224204846050903e-9
14,4,4,5,1.75137639405746e-9
14,4,4,6,2.014764846106268e-9
14,4,4,7,2.317764130224459e-9
14,4,4,8,2.6663312957198067e-9
14,4,4,9,3.0673192689510795e-9
14,4,4,10,3.5286115837286757e-9
14,4,4,11,4.059277373735011e-9
14,4,4,12,4.6697496741559555e-9
14,4,4,13,5.372030537979503e-9
14,4,4,14,6.179926999600751e-9
14,4,4,15,7.1093225248374085e-9
14,4,4,16,8.178489284130576e-9
14,4,4,17,9.408447388299134e-9
14,4,4,18,1.082337814950908e-8
14,4,4,19,1.2451099492266029e-8
14,4,4,20,1.4323612861120121e-8
14,4,4,21,1.6477732377411465e-8
14,4,4,22,1.8955808614412206e-8
14,4,4,23,2.1806561220434386e-8
14,4,4,24,2.50860367594365e-8
14,4,4,25,2.8858710600450106e-8
14,4,4,26,3.319875451916079e-8
14,4,4,27,3.819149493288383e-8
14,4,4,28,4.393509043803161e-8
14,4,4,29,5.054246163065165e-8
14,4,4,30,5.8143511150477415e-8
14,4,4,31,6.68876775946983e-8
14,4,4,32,7.694687351146507e-8
14,4,4,33,8.851886523406178e-8
14,4,4,34,1.0183116100311503e-7
14,4,4,35,1.1714548381693503e-7
14,4,4,36,1.3476291694552746e-7
14,4,4,37,1.5502982326795133e-7
14,4,4,38,1.783446548054389e-7
14,4,4,39,2.0516578632310632e-7
14,4,4,40,2.3602052700509956e-7
14,4,4,41,2.7151548736735986e-7
14,4,4,42,3.123485052139937e-7
14,4,4,43,3.5932236509111625e-7
14,4,4,44,4.133605809482429e-7
14,4,4,45,4.7552555227466196e-7
14,4,4,46,5.470394506336201e-7
14,4,4,47,6.293082471872272e-7
14,4,4,48,7.239493535441262e-7
14,4,4,49,8.328234192828637e-7
14,4,4,50,9.580709112014323e-7
14,4,4,51,1.1021541933219671e-6
14,4,4,52,1.2679059347841512e-6
14,4,4,53,1.4585847971136434e-6
14,4,4,54,1.677939495393235e-6
14,4,4,55,1.930282492400822e-6
14,4,4,56,2.2205747740369884e-6
14,4,4,57,2.554523372056608e-6
14,4,4,58,2.938693550510073e-6
14,4,4,59,3.380637860295315e-6
14,4,4,60,3.889044597460603e-6
14,4,4,61,4.473908581861177e-6
14,4,4,62,5.146727610908825e-6
14,4,4,63,5.920728447022367e-6
14,4,4,64,6.811126776822475e-6
14,4,4,65,7.835426246413317e-6
14,4,4,66,9.013762443229659e-6
14,4,4,67,1.0369298575797235e-5
14,4,4,68,1.1928680615453699e-5
14,4,4,69,1.3722560828225308e-5
14,4,4,70,1.578619996315296e-5
14,4,4,71,1.8160159901204716e-5
14,4,4,72,2.0891100336061474e-5
14,4,4,73,2.4032695088364155e-5
14,4,4,74,2.7646685987198716e-5
14,4,4,75,3.180409493095564e-5
14,4,4,76,3.6586617814820867e-5
14,4,4,77,4.2088227541751216e-5
14,4,4,78,4.841701738363504e-5
14,4,4,79,5.5697320604264733e-5
14,4,4,80,6.407214758073736e-5
14,4,4,81,7.370598776127201e-5
14,4,4,82,8.47880307840661e-5
14,4,4,83,9.753586907642645e-5
14,4,4,84,0.00011219975339385047
14,4,4,85,0.00012906748319911968
14,4,4,86,0.0001484700256933264
14,4,4,87,0.00017078797088365994
14,4,4,88,0.00019645894551472494
14,4,4,89,0.00022598612622705126
14,4,4,90,0.00025994801218055244
14,4,4,91,0.00029900963984762273
14,4,4,92,0.0003439354480039128
14,4,4,93,0.0003956040293879396
14,4,4,94,0.00045502503731410874
14,4,4,95,0.0005233585509270975
14,4,4,96,0.0006019372419418418
14,4,4,97,0.0006922917286929946
14,4,4,98,0.0007961795500493501
14,4,4,99,0.0009156182419521866
14,4,4,100,0.001052923052433422
14,4,4,101,0.001210749885963721
2,6,4,1,1.0e-9
2,6,4,2,1.7972608012437317e-9
2,6,4,3,3.2301463859313967e-9
2,6,4,4,5.805415472886149e-9
2,6,4,5,1.043384563016645e-8
2,6,4,6,1.8752341636708176e-8
2,6,4,7,3.3702848147251455e-8
2,6,4,8,6.057280651470892e-8
2,6,4,9,1.0886512634834289e-7
2,6,4,10,1.9565900981869644e-7
2,6,4,11,3.5165022208556336e-7
2,6,4,12,6.320070088029747e-7
2,6,4,13,1.1358809343404097e-6
2,6,4,14,2.0414726985138154e-6
2,6,4,15,3.669053753342216e-6
2,6,4,16,6.594229996708211e-6
2,6,4,17,1.185149781032704e-5
2,6,4,18,2.1300060347867155e-5
2,6,4,19,3.8281207600711695e-5
2,6,4,20,6.879951814683257e-5
2,6,4,21,0.0001236448770437799
2,6,4,22,0.00022220335774606915
2,6,4,23,0.0003992968865474904
2,6,4,24,0.0007174452959106173
2,6,4,25,0.0012888057282711709
2,6,4,26,0.002314285580340223
2,6,4,27,0.004152817295989922
2,6,4,28,0.007442595501422339
2,6,4,29,0.013308596881861198
2,6,4,30,0.023703060719084526
2,6,4,31,0.04191821861791863
2,6,4,32,0.07321848903455833
2,6,4,33,0.12520233168730482
2,6,4,34,0.20670060865946882
2,6,4,35,0.32309171814718773
2,6,4,36,0.4676114116889948
2,6,4,37,0.6165667657248775
2,6,4,38,0.7411889689339916
2,6,4,39,0.8275605521333597
2,6,4,40,0.8797915904830004
2,6,4,41,0.9088585582874904
2,6,4,42,0.9243118357974623
2,6,4,43,0.932333000610925
2,6,4,44,0.936445536804425
2,6,4,45,0.9385408980274167
2,6,4,46,0.9396051032896975
2,6,4,47,0.940144726897871
2,6,4,48,0.9404181287057608
2,6,4,49,0.9405565911511896
2,6,4,50,0.9406266997947013
2,6,4,51,0.9406621946193849
2,6,4,52,0.9406801640853564
2,6,4,53,0.9406892609868565
2,6,4,54,0.9406938661586233
2,6,4,55,0.9406961974424305
2,6,4,56,0.9406973776079672
2,6,4,57,0.9406979750419655
2,6,4,58,0.9406982774800968
2,6,4,59,0.9406984305828356
2,6,4,60,0.9406985080877557
2,6,4,61,0.9406985473229252
2,6,4,62,0.94069856718487
2,6,4,63,0.9406985772395441
2,6,4,64,0.9406985823295022
2,6,4,65,0.9406985849061819
2,6,4,66,0.9406985862105695
2,6,4,67,0.940698586870887
2,6,4,68,0.9406985872051581
2,6,4,69,0.9406985873743756
2,6,4,70,0.9406985874600382
2,6,4,71,0.9406985875034031
2,6,4,72,0.9406985875253556
2,6,4,73,0.9406985875364686
2,6,4,74,0.9406985875420943
2,6,4,75,0.9406985875449423
2,6,4,76,0.940698587546384
2,6,4,77,0.9406985875471139
2,6,4,78,0.9406985875474831
2,6,4,79,0.9406985875476701
2,6,4,80,0.9406985875477649
2,6,4,81,0.940698587547813
2,6,4,82,0.9406985875478371
2,6,4,83,0.9406985875478495
2,6,4,84,0.9406985875478557
2,6,4,85,0.9406985875478588
2,6,4,86,0.9406985875478604
2,6,4,87,0.9406985875478611
2,6,4,88,0.9406985875478615
2,6,4,89,0.9406985875478617
2,6,4,90,0.940698587547862
2,6,4,91,0.940698587547862
2,6,4,92,0.940698587547862
2,6,4,93,0.940698587547862
2,6,4,94,0.940698587547862
2,6,4,95,0.940698587547862
2,6,4,96,0.940698587547862
2,6,4,97,0.940698587547862
2,6,4,98,0.940698587547862
2,6,4,99,0.940698587547862
2,6,4,100,0.940698587547862
2,6,4,101,0.940698587547862
4,6,4,1,1.0e-9
4,6,4,2,1.3202039924528548e-9
4,6,4,3,1.7429385814336776e-9
4,6,4,4,2.3010344730284196e-9
4,6,4,5,3.0378348962594425e-9
4,6,4,6,4.0105617547232174e-9
4,6,4,7,5.2947596332872665e-9
4,6,4,8,6.990162793238779e-9
4,6,4,9,9.228440802292751e-9
4,6,4,10,1.2183424345535132e-8
4,6,4,11,1.6084605380603225e-8
4,6,4,12,2.1234960094267526e-8
4,6,4,13,2.8034478837054927e-8
4,6,4,14,3.701123043022873e-8
4,6,4,15,4.886237337628753e-8
4,6,4,16,6.450829900257683e-8
4,6,4,17,8.516411142038797e-8
4,6,4,18,1.1243399559087285e-7
4,6,4,19,1.4843580231526467e-7
4,6,4,20,1.9596552564957564e-7
4,6,4,21,2.5871444631855273e-7
4,6,4,22,3.415558047501725e-7
4,6,4,23,4.5092326697107045e-7
