S,G,D,gen,compositionality
10,10,32,64,0.9982445992773095
10,10,32,65,0.9982445992773095
10,10,32,66,0.9982445992773095
10,10,32,67,0.9982445992773095
10,10,32,68,0.9982445992773095
10,10,32,69,0.9982445992773095
10,10,32,70,0.9982445992773095
10,10,32,71,0.9982445992773095
10,10,32,72,0.9982445992773095
10,10,32,73,0.9982445992773095
10,10,32,74,0.9982445992773095
10,10,32,75,0.9982445992773095
10,10,32,76,0.9982445992773095
10,10,32,77,0.9982445992773095
10,10,32,78,0.9982445992773095
10,10,32,79,0.9982445992773095
10,10,32,80,0.9982445992773095
10,10,32,81,0.9982445992773095
10,10,32,82,0.9982445992773095
10,10,32,83,0.9982445992773095
10,10,32,84,0.9982445992773095
10,10,32,85,0.9982445992773095
10,10,32,86,0.9982445992773095
10,10,32,87,0.9982445992773095
10,10,32,88,0.9982445992773095
10,10,32,89,0.9982445992773095
10,10,32,90,0.9982445992773095
10,10,32,91,0.9982445992773095
10,10,32,92,0.9982445992773095
10,10,32,93,0.9982445992773095
10,10,32,94,0.9982445992773095
10,10,32,95,0.9982445992773095
10,10,32,96,0.9982445992773095
10,10,32,97,0.9982445992773095
10,10,32,98,0.9982445992773095
10,10,32,99,0.9982445992773095
10,10,32,100,0.9982445992773095
10,10,32,101,0.9982445992773095
12,10,32,1,1.0e-9
12,10,32,2,4.320412377609968e-9
12,10,32,3,1.86659629592212e-8
12,10,32,4,8.064465388328073e-8
12,10,32,5,3.484180921508676e-7
12,10,32,6,1.5053085436671034e-6
12,10,32,7,6.5035294525035376e-6
12,10,32,8,2.809747698674685e-5
12,10,32,9,0.00012138424696986687
12,10,32,10,0.0005242724975312772
12,10,32,11,0.002262137136006283
12,10,32,12,0.009718858929927281
12,10,32,13,0.04099588782161541
12,10,32,14,0.16033101351888443
12,10,32,15,0.4795445728702955
12,10,32,16,0.8181607474895676
12,10,32,17,0.9459032085669523
12,10,32,18,0.9826713490054869
12,10,32,19,0.9930174750052545
12,10,32,20,0.9959208806981913
12,10,32,21,0.9967352283295801
12,10,32,22,0.9969636070237239
12,10,32,23,0.9970276521532165
12,10,32,24,0.9970456124044216
12,10,32,25,0.9970506490051554
12,10,32,26,0.9970520614201228
12,10,32,27,0.9970524575038546
12,10,32,28,0.9970525685776659
12,10,32,29,0.9970525997261079
12,10,32,30,0.9970526084610696
12,10,32,31,0.9970526109106155
12,10,32,32,0.997052611597542
12,10,32,33,0.9970526117901769
12,10,32,34,0.9970526118441976
12,10,32,35,0.9970526118593466
12,10,32,36,0.9970526118635948
12,10,32,37,0.9970526118647862
12,10,32,38,0.9970526118651205
12,10,32,39,0.9970526118652141
12,10,32,40,0.9970526118652403
12,10,32,41,0.9970526118652477
12,10,32,42,0.9970526118652497
12,10,32,43,0.9970526118652505
12,10,32,44,0.9970526118652506
12,10,32,45,0.9970526118652505
12,10,32,46,0.9970526118652506
12,10,32,47,0.9970526118652505
12,10,32,48,0.9970526118652506
12,10,32,49,0.9970526118652505
12,10,32,50,0.9970526118652506
12,10,32,51,0.9970526118652505
12,10,32,52,0.9970526118652506
12,10,32,53,0.9970526118652505
12,10,32,54,0.9970526118652506
12,10,32,55,0.9970526118652505
12,10,32,56,0.9970526118652506
12,10,32,57,0.9970526118652505
12,10,32,58,0.9970526118652506
12,10,32,59,0.9970526118652505
12,10,32,60,0.9970526118652506
12,10,32,61,0.9970526118652505
12,10,32,62,0.9970526118652506
12,10,32,63,0.9970526118652505
12,10,32,64,0.9970526118652506
12,10,32,65,0.9970526118652505
12,10,32,66,0.9970526118652506
12,10,32,67,0.9970526118652505
12,10,32,68,0.9970526118652506
12,10,32,69,0.9970526118652505
12,10,32,70,0.9970526118652506
12,10,32,71,0.9970526118652505
12,10,32,72,0.9970526118652506
12,10,32,73,0.9970526118652505
12,10,32,74,0.9970526118652506
12,10,32,75,0.9970526118652505
12,10,32,76,0.9970526118652506
12,10,32,77,0.9970526118652505
12,10,32,78,0.9970526118652506
12,10,32,79,0.9970526118652505
12,10,32,80,0.9970526118652506
12,10,32,81,0.9970526118652505
12,10,32,82,0.9970526118652506
12,10,32,83,0.9970526118652505
12,10,32,84,0.9970526118652506
12,10,32,85,0.9970526118652505
12,10,32,86,0.9970526118652506
12,10,32,87,0.9970526118652505
12,10,32,88,0.9970526118652506
12,10,32,89,0.9970526118652505
12,10,32,90,0.9970526118652506
12,10,32,91,0.9970526118652505
12,10,32,92,0.9970526118652506
12,10,32,93,0.9970526118652505
12,10,32,94,0.9970526118652506
12,10,32,95,0.9970526118652505
12,10,32,96,0.9970526118652506
12,10,32,97,0.9970526118652505
12,10,32,98,0.9970526118652506
12,10,32,99,0.9970526118652505
12,10,32,100,0.9970526118652506
12,10,32,101,0.9970526118652505
14,10,32,1,1.0e-9
14,10,32,2,4.209586902426549e-9
14,10,32,3,1.7720621755893385e-8
14,10,32,4,7.459649432562863e-8
14,10,32,5,3.140203713609274e-7
14,10,32,6,1.3218950734160075e-6
14,10,32,7,5.5646149750882564e-6
14,10,32,8,2.342442513058591e-5
14,10,32,9,9.860174470112173e-5
14,10,32,10,0.0004149767894361705
14,10,32,11,0.001745184425763881
14,10,32,12,0.007316565167369462
14,10,32,13,0.030278086291501208
14,10,32,14,0.11884040071551143
14,10,32,15,0.38406012838625025
14,10,32,16,0.7615403124893898
14,10,32,17,0.9338652814580286
14,10,32,18,0.9802336517659815
14,10,32,19,0.9918826761032449
14,10,32,20,0.9947808030891272
14,10,32,21,0.9955003619182116
14,10,32,22,0.9956789314118312
14,10,32,23,0.9957232409528198
14,10,32,24,0.9957342354310683
14,10,32,25,0.9957369634593661
14,10,32,26,0.9957376403559807
14,10,32,27,0.9957378083120181
14,10,32,28,0.9957378499863696
14,10,32,29,0.9957378603268824
14,10,32,30,0.9957378628926382
14,10,32,31,0.9957378635292701
14,10,32,32,0.9957378636872354
14,10,32,33,0.9957378637264307
14,10,32,34,0.9957378637361561
14,10,32,35,0.9957378637385694
14,10,32,36,0.9957378637391681
14,10,32,37,0.9957378637393167
14,10,32,38,0.9957378637393532
14,10,32,39,0.9957378637393626
14,10,32,40,0.9957378637393649
14,10,32,41,0.9957378637393652
14,10,32,42,0.9957378637393653
14,10,32,43,0.9957378637393653
14,10,32,44,0.9957378637393653
14,10,32,45,0.9957378637393653
14,10,32,46,0.9957378637393653
14,10,32,47,0.9957378637393653
14,10,32,48,0.9957378637393653
14,10,32,49,0.9957378637393653
14,10,32,50,0.9957378637393653
14,10,32,51,0.9957378637393653
14,10,32,52,0.9957378637393653
14,10,32,53,0.9957378637393653
14,10,32,54,0.9957378637393653
14,10,32,55,0.9957378637393653
14,10,32,56,0.9957378637393653
14,10,32,57,0.9957378637393653
14,10,32,58,0.9957378637393653
14,10,32,59,0.9957378637393653
14,10,32,60,0.9957378637393653
14,10,32,61,0.9957378637393653
14,10,32,62,0.9957378637393653
14,10,32,63,0.9957378637393653
14,10,32,64,0.9957378637393653
14,10,32,65,0.9957378637393653
14,10,32,66,0.9957378637393653
14,10,32,67,0.9957378637393653
14,10,32,68,0.9957378637393653
14,10,32,69,0.9957378637393653
14,10,32,70,0.9957378637393653
14,10,32,71,0.9957378637393653
14,10,32,72,0.9957378637393653
14,10,32,73,0.9957378637393653
14,10,32,74,0.9957378637393653
14,10,32,75,0.9957378637393653
14,10,32,76,0.9957378637393653
14,10,32,77,0.9957378637393653
14,10,32,78,0.9957378637393653
14,10,32,79,0.9957378637393653
14,10,32,80,0.9957378637393653
14,10,32,81,0.9957378637393653
14,10,32,82,0.9957378637393653
14,10,32,83,0.9957378637393653
14,10,32,84,0.9957378637393653
14,10,32,85,0.9957378637393653
14,10,32,86,0.9957378637393653
14,10,32,87,0.9957378637393653
14,10,32,88,0.9957378637393653
14,10,32,89,0.9957378637393653
14,10,32,90,0.9957378637393653
14,10,32,91,0.9957378637393653
14,10,32,92,0.9957378637393653
14,10,32,93,0.9957378637393653
14,10,32,94,0.9957378637393653
14,10,32,95,0.9957378637393653
14,10,32,96,0.9957378637393653
14,10,32,97,0.9957378637393653
14,10,32,98,0.9957378637393653
14,10,32,99,0.9957378637393653
14,10,32,100,0.9957378637393653
14,10,32,101,0.9957378637393653
2,12,32,1,1.0e-9
2,12,32,2,4.6333649515352205e-9
2,12,32,3,2.146807019588771e-8
2,12,32,4,9.946938893016405e-8
2,12,32,5,4.6087764399831743e-7
2,12,32,6,2.1354070428395975e-6
2,12,32,7,9.893963602068264e-6
2,12,32,8,4.5838982421846115e-5
2,12,32,9,0.00021231658248464376
2,12,32,10,0.0009821936253564393
2,12,32,11,0.004517896982652841
2,12,32,12,0.02024835877516257
2,12,32,13,0.08112647849947663
2,12,32,14,0.22253157706860605
2,12,32,15,0.3436791213366084
2,12,32,16,0.41131368419354464
2,12,32,17,0.4516032944838131
2,12,32,18,0.4772198652729387
2,12,32,19,0.4942082612751759
2,12,32,20,0.5057903495323026
2,12,32,21,0.5138351075246003
2,12,32,22,0.5194950370717312
2,12,32,23,0.5235129873923634
2,12,32,24,0.5263834436777977
2,12,32,25,0.5284433977362324
2,12,32,26,0.5299264879003392
2,12,32,27,0.5309967404483333
2,12,32,28,0.5317703681373684
2,12,32,29,0.5323302582477587
2,12,32,30,0.5327358165883258
2,12,32,31,0.533029770215458
2,12,32,32,0.5332429291425639
2,12,32,33,0.533397551629153
2,12,32,34,0.5335097396602411
2,12,32,35,0.5335911531532933
2,12,32,36,0.5336502414390297
2,12,32,37,0.5336931304872573
2,12,32,38,0.5337242634513882
2,12,32,39,0.5337468638248792
2,12,32,40,0.5337632707072807
2,12,32,41,0.5337751816908087
2,12,32,42,0.5337838289255386
2,12,32,43,0.5337901068014541
2,12,32,44,0.5337946645720033
2,12,32,45,0.5337979735606275
2,12,32,46,0.533800375933034
2,12,32,47,0.533802120095815
2,12,32,48,0.533803386390778
2,12,32,49,0.5338043057465374
2,12,32,50,0.5338049732183745
2,12,32,51,0.5338054578176301
2,12,32,52,0.5338058096476297
2,12,32,53,0.5338060650842912
2,12,32,54,0.5338062505372506
2,12,32,55,0.5338063851804511
2,12,32,56,0.5338064829345962
2,12,32,57,0.5338065539064253
2,12,32,58,0.5338066054336633
2,12,32,59,0.5338066428436677
2,12,32,60,0.5338066700042254
2,12,32,61,0.5338066897234418
2,12,32,62,0.533806704040065
2,12,32,63,0.5338067144342763
2,12,32,64,0.5338067219807238
2,12,32,65,0.5338067274596261
2,12,32,66,0.5338067314374408
2,12,32,67,0.5338067343254299
2,12,32,68,0.5338067364221792
2,12,32,69,0.533806737944469
2,12,32,70,0.5338067390496888
2,12,32,71,0.5338067398521044
2,12,32,72,0.5338067404346779
2,12,32,73,0.5338067408576399
2,12,32,74,0.5338067411647207
2,12,32,75,0.5338067413876683
2,12,32,76,0.5338067415495332
2,12,32,77,0.533806741667051
2,12,32,78,0.5338067417523726
2,12,32,79,0.533806741814317
2,12,32,80,0.5338067418592913
2,12,32,81,0.5338067418919431
2,12,32,82,0.5338067419156494
2,12,32,83,0.5338067419328608
2,12,32,84,0.533806741945356
2,12,32,85,0.5338067419544288
2,12,32,86,0.5338067419610153
2,12,32,87,0.5338067419657968
2,12,32,88,0.5338067419692689
2,12,32,89,0.533806741971789
2,12,32,90,0.5338067419736187
2,12,32,91,0.5338067419749476
2,12,32,92,0.5338067419759129
2,12,32,93,0.5338067419766134
2,12,32,94,0.5338067419771219
2,12,32,95,0.5338067419774911
2,12,32,96,0.5338067419777591
2,12,32,97,0.5338067419779535
2,12,32,98,0.533806741978094
2,12,32,99,0.5338067419781971
2,12,32,100,0.5338067419782714
2,12,32,101,0.533806741978326
4,12,32,1,1.0e-9
4,12,32,2,5.206612245988951e-9
4,12,32,3,2.7108810591181964e-8
4,12,32,4,1.411450493992304e-7
4,12,32,5,7.348871011170527e-7
4,12,32,6,3.826260141346585e-6
4,12,32,7,1.992152619790378e-5
4,12,32,8,0.00010371480437801232
4,12,32,9,0.0005397627354119884
4,12,32,10,0.0028038424150752628
4,12,32,11,0.014424500266794081
4,12,32,12,0.07065288533075634
4,12,32,13,0.27680439981394467
4,12,32,14,0.5827318658575479
4,12,32,15,0.7550987200969645
4,12,32,16,0.8488623330647804
4,12,32,17,0.903962361195961
4,12,32,18,0.9378990366063336
4,12,32,19,0.9594046814783115
4,12,32,20,0.9732775296041155
4,12,32,21,0.9823289950978294
4,12,32,22,0.9882784268737237
4,12,32,23,0.9922078517912878
4,12,32,24,0.9948113885569387
4,12,32,25,0.9965400579983751
4,12,32,26,0.9976894443178018
4,12,32,27,0.9984543758922632
4,12,32,28,0.998963761742957
4,12,32,29,0.9993031129426275
4,12,32,30,0.9995292494100995
4,12,32,31,0.999679969417786
4,12,32,32,0.9997804365299319
4,12,32,33,0.999847411428057
4,12,32,34,0.9998920616501176
4,12,32,35,0.9999218297282328
4,12,32,36,0.9999416764315914
4,12,32,37,0.9999549086572798
4,12,32,38,0.999963730961858
4,12,32,39,0.9999696130872633
4,12,32,40,0.9999735349154907
4,12,32,41,0.9999761497501207
4,12,32,42,0.9999778931652168
4,12,32,43,0.9999790555715996
4,12,32,44,0.9999798305963574
4,12,32,45,0.9999803473379715
4,12,32,46,0.9999806918714896
4,12,32,47,0.9999809215866413
4,12,32,48,0.9999810747475323
4,12,32,49,0.9999811768664446
4,12,32,50,0.9999812449534937
4,12,32,51,0.9999812903500453
4,12,32,52,0.999981320617872
4,12,32,53,0.9999813407987297
4,12,32,54,0.9999813542541728
4,12,32,55,0.9999813632254938
4,12,32,56,0.9999813692070583
4,12,32,57,0.9999813731952243
4,12,32,58,0.9999813758543057
4,12,32,59,0.999981377627229
4,12,32,60,0.9999813788093135
4,12,32,61,0.9999813795974598
4,12,32,62,0.9999813801229506
4,12,32,63,0.9999813804733177
4,12,32,64,0.9999813807069231
4,12,32,65,0.9999813808626776
4,12,32,66,0.9999813809665258
4,12,32,67,0.9999813810357656
4,12,32,68,0.9999813810819309
4,12,32,69,0.9999813811127113
4,12,32,70,0.9999813811332336
4,12,32,71,0.999981381146917
4,12,32,72,0.9999813811560402
4,12,32,73,0.9999813811621233
4,12,32,74,0.9999813811661792
4,12,32,75,0.9999813811688832
4,12,32,76,0.9999813811706862
4,12,32,77,0.9999813811718882
4,12,32,78,0.9999813811726898
4,12,32,79,0.9999813811732241
4,12,32,80,0.9999813811735805
4,12,32,81,0.999981381173818
4,12,32,82,0.9999813811739761
4,12,32,83,0.9999813811740819
4,12,32,84,0.9999813811741524
4,12,32,85,0.9999813811741994
4,12,32,86,0.9999813811742309
4,12,32,87,0.9999813811742516
4,12,32,88,0.9999813811742655
4,12,32,89,0.9999813811742747
4,12,32,90,0.9999813811742809
4,12,32,91,0.9999813811742849
4,12,32,92,0.9999813811742876
4,12,32,93,0.9999813811742895
4,12,32,94,0.9999813811742907
4,12,32,95,0.9999813811742915
4,12,32,96,0.999981381174292
4,12,32,97,0.9999813811742924
4,12,32,98,0.9999813811742927
4,12,32,99,0.9999813811742929
4,12,32,100,0.999981381174293
4,12,32,101,0.9999813811742931
6,12,32,1,1.0e-9
6,12,32,2,4.8974253259955725e-9
6,12,32,3,2.3984774517592486e-8
6,12,32,4,1.1746363331961009e-7
6,12,32,5,5.752691533082422e-7
6,12,32,6,2.8173324225966604e-6
6,12,32,7,1.3797547909966479e-5
6,12,32,8,6.7569407821074e-5
6,12,32,9,0.0003308429209089109
6,12,32,10,0.001618524418466142
6,12,32,11,0.007884744202396553
6,12,32,12,0.03763548000800232
6,12,32,13,0.1634223076351658
6,12,32,14,0.49560570663324277
6,12,32,15,0.7840984720945918
6,12,32,16,0.9071036579604035
6,12,32,17,0.9591036864579426
6,12,32,18,0.9817191461315623
6,12,32,19,0.9916929398296188
6,12,32,20,0.9961193545481878
6,12,32,21,0.9980893619554072
6,12,32,22,0.9989672314949894
6,12,32,23,0.9993586450527498
6,12,32,24,0.9995332073674984
6,12,32,25,0.9996110672291807
6,12,32,26,0.9996457967188643
6,12,32,27,0.9996612881959153
6,12,32,28,0.9996681984109117
6,12,32,29,0.9996712808337375
6,12,32,30,0.999672655805316
6,12,32,31,0.999673269137299
6,12,32,32,0.9996735427256958
6,12,32,33,0.9996736647650246
6,12,32,34,0.9996737192030025
6,12,32,35,0.9996737434861047
6,12,32,36,0.9996737543180475
6,12,32,37,0.9996737591498431
6,12,32,38,0.9996737613051585
6,12,32,39,0.9996737622665779
6,12,32,40,0.9996737626954377
6,12,32,41,0.9996737628867389
6,12,32,42,0.9996737629720722
6,12,32,43,0.9996737630101369
6,12,32,44,0.9996737630271164
6,12,32,45,0.9996737630346902
6,12,32,46,0.9996737630380687
6,12,32,47,0.9996737630395759
6,12,32,48,0.9996737630402481
6,12,32,49,0.9996737630405481
6,12,32,50,0.9996737630406818
6,12,32,51,0.9996737630407413
6,12,32,52,0.9996737630407683
6,12,32,53,0.9996737630407799
6,12,32,54,0.9996737630407854
6,12,32,55,0.9996737630407878
6,12,32,56,0.9996737630407889
6,12,32,57,0.9996737630407893
6,12,32,58,0.9996737630407895
6,12,32,59,0.9996737630407897
6,12,32,60,0.9996737630407897
6,12,32,61,0.9996737630407897
6,12,32,62,0.9996737630407897
6,12,32,63,0.9996737630407897
6,12,32,64,0.9996737630407897
6,12,32,65,0.9996737630407897
6,12,32,66,0.9996737630407897
6,12,32,67,0.9996737630407897
6,12,32,68,0.9996737630407897
6,12,32,69,0.9996737630407897
6,12,32,70,0.9996737630407897
6,12,32,71,0.9996737630407897
6,12,32,72,0.9996737630407897
6,12,32,73,0.9996737630407897
6,12,32,74,0.9996737630407897
6,12,32,75,0.9996737630407897
6,12,32,76,0.9996737630407897
6,12,32,77,0.9996737630407897
6,12,32,78,0.9996737630407897
6,12,32,79,0.9996737630407897
6,12,32,80,0.9996737630407897
6,12,32,81,0.9996737630407897
6,12,32,82,0.9996737630407897
6,12,32,83,0.9996737630407897
6,12,32,84,0.9996737630407897
6,12,32,85,0.9996737630407897
6,12,32,86,0.9996737630407897
6,12,32,87,0.9996737630407897
6,12,32,88,0.9996737630407897
6,12,32,89,0.9996737630407897
6,12,32,90,0.9996737630407897
6,12,32,91,0.9996737630407897
6,12,32,92,0.9996737630407897
6,12,32,93,0.9996737630407897
6,12,32,94,0.9996737630407897
6,12,32,95,0.9996737630407897
6,12,32,96,0.9996737630407897
6,12,32,97,0.9996737630407897
6,12,32,98,0.9996737630407897
6,12,32,99,0.9996737630407897
6,12,32,100,0.9996737630407897
6,12,32,101,0.9996737630407897
8,12,32,1,1.0e-9
8,12,32,2,4.5777901964782056e-9
8,12,32,3,2.0956162875010136e-8
8,12,32,4,9.593291165493417e-8
8,12,32,5,4.3916062685645303e-7
8,12,32,6,2.01038276904496e-6
8,12,32,7,9.203059238944508e-6
8,12,32,8,4.212859907923203e-5
8,12,32,9,0.0001928333547094485
8,12,32,10,0.0008822786692396513
8,12,32,11,0.00402901939875152
8,12,32,12,0.01823945951722191
8,12,32,13,0.07941515307398787
8,12,32,14,0.2943411057104242
8,12,32,15,0.6756945736055953
8,12,32,16,0.8884474806472269
8,12,32,17,0.9615154479551667
8,12,32,18,0.9861043976127238
8,12,32,19,0.9944233102941689
8,12,32,20,0.9972450803796342
8,12,32,21,0.9982031381737498
8,12,32,22,0.998528529642304
8,12,32,23,0.9986390570638153
8,12,32,24,0.9986766019461292
8,12,32,25,0.9986893556749675
8,12,32,26,0.998693688045122
8,12,32,27,0.9986951597292034
8,12,32,28,0.9986956596530506
8,12,32,29,0.9986958294747535
8,12,32,30,0.9986958871623647
8,12,32,31,0.9986959067585677
8,12,32,32,0.9986959134153031
8,12,32,33,0.9986959156765642
8,12,32,34,0.9986959164447036
8,12,32,35,0.9986959167056368
8,12,32,36,0.9986959167942744
8,12,32,37,0.9986959168243841
8,12,32,38,0.9986959168346126
8,12,32,39,0.9986959168380871
8,12,32,40,0.9986959168392673
8,12,32,41,0.9986959168396682
8,12,32,42,0.9986959168398045
8,12,32,43,0.9986959168398505
8,12,32,44,0.9986959168398664
8,12,32,45,0.9986959168398716
8,12,32,46,0.9986959168398736
8,12,32,47,0.9986959168398741
8,12,32,48,0.9986959168398744
8,12,32,49,0.9986959168398742
8,12,32,50,0.9986959168398745
8,12,32,51,0.9986959168398744
8,12,32,52,0.9986959168398742
8,12,32,53,0.9986959168398745
8,12,32,54,0.9986959168398744
8,12,32,55,0.9986959168398742
8,12,32,56,0.9986959168398745
8,12,32,57,0.9986959168398744
8,12,32,58,0.9986959168398742
8,12,32,59,0.9986959168398745
8,12,32,60,0.9986959168398744
8,12,32,61,0.9986959168398742
8,12,32,62,0.9986959168398745
8,12,32,63,0.9986959168398744
8,12,32,64,0.9986959168398742
8,12,32,65,0.9986959168398745
8,12,32,66,0.9986959168398744
8,12,32,67,0.9986959168398742
8,12,32,68,0.9986959168398745
8,12,32,69,0.9986959168398744
8,12,32,70,0.9986959168398742
8,12,32,71,0.9986959168398745
8,12,32,72,0.9986959168398744
8,12,32,73,0.9986959168398742
8,12,32,74,0.9986959168398745
8,12,32,75,0.9986959168398744
8,12,32,76,0.9986959168398742
8,12,32,77,0.9986959168398745
8,12,32,78,0.9986959168398744
8,12,32,79,0.9986959168398742
8,12,32,80,0.9986959168398745
8,12,32,81,0.9986959168398744
8,12,32,82,0.9986959168398742
8,12,32,83,0.9986959168398745
8,12,32,84,0.9986959168398744
8,12,32,85,0.9986959168398742
8,12,32,86,0.9986959168398745
8,12,32,87,0.9986959168398744
8,12,32,88,0.9986959168398742
8,12,32,89,0.9986959168398745
8,12,32,90,0.9986959168398744
8,12,32,91,0.9986959168398742
8,12,32,92,0.9986959168398745
8,12,32,93,0.9986959168398744
8,12,32,94,0.9986959168398742
8,12,32,95,0.9986959168398745
8,12,32,96,0.9986959168398744
8,12,32,97,0.9986959168398742
8,12,32,98,0.9986959168398745
8,12,32,99,0.9986959168398744
8,12,32,100,0.9986959168398742
8,12,32,101,0.9986959168398745
10,12,32,1,1.0e-9
10,12,32,2,4.320412377609968e-9
10,12,32,3,1.86659629592212e-8
10,12,32,4,8.064465388328073e-8
10,12,32,5,3.484180921508676e-7
10,12,32,6,1.5053085436671034e-6
10,12,32,7,6.5035294525035376e-6
10,12,32,8,2.809747698674685e-5
10,12,32,9,0.00012138424696986687
10,12,32,10,0.0005242724975312772
10,12,32,11,0.002262137136006283
10,12,32,12,0.009718858929927281
10,12,32,13,0.04099588782161541
10,12,32,14,0.16033101351888443
10,12,32,15,0.4795445728702955
10,12,32,16,0.8181607474895676
10,12,32,17,0.9459032085669523
10,12,32,18,0.9826713490054869
10,12,32,19,0.9930174750052545
10,12,32,20,0.9959208806981913
10,12,32,21,0.9967352283295801
10,12,32,22,0.9969636070237239
10,12,32,23,0.9970276521532165
10,12,32,24,0.9970456124044216
10,12,32,25,0.9970506490051554
10,12,32,26,0.9970520614201228
10,12,32,27,0.9970524575038546
10,12,32,28,0.9970525685776659
10,12,32,29,0.9970525997261079
10,12,32,30,0.9970526084610696
10,12,32,31,0.9970526109106155
10,12,32,32,0.997052611597542
10,12,32,33,0.9970526117901769
10,12,32,34,0.9970526118441976
10,12,32,35,0.9970526118593466
10,12,32,36,0.9970526118635948
10,12,32,37,0.9970526118647862
10,12,32,38,0.9970526118651205
10,12,32,39,0.9970526118652141
10,12,32,40,0.9970526118652403
10,12,32,41,0.9970526118652477
10,12,32,42,0.9970526118652497
10,12,32,43,0.9970526118652505
10,12,32,44,0.9970526118652506
10,12,32,45,0.9970526118652505
10,12,32,46,0.9970526118652506
10,12,32,47,0.9970526118652505
10,12,32,48,0.9970526118652506
10,12,32,49,0.9970526118652505
10,12,32,50,0.9970526118652506
10,12,32,51,0.9970526118652505
10,12,32,52,0.9970526118652506
10,12,32,53,0.9970526118652505
10,12,32,54,0.9970526118652506
10,12,32,55,0.9970526118652505
10,12,32,56,0.9970526118652506
10,12,32,57,0.9970526118652505
10,12,32,58,0.9970526118652506
10,12,32,59,0.9970526118652505
10,12,32,60,0.9970526118652506
10,12,32,61,0.9970526118652505
10,12,32,62,0.9970526118652506
10,12,32,63,0.9970526118652505
10,12,32,64,0.9970526118652506
10,12,32,65,0.9970526118652505
10,12,32,66,0.9970526118652506
10,12,32,67,0.9970526118652505
10,12,32,68,0.9970526118652506
10,12,32,69,0.9970526118652505
10,12,32,70,0.9970526118652506
10,12,32,71,0.9970526118652505
10,12,32,72,0.9970526118652506
10,12,32,73,0.9970526118652505
10,12,32,74,0.9970526118652506
10,12,32,75,0.9970526118652505
10,12,32,76,0.9970526118652506
10,12,32,77,0.9970526118652505
10,12,32,78,0.9970526118652506
10,12,32,79,0.9970526118652505
10,12,32,80,0.9970526118652506
10,12,32,81,0.9970526118652505
10,12,32,82,0.9970526118652506
10,12,32,83,0.9970526118652505
10,12,32,84,0.9970526118652506
10,12,32,85,0.9970526118652505
10,12,32,86,0.9970526118652506
10,12,32,87,0.9970526118652505
10,12,32,88,0.9970526118652506
10,12,32,89,0.9970526118652505
10,12,32,90,0.9970526118652506
10,12,32,91,0.9970526118652505
10,12,32,92,0.9970526118652506
10,12,32,93,0.9970526118652505
10,12,32,94,0.9970526118652506
10,12,32,95,0.9970526118652505
10,12,32,96,0.9970526118652506
10,12,32,97,0.9970526118652505
10,12,32,98,0.9970526118652506
10,12,32,99,0.9970526118652505
10,12,32,100,0.9970526118652506
10,12,32,101,0.9970526118652505
12,12,32,1,1.0e-9
12,12,32,2,4.118084252968247e-9
12,12,32,3,1.6958617794181986e-8
12,12,32,4,6.983701435347152e-8
12,12,32,5,2.8759466402058415e-7
12,12,32,6,1.1843382845333686e-6
12,12,32,7,4.877191702788586e-6
12,12,32,8,2.0084463425607885e-5
12,12,32,9,8.270573165893846e-5
12,12,32,10,0.0003405250619138674
12,12,32,11,0.0014012245219086816
12,12,32,12,0.0057519957821737955
12,12,32,13,0.023379803607771237
12,12,32,14,0.09133618036203077
12,12,32,15,0.3079052335893113
12,12,32,16,0.6877985133550825
12,12,32,17,0.9105767453938809
12,12,32,18,0.9739257693737241
12,12,32,19,0.9897832071371454
12,12,32,20,0.9936833183829109
12,12,32,21,0.9946391724809664
12,12,32,22,0.9948732455343546
12,12,32,23,0.9949305548909884
12,12,32,24,0.9949445855714365
12,12,32,25,0.9949480205720475
12,12,32,26,0.9949488615287793
12,12,32,27,0.9949490674116324
12,12,32,28,0.9949491178158212
12,12,32,29,0.9949491301557614
12,12,32,30,0.9949491331768223
12,12,32,31,0.9949491339164377
12,12,32,32,0.99494913409751
12,12,32,33,0.9949491341418398
12,12,32,34,0.9949491341526927
12,12,32,35,0.99494913415535
12,12,32,36,0.9949491341560005
12,12,32,37,0.9949491341561597
12,12,32,38,0.9949491341561989
12,12,32,39,0.9949491341562083
12,12,32,40,0.9949491341562104
12,12,32,41,0.9949491341562111
12,12,32,42,0.9949491341562114
12,12,32,43,0.9949491341562116
12,12,32,44,0.9949491341562117
12,12,32,45,0.9949491341562118
12,12,32,46,0.9949491341562117
12,12,32,47,0.9949491341562118
12,12,32,48,0.9949491341562117
12,12,32,49,0.9949491341562118
12,12,32,50,0.9949491341562117
12,12,32,51,0.9949491341562118
12,12,32,52,0.9949491341562117
12,12,32,53,0.9949491341562118
12,12,32,54,0.9949491341562117
12,12,32,55,0.9949491341562118
12,12,32,56,0.9949491341562117
12,12,32,57,0.9949491341562118
12,12,32,58,0.9949491341562117
12,12,32,59,0.9949491341562118
12,12,32,60,0.9949491341562117
12,12,32,61,0.9949491341562118
12,12,32,62,0.9949491341562117
12,12,32,63,0.9949491341562118
12,12,32,64,0.9949491341562117
12,12,32,65,0.9949491341562118
12,12,32,66,0.9949491341562117
12,12,32,67,0.9949491341562118
12,12,32,68,0.9949491341562117
12,12,32,69,0.9949491341562118
12,12,32,70,0.9949491341562117
12,12,32,71,0.9949491341562118
