S,G,D,ε,β,base_cost,act_cost,search_cost,bespoke_zilch,bespoke_full,comp_zilch,comp_partial,comp_full,asymptotic_compositionality,max_compositionality,asymptotic_cost,max_cost,bespoke_cost,comp_cost
3,4,16,0.05,2.0,100,50,18,100,0,168,109.0,50,0.04704516173125413,0.04704516173125413,28.458122658552977,28.458122658552977,24.85324069133381,50.68115704127999
4,4,16,0.05,2.0,100,50,18,100,0,168,109.0,50,0.05158998173265866,0.05158998173265866,38.994998531788625,38.994998531788625,35.60741304517928,51.18266629939899
1,5,16,0.05,2.0,100,50,18,100,0,168,109.0,50,0.02817859802962378,0.02817859802962378,6.44278046288562,6.44278046288562,2.8147497671065613,51.66070236259287
2,5,16,0.05,2.0,100,50,18,100,0,168,109.0,50,0.041518910983255816,0.041518910983255816,22.216911567512863,22.216911567512863,18.530201888518416,51.66160263114756
3,5,16,0.05,2.0,100,50,18,100,0,168,109.0,50,0.05036941577551387,0.05036941577551387,36.602033969407486,36.602033969407486,33.15800753945346,51.750526254173366
4,5,16,0.05,2.0,100,50,18,100,0,168,109.0,50,0.050819494891792785,0.050819494891792785,47.19981562108935,47.19981562108935,44.01266686517653,52.252035512292366
5,5,16,0.05,2.0,100,50,18,100,0,168,109.0,50,0.04762570200236491,0.04762570200236491,55.02434291480746,55.02434291480746,52.040292466647244,53.321404725185744
1,6,16,0.05,2.0,100,50,18,100,0,168,109.0,50,0.030196481371532247,0.030196481371532247,9.06076753676576,9.06076753676576,5.408789293239547,53.19118568301133
2,6,16,0.05,2.0,100,50,18,100,0,168,109.0,50,0.04487262924461427,0.04487262924461427,28.453182517886106,28.453182517886106,24.85324069133381,53.19208595156602
3,6,16,0.05,2.0,100,50,18,100,0,168,109.0,50,0.05044598654336954,0.05044598654336954,43.35612590995791,43.35612590995791,40.07030613199687,53.28100957459183
4,6,16,0.05,2.0,100,50,18,100,0,168,109.0,50,0.04805397448370792,0.04805397448370792,53.63369527867626,53.63369527867626,50.613399590980045,53.78251883271082
5,6,16,0.05,2.0,100,50,18,100,0,168,109.0,50,0.044243170897618804,0.044243170897618804,60.95745494396591,60.95745494396591,58.13369006209494,54.8518880456042
6,6,16,0.05,2.0,100,50,18,100,0,168,109.0,50,0.04107551239185606,0.04107551239185606,66.38913049789467,66.38913049789467,63.71602842298492,56.38237136602267
2,2,32,0.05,2.0,100,50,18,100,0,168,109.0,50,0.025034224439506144,0.025034224439506144,3.232438258628779,3.232438258628779,0.010045242572065405,50.000000027474016
1,3,32,0.05,2.0,100,50,18,100,0,168,109.0,50,0.025001074884410654,0.025001074884410654,3.0347832878302103,3.0347832878302103,0.00023178200225792978,50.00013675138133
2,3,32,0.05,2.0,100,50,18,100,0,168,109.0,50,0.02560891548895651,0.02560891548895651,3.6531122885302207,3.6531122885302207,0.29255001618663234,50.00013676511834
3,3,32,0.05,2.0,100,50,18,100,0,168,109.0,50,0.02854258064466847,0.02854258064466847,5.766672256172828,5.766672256172828,2.307380838213424,50.00027350276266
1,4,32,0.05,2.0,100,50,18,100,0,168,109.0,50,0.025029064516458425,0.025029064516458425,3.123340319365884,3.123340319365884,0.010045242572065405,50.00592669311752
2,4,32,0.05,2.0,100,50,18,100,0,168,109.0,50,0.027225858195382632,0.027225858195382632,4.814316521547319,4.814316521547319,1.393983703768309,50.00592670685453
3,4,32,0.05,2.0,100,50,18,100,0,168,109.0,50,0.03362452775320659,0.03362452775320659,9.613266422972764,9.613266422972764,6.176835728613705,50.00606344449885
4,4,32,0.05,2.0,100,50,18,100,0,168,109.0,50,0.04394036682306661,0.04394036682306661,15.949509630385549,15.949509630385549,12.67887863770003,50.01185338623504
1,5,32,0.05,2.0,100,50,18,100,0,168,109.0,50,0.025167293409723433,0.025167293409723433,3.2435704539272683,3.2435704539272683,0.07922816251426656,50.04674461588342
2,5,32,0.05,2.0,100,50,18,100,0,168,109.0,50,0.02974185276954851,0.02974185276954851,6.865388703458128,6.865388703458128,3.43368382029251,50.04674462962043
3,5,32,0.05,2.0,100,50,18,100,0,168,109.0,50,0.04047812115733448,0.04047812115733448,14.325491762009786,14.325491762009786,10.99453463986453,50.046881367264746
4,5,32,0.05,2.0,100,50,18,100,0,168,109.0,50,0.061571820513650656,0.061571820513650656,22.258525244079426,22.258525244079426,19.371148445850082,50.052671309000935
5,5,32,0.05,2.0,100,50,18,100,0,168,109.0,50,0.4509437966947723,0.4509437966947723,28.001509697244206,28.001509697244206,27.08192040014181,50.09348923176683
1,6,32,0.05,2.0,100,50,18,100,0,168,109.0,50,0.025491137866455675,0.025491137866455675,3.4937776894232186,3.4937776894232186,0.29255001618663234,50.17260450955011
2,6,32,0.05,2.0,100,50,18,100,0,168,109.0,50,0.03288355546266316,0.03288355546266316,9.586741671570268,9.586741671570268,6.176835728613705,50.17260452328712
3,6,32,0.05,2.0,100,50,18,100,0,168,109.0,50,0.04920375082997368,0.04920375082997368,19.213826723063256,19.213826723063256,16.05629433511946,50.172741260931446
4,6,32,0.05,2.0,100,50,18,100,0,168,109.0,50,0.345984562498761,0.345984562498761,25.777781445610266,25.777781445610266,25.617162181562204,50.17853120266763
5,6,32,0.05,2.0,100,50,18,100,0,168,109.0,50,0.6772892224435432,0.6772892224435432,37.657748215233696,37.657748215233696,33.795259202357165,50.219349125433524
6,6,32,0.05,2.0,100,50,18,100,0,168,109.0,50,0.8198701306047023,0.8198701306047023,44.57432428177813,44.57432428177813,40.597322779986214,50.34520901910023
2,2,2,0.05,2.0,100,30,20,100,0,150,90.0,30,0.6144004221332243,0.6144004221332243,58.73678188959609,58.73678188959609,56.249999999999986,59.999999999999986
1,3,2,0.05,2.0,100,30,20,100,0,150,90.0,30,0.9272469462911433,0.9272469462911433,56.344340331503105,56.344340331503105,44.44444444444444,56.66666666666666
2,3,2,0.05,2.0,100,30,20,100,0,150,90.0,30,0.4999999958914941,0.4999999958914941,69.91666669097532,69.91666669097532,69.44444444444444,71.66666666666664
3,3,2,0.05,2.0,100,30,20,100,0,150,90.0,30,0.24035457610000663,0.24035457610000663,79.79853514998285,79.79853514998285,79.01234567901231,83.33333333333333
1,4,2,0.05,2.0,100,30,20,100,0,150,90.0,30,0.9501308707139621,0.9501308707139621,63.933401396521454,63.933401396521454,56.249999999999986,63.749999999999986
2,4,2,0.05,2.0,100,30,20,100,0,150,90.0,30,0.43409391375373524,0.43409391375373524,76.37720050652862,76.37720050652862,76.56249999999997,78.74999999999999
3,4,2,0.05,2.0,100,30,20,100,0,150,90.0,30,0.1615548673743956,0.1615548673743956,84.91859698804623,84.91859698804623,84.02777777777774,90.41666666666666
4,4,2,0.05,2.0,100,30,20,100,0,150,90.0,30,0.10658838773983899,0.10658838773983899,88.93186586317147,88.93186586317147,87.89062499999997,97.49999999999999
1,5,2,0.05,2.0,100,30,20,100,0,150,90.0,30,0.9580603311793109,0.9580603311793109,68.70569851025576,68.70569851025576,64.0,68.39999999999999
2,5,2,0.05,2.0,100,30,20,100,0,150,90.0,30,0.39302367552210904,0.39302367552210904,80.50993661332086,80.50993661332086,80.99999999999999,83.39999999999999
3,5,2,0.05,2.0,100,30,20,100,0,150,90.0,30,0.13040193039018028,0.13040193039018028,88.01588633059464,88.01588633059464,87.1111111111111,95.06666666666666
4,5,2,0.05,2.0,100,30,20,100,0,150,90.0,30,0.08683591916509517,0.08683591916509517,91.31839790721065,91.31839790721065,90.24999999999997,102.14999999999998
5,5,2,0.05,2.0,100,30,20,100,0,150,90.0,30,0.07138855923961045,0.07138855923961045,93.26456379335467,93.26456379335467,92.15999999999997,106.8
1,6,2,0.05,2.0,100,30,20,100,0,150,90.0,30,0.9620820650349626,0.9620820650349626,72.01192041996983,72.01192041996983,69.44444444444444,71.66666666666666
2,6,2,0.05,2.0,100,30,20,100,0,150,90.0,30,0.36544428737346607,0.36544428737346607,83.3675113087518,83.3675113087518,84.02777777777774,86.66666666666666
3,6,2,0.05,2.0,100,30,20,100,0,150,90.0,30,0.11438127552139325,0.11438127552139325,90.09665632460575,90.09665632460575,89.1975308641975,98.33333333333333
4,6,2,0.05,2.0,100,30,20,100,0,150,90.0,30,0.07688145105806589,0.07688145105806589,92.91168640603634,92.91168640603634,91.84027777777777,105.41666666666664
5,6,2,0.05,2.0,100,30,20,100,0,150,90.0,30,0.06358935773149618,0.06358935773149618,94.55880894554505,94.55880894554505,93.44444444444441,110.06666666666665
6,6,2,0.05,2.0,100,30,20,100,0,150,90.0,30,0.0568573238083483,0.0568573238083483,95.65077100032498,95.65077100032498,94.52160493827158,113.33333333333331
2,2,4,0.05,2.0,100,30,20,100,0,150,90.0,30,0.6702107784001664,0.6702107784001664,35.02157334569263,35.02157334569263,31.640624999999993,37.49999999999999
1,3,4,0.05,2.0,100,30,20,100,0,150,90.0,30,0.34564104386409195,0.34564104386409195,25.133314527831836,25.133314527831836,19.753086419753092,41.85185185185185
2,3,4,0.05,2.0,100,30,20,100,0,150,90.0,30,0.8748286360165796,0.8748286360165796,46.24888388000607,46.24888388000607,48.2253086419753,45.60185185185185
3,3,4,0.05,2.0,100,30,20,100,0,150,90.0,30,0.8457027696491808,0.8457027696491808,54.70668580636982,54.70668580636982,62.42950769699739,53.70370370370371
1,4,4,0.05,2.0,100,30,20,100,0,150,90.0,30,0.7904615656464743,0.7904615656464743,44.41272906847101,44.41272906847101,31.640624999999993,48.98437499999999
2,4,4,0.05,2.0,100,30,20,100,0,150,90.0,30,0.8934001867523528,0.8934001867523528,53.41562516154266,53.41562516154266,58.618164062499986,52.734374999999986
3,4,4,0.05,2.0,100,30,20,100,0,150,90.0,30,0.8083517227874759,0.8083517227874759,61.653287175729226,61.653287175729226,70.60667438271602,60.83622685185183
4,4,4,0.05,2.0,100,30,20,100,0,150,90.0,30,0.7246270070768428,0.7246270070768428,68.7636982295723,68.7636982295723,77.24761962890622,67.96874999999999
1,5,4,0.05,2.0,100,30,20,100,0,150,90.0,30,0.9042892669637728,0.9042892669637728,53.46666423161275,53.46666423161275,40.959999999999994,54.57599999999999
2,5,4,0.05,2.0,100,30,20,100,0,150,90.0,30,0.89696194237738,0.89696194237738,58.80066819964369,58.80066819964369,65.60999999999999,58.32599999999998
3,5,4,0.05,2.0,100,30,20,100,0,150,90.0,30,0.7771800660990934,0.7771800660990934,66.88897219382592,66.88897219382592,75.88345679012343,66.42785185185186
4,5,4,0.05,2.0,100,30,20,100,0,150,90.0,30,0.6542521926053954,0.6542521926053954,74.09469085419813,74.09469085419813,81.45062499999996,73.56037499999998
5,5,4,0.05,2.0,100,30,20,100,0,150,90.0,30,0.54819201327444,0.54819201327444,79.45621931452223,79.45621931452223,84.93465599999996,79.152
1,6,4,0.05,2.0,100,30,20,100,0,150,90.0,30,0.9336793697131602,0.9336793697131602,58.65300544505425,58.65300544505425,48.2253086419753,58.935185185185176
2,6,4,0.05,2.0,100,30,20,100,0,150,90.0,30,0.89732823687731,0.89732823687731,62.92931394145435,62.92931394145435,70.60667438271602,62.685185185185176
3,6,4,0.05,2.0,100,30,20,100,0,150,90.0,30,0.7521000515612287,0.7521000515612287,70.83590916016188,70.83590916016188,79.56199512269468,70.78703703703702
4,6,4,0.05,2.0,100,30,20,100,0,150,90.0,30,0.5968333553008148,0.5968333553008148,78.03646715936762,78.03646715936762,84.34636622299382,77.91956018518518
5,6,4,0.05,2.0,100,30,20,100,0,150,90.0,30,0.4619857537299554,0.4619857537299554,83.31518293322264,83.31518293322264,87.31864197530862,83.51118518518518
6,6,4,0.05,2.0,100,30,20,100,0,150,90.0,30,0.35692697938114354,0.35692697938114354,86.95494673708312,86.95494673708312,89.34333800106688,87.87037037037037
2,2,8,0.05,2.0,100,30,20,100,0,150,90.0,30,0.08298712387774433,0.08298712387774433,12.85057063071886,12.85057063071886,10.01129150390625,30.46875
1,3,8,0.05,2.0,100,30,20,100,0,150,90.0,30,0.04277895715072704,0.04277895715072704,7.0625097488895054,7.0625097488895054,3.901844231062346,32.34110653863741
2,3,8,0.05,2.0,100,30,20,100,0,150,90.0,30,0.4391239456783382,0.4391239456783382,23.74156425779278,23.74156425779278,23.256803936137793,32.575481538637405
3,3,8,0.05,2.0,100,30,20,100,0,150,90.0,30,0.854857992101895,0.854857992101895,34.451540897924104,34.451540897924104,38.974434312894566,34.68221307727482
1,4,8,0.05,2.0,100,30,20,100,0,150,90.0,30,0.12267622533122254,0.12267622533122254,12.762439036391573,12.762439036391573,10.01129150390625,36.00677490234375
2,4,8,0.05,2.0,100,30,20,100,0,150,90.0,30,0.7911689936640187,0.7911689936640187,34.20535424074238,34.20535424074238,34.360891580581665,36.24114990234375
3,4,8,0.05,2.0,100,30,20,100,0,150,90.0,30,0.9179855685369119,0.9179855685369119,39.47464492451722,39.47464492451722,49.853024673868894,38.347881440981155
4,4,8,0.05,2.0,100,30,20,100,0,150,90.0,30,0.9268900643227025,0.9268900643227025,43.49464809340847,43.49464809340847,59.67194738332182,42.0135498046875
1,5,8,0.05,2.0,100,30,20,100,0,150,90.0,30,0.30018813040145176,0.30018813040145176,20.68404697166915,20.68404697166915,16.777216000000006,40.0663296
2,5,8,0.05,2.0,100,30,20,100,0,150,90.0,30,0.9000361267578305,0.9000361267578305,40.56910189951875,40.56910189951875,43.04672100000001,40.3007046
3,5,8,0.05,2.0,100,30,20,100,0,150,90.0,30,0.9316274963305532,0.9316274963305532,43.76858425018225,43.76858425018225,57.582990144185345,42.40743613863741
4,5,8,0.05,2.0,100,30,20,100,0,150,90.0,30,0.9238586485641241,0.9238586485641241,47.5783275752551,47.5783275752551,66.34204312890623,46.07310450234375
5,5,8,0.05,2.0,100,30,20,100,0,150,90.0,30,0.909919569432463,0.909919569432463,51.62998397365972,51.62998397365972,72.13895789838334,50.132659200000006
1,6,8,0.05,2.0,100,30,20,100,0,150,90.0,30,0.49246535551463977,0.49246535551463977,30.064614960074117,30.064614960074117,23.256803936137793,43.95408236168268
2,6,8,0.05,2.0,100,30,20,100,0,150,90.0,30,0.9297773326033726,0.9297773326033726,45.01638511156254,45.01638511156254,49.853024673868894,44.18845736168268
3,6,8,0.05,2.0,100,30,20,100,0,150,90.0,30,0.9361356725272597,0.9361356725272597,47.66157983646651,47.66157983646651,63.30111067903695,46.295188900320085
4,6,8,0.05,2.0,100,30,20,100,0,150,90.0,30,0.9183374185040674,0.9183374185040674,51.384560852254346,51.384560852254346,71.14309495023396,49.96085726402643
5,6,8,0.05,2.0,100,30,20,100,0,150,90.0,30,0.895167063416658,0.895167063416658,55.445925577946696,55.445925577946696,76.24545236412132,54.02041196168268
6,6,8,0.05,2.0,100,30,20,100,0,150,90.0,30,0.8714613313288687,0.8714613313288687,59.305661426404825,59.305661426404825,79.82232045172886,57.90816472336536
2,2,16,0.05,2.0,100,30,20,100,0,150,90.0,30,0.029160407594314916,0.029160407594314916,4.113941468089559,4.113941468089559,1.0022595757618546,30.0018310546875
1,3,16,0.05,2.0,100,30,20,100,0,150,90.0,30,0.025824259486194212,0.025824259486194212,3.197401591243372,3.197401591243372,0.15224388403474176,30.091346330420844
2,3,16,0.05,2.0,100,30,20,100,0,150,90.0,30,0.0573041367371697,0.0573041367371697,8.029212086068444,8.029212086068444,5.408789293239547,30.092261857764594
3,3,16,0.05,2.0,100,30,20,100,0,150,90.0,30,0.23446814532880872,0.23446814532880872,14.647903604683593,14.647903604683593,15.190065300101342,30.18269266084169
1,4,16,0.05,2.0,100,30,20,100,0,150,90.0,30,0.0303741400888338,0.0303741400888338,3.987941289117497,3.987941289117497,1.0022595757618546,30.601355745457113
2,4,16,0.05,2.0,100,30,20,100,0,150,90.0,30,0.16458910136570418,0.16458910136570418,12.736275191323447,12.736275191323447,11.80670870212488,30.602271272800863
3,4,16,0.05,2.0,100,30,20,100,0,150,90.0,30,0.5068627577611834,0.5068627577611834,20.98771442437747,20.98771442437747,24.85324069133381,30.692702075877957
4,4,16,0.05,2.0,100,30,20,100,0,150,90.0,30,0.8054065161046144,0.8054065161046144,28.72964016060374,28.72964016060374,35.60741304517928,31.20271149091423
1,5,16,0.05,2.0,100,30,20,100,0,150,90.0,30,0.043754405367545685,0.043754405367545685,5.5599684642330045,5.5599684642330045,2.8147497671065613,31.688849860263936
2,5,16,0.05,2.0,100,30,20,100,0,150,90.0,30,0.33338998183298696,0.33338998183298696,17.86173481566221,17.86173481566221,18.530201888518416,31.689765387607686
3,5,16,0.05,2.0,100,30,20,100,0,150,90.0,30,0.7517626943411098,0.7517626943411098,28.043844445191883,28.043844445191883,33.15800753945346,31.78019619068478
4,5,16,0.05,2.0,100,30,20,100,0,150,90.0,30,0.9038878025368405,0.9038878025368405,32.49656806691751,32.49656806691751,44.01266686517653,32.29020560572105
5,5,16,0.05,2.0,100,30,20,100,0,150,90.0,30,0.9349649588175621,0.9349649588175621,34.47696220694727,34.47696220694727,52.040292466647244,33.37769972052787
1,6,16,0.05,2.0,100,30,20,100,0,150,90.0,30,0.07582274540989364,0.07582274540989364,7.760408365999343,7.760408365999343,5.408789293239547,33.24527357594373
2,6,16,0.05,2.0,100,30,20,100,0,150,90.0,30,0.5141889666686461,0.5141889666686461,23.848427784829973,23.848427784829973,24.85324069133381,33.24618910328748
3,6,16,0.05,2.0,100,30,20,100,0,150,90.0,30,0.872757208697944,0.872757208697944,32.76937760960722,32.76937760960722,40.07030613199687,33.33661990636457
4,6,16,0.05,2.0,100,30,20,100,0,150,90.0,30,0.9318077394039236,0.9318077394039236,34.84657852825813,34.84657852825813,50.613399590980045,33.84662932140084
5,6,16,0.05,2.0,100,30,20,100,0,150,90.0,30,0.9457612485777952,0.9457612485777952,36.36825765034867,36.36825765034867,58.13369006209494,34.93412343620766
6,6,16,0.05,2.0,100,30,20,100,0,150,90.0,30,0.9505192442684132,0.9505192442684132,38.10698799350864,38.10698799350864,63.71602842298492,36.490547151887455
2,2,32,0.05,2.0,100,30,20,100,0,150,90.0,30,0.025068897550213083,0.025068897550213083,2.7636953274921314,2.7636953274921314,0.010045242572065405,30.000000027939677
1,3,32,0.05,2.0,100,30,20,100,0,150,90.0,30,0.02500229757105487,0.02500229757105487,2.564953476679388,2.564953476679388,0.00023178200225792978,30.000139069201357
2,3,32,0.05,2.0,100,30,20,100,0,150,90.0,30,0.02663452006566931,0.02663452006566931,3.137758024415666,3.137758024415666,0.29255001618663234,30.00013908317119
3,3,32,0.05,2.0,100,30,20,100,0,150,90.0,30,0.03891312878896881,0.03891312878896881,4.900308418779929,4.900308418779929,2.307380838213424,30.00027813840271
1,4,32,0.05,2.0,100,30,20,100,0,150,90.0,30,0.02508223325984496,0.02508223325984496,2.652102653770995,2.652102653770995,0.010045242572065405,30.006027145543236
2,4,32,0.05,2.0,100,30,20,100,0,150,90.0,30,0.03324169431423576,0.03324169431423576,4.104538942562635,4.104538942562635,1.393983703768309,30.006027159513078
3,4,32,0.05,2.0,100,30,20,100,0,150,90.0,30,0.08203966164857318,0.08203966164857318,7.583073959407455,7.583073959407455,6.176835728613705,30.006166214744592
4,4,32,0.05,2.0,100,30,20,100,0,150,90.0,30,0.20134772449678762,0.20134772449678762,10.816022635760017,10.816022635760017,12.67887863770003,30.01205429108648
1,5,32,0.05,2.0,100,30,20,100,0,150,90.0,30,0.02559479316157654,0.02559479316157654,2.755660609157029,2.755660609157029,0.07922816251426656,30.04753689750856
2,5,32,0.05,2.0,100,30,20,100,0,150,90.0,30,0.05113217473128624,0.05113217473128624,5.680790776716853,5.680790776716853,3.43368382029251,30.0475369114784
3,5,32,0.05,2.0,100,30,20,100,0,150,90.0,30,0.16884748157565918,0.16884748157565918,10.171538911344197,10.171538911344197,10.99453463986453,30.047675966709914
4,5,32,0.05,2.0,100,30,20,100,0,150,90.0,30,0.3566535675707656,0.3566535675707656,14.38949249754411,14.38949249754411,19.371148445850082,30.053564043051797
5,5,32,0.05,2.0,100,30,20,100,0,150,90.0,30,0.5698690475856982,0.5698690475856982,19.85379300717726,19.85379300717726,27.08192040014181,30.095073795017118
1,6,32,0.05,2.0,100,30,20,100,0,150,90.0,30,0.027153448342685994,0.027153448342685994,2.955064651687491,2.955064651687491,0.29255001618663234,30.17553000971198
2,6,32,0.05,2.0,100,30,20,100,0,150,90.0,30,0.0890076850089721,0.0890076850089721,7.564438056367728,7.564438056367728,6.176835728613705,30.175530023681816
3,6,32,0.05,2.0,100,30,20,100,0,150,90.0,30,0.278436795562942,0.278436795562942,13.107496078478711,13.107496078478711,16.05629433511946,30.175669078913334
4,6,32,0.05,2.0,100,30,20,100,0,150,90.0,30,0.5272485585060318,0.5272485585060318,19.018392404259014,19.018392404259014,25.617162181562204,30.18155715525522
5,6,32,0.05,2.0,100,30,20,100,0,150,90.0,30,0.7581881240886293,0.7581881240886293,25.481238726584564,25.481238726584564,33.795259202357165,30.22306690722054
6,6,32,0.05,2.0,100,30,20,100,0,150,90.0,30,0.8745622262494078,0.8745622262494078,29.13790063961809,29.13790063961809,40.597322779986214,30.35106001942396
2,2,2,0.05,2.0,100,35,20,100,0,155,95.0,35,0.6143087150000596,0.6143087150000596,61.80855797434484,61.80855797434484,56.249999999999986,64.99999999999999
1,3,2,0.05,2.0,100,35,20,100,0,155,95.0,35,0.9271874727046514,0.9271874727046514,60.979359679841224,60.979359679841224,44.44444444444444,61.66666666666666
2,3,2,0.05,2.0,100,35,20,100,0,155,95.0,35,0.4999095090013337,0.4999095090013337,72.41674957853522,72.41674957853522,69.44444444444444,76.66666666666666
3,3,2,0.05,2.0,100,35,20,100,0,155,95.0,35,0.24030364640052299,0.24030364640052299,81.00037451305595,81.00037451305595,79.01234567901231,88.33333333333333
1,4,2,0.05,2.0,100,35,20,100,0,155,95.0,35,0.9500802050525778,0.9500802050525778,68.68333245366104,68.68333245366104,56.249999999999986,68.74999999999999
2,4,2,0.05,2.0,100,35,20,100,0,155,95.0,35,0.4340058286566174,0.4340058286566174,78.54785269921143,78.54785269921143,76.56249999999997,83.74999999999999
3,4,2,0.05,2.0,100,35,20,100,0,155,95.0,35,0.16152696081176507,0.16152696081176507,85.72642496512762,85.72642496512762,84.02777777777774,95.41666666666664
4,4,2,0.05,2.0,100,35,20,100,0,155,95.0,35,0.1065757931265352,0.1065757931265352,89.46483972338152,89.46483972338152,87.89062499999997,102.49999999999999
1,5,2,0.05,2.0,100,35,20,100,0,155,95.0,35,0.9580121769433692,0.9580121769433692,73.49549680459933,73.49549680459933,64.0,73.4
2,5,2,0.05,2.0,100,35,20,100,0,155,95.0,35,0.39293846682922223,0.39293846682922223,82.47528793268108,82.47528793268108,80.99999999999999,88.39999999999999
3,5,2,0.05,2.0,100,35,20,100,0,155,95.0,35,0.13038283406959886,0.13038283406959886,88.66794393331305,88.66794393331305,87.1111111111111,100.06666666666666
4,5,2,0.05,2.0,100,35,20,100,0,155,95.0,35,0.08682775664348297,0.08682775664348297,91.75260241624002,91.75260241624002,90.24999999999997,107.14999999999999
5,5,2,0.05,2.0,100,35,20,100,0,155,95.0,35,0.07138335616283265,0.07138335616283265,93.62152469564235,93.62152469564235,92.15999999999997,111.8
1,6,2,0.05,2.0,100,35,20,100,0,155,95.0,35,0.9620349901499988,0.9620349901499988,76.8219597489736,76.8219597489736,69.44444444444444,76.66666666666666
2,6,2,0.05,2.0,100,35,20,100,0,155,95.0,35,0.3653617822334884,0.3653617822334884,85.19499636870643,85.19499636870643,84.02777777777774,91.66666666666664
3,6,2,0.05,2.0,100,35,20,100,0,155,95.0,35,0.11436634824412131,0.11436634824412131,90.66860716465368,90.66860716465368,89.1975308641975,103.33333333333333
4,6,2,0.05,2.0,100,35,20,100,0,155,95.0,35,0.07687521829877156,0.07687521829877156,93.29611510487248,93.29611510487248,91.84027777777777,110.41666666666664
5,6,2,0.05,2.0,100,35,20,100,0,155,95.0,35,0.06358542558834705,0.06358542558834705,94.87677065088121,94.87677065088121,93.44444444444441,115.06666666666666
6,6,2,0.05,2.0,100,35,20,100,0,155,95.0,35,0.05685437624626623,0.05685437624626623,95.93506955561071,95.93506955561071,94.52160493827158,118.33333333333331
2,2,4,0.05,2.0,100,35,20,100,0,155,95.0,35,0.6701542702352214,0.6701542702352214,38.37205437839193,38.37205437839193,31.640624999999993,42.49999999999999
1,3,4,0.05,2.0,100,35,20,100,0,155,95.0,35,0.3456032831609614,0.3456032831609614,26.86084970770338,26.86084970770338,19.753086419753092,46.85185185185185
2,3,4,0.05,2.0,100,35,20,100,0,155,95.0,35,0.8747895797357323,0.8747895797357323,50.62295899663878,50.62295899663878,48.2253086419753,50.60185185185185
3,3,4,0.05,2.0,100,35,20,100,0,155,95.0,35,0.845662756461789,0.845662756461789,58.935624147667426,58.935624147667426,62.42950769699739,58.70370370370371
1,4,4,0.05,2.0,100,35,20,100,0,155,95.0,35,0.7903861427075154,0.7903861427075154,48.36287741066842,48.36287741066842,31.640624999999993,53.98437499999999
2,4,4,0.05,2.0,100,35,20,100,0,155,95.0,35,0.8933611314767738,0.8933611314767738,57.88277997986876,57.88277997986876,58.618164062499986,57.734374999999986
3,4,4,0.05,2.0,100,35,20,100,0,155,95.0,35,0.8083065014090355,0.8083065014090355,65.69568444385351,65.69568444385351,70.60667438271602,65.83622685185183
4,4,4,0.05,2.0,100,35,20,100,0,155,95.0,35,0.7245742638325101,0.7245742638325101,72.38766922350267,72.38766922350267,77.24761962890622,72.96874999999999
1,5,4,0.05,2.0,100,35,20,100,0,155,95.0,35,0.9042265126787707,0.9042265126787707,57.98654739877793,57.98654739877793,40.959999999999994,59.57599999999999
2,5,4,0.05,2.0,100,35,20,100,0,155,95.0,35,0.8969209814321598,0.8969209814321598,63.2857464823788,63.2857464823788,65.60999999999999,63.32599999999998
3,5,4,0.05,2.0,100,35,20,100,0,155,95.0,35,0.7771302785100161,0.7771302785100161,70.77561201576381,70.77561201576381,75.88345679012343,71.42785185185184
4,5,4,0.05,2.0,100,35,20,100,0,155,95.0,35,0.6541935997322113,0.6541935997322113,77.36684670202665,77.36684670202665,81.45062499999996,78.560375
5,5,4,0.05,2.0,100,35,20,100,0,155,95.0,35,0.5481278295199008,0.5481278295199008,82.19806168725296,82.19806168725296,84.93465599999996,84.15199999999999
1,6,4,0.05,2.0,100,35,20,100,0,155,95.0,35,0.933625617548068,0.933625617548068,63.32029981649285,63.32029981649285,48.2253086419753,63.935185185185176
2,6,4,0.05,2.0,100,35,20,100,0,155,95.0,35,0.8972854063826001,0.8972854063826001,67.41628941022203,67.41628941022203,70.60667438271602,67.68518518518518
3,6,4,0.05,2.0,100,35,20,100,0,155,95.0,35,0.7520466290738301,0.7520466290738301,74.59719314939206,74.59719314939206,79.56199512269468,75.78703703703704
4,6,4,0.05,2.0,100,35,20,100,0,155,95.0,35,0.5967706566325764,0.5967706566325764,81.02152300605489,81.02152300605489,84.34636622299382,82.91956018518518
5,6,4,0.05,2.0,100,35,20,100,0,155,95.0,35,0.4619195751490861,0.4619195751490861,85.62590764766814,85.62590764766814,87.31864197530862,88.51118518518518
6,6,4,0.05,2.0,100,35,20,100,0,155,95.0,35,0.35686425694404716,0.35686425694404716,88.74020856248485,88.74020856248485,89.34333800106688,92.87037037037035
2,2,8,0.05,2.0,100,35,20,100,0,155,95.0,35,0.08298308804099677,0.08298308804099677,13.265528070532191,13.265528070532191,10.01129150390625,35.46875
1,3,8,0.05,2.0,100,35,20,100,0,155,95.0,35,0.042778142578800346,0.042778142578800346,7.276412780823295,7.276412780823295,3.901844231062346,37.34110653863741
2,3,8,0.05,2.0,100,35,20,100,0,155,95.0,35,0.4391020637788844,0.4391020637788844,25.937071311860862,25.937071311860862,23.256803936137793,37.575481538637405
3,3,8,0.05,2.0,100,35,20,100,0,155,95.0,35,0.8548371018232467,0.8548371018232467,38.72558761384164,38.72558761384164,38.974434312894566,39.68221307727482
