S,G,D,base_cost,act_cost,search_cost,bespoke_zilch,bespoke_full,comp_zilch,comp_partial,comp_full,asymptotic_compositionality,max_compositionality,asymptotic_cost,max_cost,bespoke_cost,comp_cost,asymptotic_advantage
1,100,20,100,16,0,100,0,116,66.0,16,1.0,1.0,56.895346879861535,56.895346879861535,81.79069375972307,56.895346879861535,0.24895346879861535
1,100,100,100,16,0,100,0,116,66.0,16,0.9999999905165426,0.9999999905165426,34.30161691192614,34.30161691192614,36.603234127322914,34.30161706366145,0.023016172153967743
1,100,200,100,16,0,100,0,116,66.0,16,0.20101086570808638,0.20101086570808638,9.915157594227503,9.915157594227503,13.397967485796169,22.698983742898086,0.03482809891568665
1,100,2,100,18,0,100,0,118,68.0,18,1.0,1.0,67.00499999999998,67.00499999999998,98.00999999999998,67.00499999999998,0.31004999999999994
1,100,20,100,18,0,100,0,118,68.0,18,1.0,1.0,58.895346879861535,58.895346879861535,81.79069375972307,58.895346879861535,0.22895346879861533
1,100,100,100,18,0,100,0,118,68.0,18,0.9999999905165426,0.9999999905165426,36.301616892959224,36.301616892959224,36.603234127322914,36.30161706366145,0.003016172343636896
1,100,200,100,18,0,100,0,118,68.0,18,0.20101086570808638,0.20101086570808638,10.317179325643679,10.317179325643679,13.397967485796169,24.698983742898086,0.030807881601524905
1,100,2,100,20,0,100,0,120,70.0,20,1.0,1.0,69.00499999999998,69.00499999999998,98.00999999999998,69.00499999999998,0.29005
1,100,20,100,20,0,100,0,120,70.0,20,1.0,1.0,60.89534687986154,60.89534687986154,81.79069375972307,60.89534687986154,0.2089534687986153
1,100,100,100,20,0,100,0,120,70.0,20,0.9999999905165426,0.9999999905165426,38.30161687399231,38.30161687399231,36.603234127322914,38.30161706366145,-0.016983827466693954
1,100,200,100,20,0,100,0,120,70.0,20,0.20101086570808638,0.20101086570808638,10.719201057059854,10.719201057059854,13.397967485796169,26.698983742898083,0.026787664287363153
1,100,2,100,22,0,100,0,122,72.0,22,1.0,1.0,71.00499999999998,71.00499999999998,98.00999999999998,71.00499999999998,0.27004999999999996
1,100,20,100,22,0,100,0,122,72.0,22,1.0,1.0,62.895346879861535,62.895346879861535,81.79069375972307,62.895346879861535,0.18895346879861535
1,100,100,100,22,0,100,0,122,72.0,22,0.9999999905165426,0.9999999905165426,40.301616855025394,40.301616855025394,36.603234127322914,40.30161706366145,-0.0369838272770248
1,100,200,100,22,0,100,0,122,72.0,22,0.20101086570808638,0.20101086570808638,11.121222788476027,11.121222788476027,13.397967485796169,28.698983742898083,0.02276744697320142
1,100,2,100,24,0,100,0,124,74.0,24,1.0,1.0,73.00499999999998,73.00499999999998,98.00999999999998,73.00499999999998,0.25004999999999994
1,100,20,100,24,0,100,0,124,74.0,24,1.0,1.0,64.89534687986153,64.89534687986153,81.79069375972307,64.89534687986153,0.16895346879861534
1,100,100,100,24,0,100,0,124,74.0,24,0.9999999905165426,0.9999999905165426,42.301616836058486,42.301616836058486,36.603234127322914,42.30161706366146,-0.05698382708735572
1,100,200,100,24,0,100,0,124,74.0,24,0.20101086570808638,0.20101086570808638,11.523244519892202,11.523244519892202,13.397967485796169,30.698983742898086,0.018747229659039667
1,100,2,100,26,0,100,0,126,76.0,26,1.0,1.0,75.00499999999998,75.00499999999998,98.00999999999998,75.00499999999998,0.23004999999999995
1,100,20,100,26,0,100,0,126,76.0,26,1.0,1.0,66.89534687986153,66.89534687986153,81.79069375972307,66.89534687986153,0.14895346879861535
1,100,100,100,26,0,100,0,126,76.0,26,0.9999999905165426,0.9999999905165426,44.30161681709157,44.30161681709157,36.603234127322914,44.30161706366145,-0.07698382689768657
1,100,200,100,26,0,100,0,126,76.0,26,0.20101086570808638,0.20101086570808638,11.925266251308377,11.925266251308377,13.397967485796169,32.698983742898086,0.014727012344877917
1,100,2,100,28,0,100,0,128,78.0,28,1.0,1.0,77.00499999999998,77.00499999999998,98.00999999999998,77.00499999999998,0.21004999999999996
1,100,20,100,28,0,100,0,128,78.0,28,1.0,1.0,68.89534687986153,68.89534687986153,81.79069375972307,68.89534687986153,0.12895346879861536
1,100,100,100,28,0,100,0,128,78.0,28,0.9999999905165426,0.9999999905165426,46.301616798124655,46.301616798124655,36.603234127322914,46.30161706366145,-0.09698382670801742
1,100,200,100,28,0,100,0,128,78.0,28,0.20101086570808638,0.20101086570808638,12.327287982724553,12.327287982724553,13.397967485796169,34.698983742898086,0.010706795030716166
1,100,2,100,30,0,100,0,130,80.0,30,1.0,1.0,79.00499999999998,79.00499999999998,98.00999999999998,79.00499999999998,0.19004999999999994
1,100,20,100,30,0,100,0,130,80.0,30,1.0,1.0,70.89534687986153,70.89534687986153,81.79069375972307,70.89534687986153,0.10895346879861535
1,100,100,100,30,0,100,0,130,80.0,30,0.9999999905165426,0.9999999905165426,48.30161677915774,48.30161677915774,36.603234127322914,48.30161706366145,-0.11698382651834827
1,100,200,100,30,0,100,0,130,80.0,30,0.20101086570808638,0.20101086570808638,12.729309714140726,12.729309714140726,13.397967485796169,36.698983742898086,0.006686577716554431
1,100,2,100,32,0,100,0,132,82.0,32,1.0,1.0,81.00499999999997,81.00499999999997,98.00999999999998,81.00499999999997,0.1700500000000001
1,100,20,100,32,0,100,0,132,82.0,32,1.0,1.0,72.89534687986153,72.89534687986153,81.79069375972307,72.89534687986153,0.08895346879861535
1,100,100,100,32,0,100,0,132,82.0,32,0.9999999905165426,0.9999999905165426,50.301616760190825,50.301616760190825,36.603234127322914,50.30161706366145,-0.13698382632867911
1,100,200,100,32,0,100,0,132,82.0,32,0.20101086570808638,0.20101086570808638,13.131331445556903,13.131331445556903,13.397967485796169,38.698983742898086,0.002666360402392662
1,100,2,100,34,0,100,0,134,84.0,34,1.0,1.0,83.00499999999998,83.00499999999998,98.00999999999998,83.00499999999998,0.15004999999999996
1,100,20,100,34,0,100,0,134,84.0,34,1.0,1.0,74.89534687986153,74.89534687986153,81.79069375972307,74.89534687986153,0.06895346879861534
1,100,100,100,34,0,100,0,134,84.0,34,0.9999999905165426,0.9999999905165426,52.30161674122391,52.30161674122391,36.603234127322914,52.30161706366145,-0.15698382613900996
1,100,200,100,34,0,100,0,134,84.0,34,0.20101086570808638,0.20101086570808638,13.533353176973078,13.533353176973078,13.397967485796169,40.698983742898086,-0.0013538569117690891
1,100,2,100,36,0,100,0,136,86.0,36,1.0,1.0,85.00499999999998,85.00499999999998,98.00999999999998,85.00499999999998,0.13004999999999994
1,100,20,100,36,0,100,0,136,86.0,36,1.0,1.0,76.89534687986153,76.89534687986153,81.79069375972307,76.89534687986153,0.04895346879861535
1,100,100,100,36,0,100,0,136,86.0,36,0.9999999905165426,0.9999999905165426,54.301616722256995,54.301616722256995,36.603234127322914,54.30161706366145,-0.1769838259493408
1,100,200,100,36,0,100,0,136,86.0,36,0.20101086570808638,0.20101086570808638,13.935374908389251,13.935374908389251,13.397967485796169,42.698983742898086,-0.005374074225930823
1,100,2,100,38,0,100,0,138,88.0,38,1.0,1.0,87.00499999999998,87.00499999999998,98.00999999999998,87.00499999999998,0.11004999999999995
1,100,20,100,38,0,100,0,138,88.0,38,1.0,1.0,78.89534687986153,78.89534687986153,81.79069375972307,78.89534687986153,0.028953468798615347
1,100,100,100,38,0,100,0,138,88.0,38,0.9999999905165426,0.9999999905165426,56.30161670329008,56.30161670329008,36.603234127322914,56.30161706366146,-0.19698382575967166
1,100,200,100,38,0,100,0,138,88.0,38,0.20101086570808638,0.20101086570808638,14.337396639805426,14.337396639805426,13.397967485796169,44.69898374289808,-0.009394291540092574
1,100,2,100,40,0,100,0,140,90.0,40,1.0,1.0,89.00499999999998,89.00499999999998,98.00999999999998,89.00499999999998,0.09004999999999995
1,100,20,100,40,0,100,0,140,90.0,40,1.0,1.0,80.89534687986153,80.89534687986153,81.79069375972307,80.89534687986153,0.008953468798615347
1,100,100,100,40,0,100,0,140,90.0,40,0.9999999905165426,0.9999999905165426,58.301616684323164,58.301616684323164,36.603234127322914,58.30161706366146,-0.2169838255700025
1,100,200,100,40,0,100,0,140,90.0,40,0.20101086570808638,0.20101086570808638,14.7394183712216,14.7394183712216,13.397967485796169,46.69898374289808,-0.013414508854254308
1,100,2,100,42,0,100,0,142,92.0,42,1.0,1.0,91.00499999999998,91.00499999999998,98.00999999999998,91.00499999999998,0.07004999999999996
1,100,20,100,42,0,100,0,142,92.0,42,1.0,1.0,82.89534687986155,82.89534687986155,81.79069375972307,82.89534687986155,-0.011046531201384794
1,100,100,100,42,0,100,0,142,92.0,42,0.9999999905165426,0.9999999905165426,60.30161666535625,60.30161666535625,36.603234127322914,60.30161706366145,-0.23698382538033336
1,100,200,100,42,0,100,0,142,92.0,42,0.20101086570808638,0.20101086570808638,15.141440102637777,15.141440102637777,13.397967485796169,48.69898374289808,-0.017434726168416077
1,100,2,100,44,0,100,0,144,94.0,44,1.0,1.0,93.00499999999998,93.00499999999998,98.00999999999998,93.00499999999998,0.050049999999999956
1,100,20,100,44,0,100,0,144,94.0,44,1.0,1.0,84.89534687986153,84.89534687986153,81.79069375972307,84.89534687986153,-0.031046531201384654
1,100,100,100,44,0,100,0,144,94.0,44,0.9999999905165426,0.9999999905165426,62.301616646389334,62.301616646389334,36.603234127322914,62.30161706366145,-0.2569838251906642
1,100,200,100,44,0,100,0,144,94.0,44,0.20101086570808638,0.20101086570808638,15.54346183405395,15.54346183405395,13.397967485796169,50.69898374289808,-0.02145494348257781
1,100,2,100,46,0,100,0,146,96.0,46,1.0,1.0,95.00499999999998,95.00499999999998,98.00999999999998,95.00499999999998,0.030049999999999955
1,100,20,100,46,0,100,0,146,96.0,46,1.0,1.0,86.89534687986153,86.89534687986153,81.79069375972307,86.89534687986153,-0.05104653120138465
1,100,100,100,46,0,100,0,146,96.0,46,0.9999999905165426,0.9999999905165426,64.30161662742242,64.30161662742242,36.603234127322914,64.30161706366145,-0.27698382500099505
1,100,200,100,46,0,100,0,146,96.0,46,0.20101086570808638,0.20101086570808638,15.945483565470127,15.945483565470127,13.397967485796169,52.69898374289808,-0.02547516079673958
1,100,2,100,48,0,100,0,148,98.0,48,1.0,1.0,97.00499999999998,97.00499999999998,98.00999999999998,97.00499999999998,0.010049999999999955
1,100,20,100,48,0,100,0,148,98.0,48,1.0,1.0,88.89534687986153,88.89534687986153,81.79069375972307,88.89534687986153,-0.07104653120138466
1,100,100,100,48,0,100,0,148,98.0,48,0.9999999905165426,0.9999999905165426,66.3016166084555,66.3016166084555,36.603234127322914,66.30161706366145,-0.2969838248113259
1,100,200,100,48,0,100,0,148,98.0,48,0.20101086570808638,0.20101086570808638,16.3475052968863,16.3475052968863,13.397967485796169,54.69898374289808,-0.029495378110901315
1,100,2,100,50,0,100,0,150,100.0,50,0.0,0.0,98.00999999999998,98.00999999999998,98.00999999999998,99.00499999999998,0.0
1,100,20,100,50,0,100,0,150,100.0,50,0.494691827022438,0.494691827022438,86.07763575722868,86.07763575722868,81.79069375972307,90.89534687986153,-0.042869419975056076
1,100,100,100,50,0,100,0,150,100.0,50,0.32495172410692696,0.32495172410692696,43.70001180083859,43.70001180083859,36.603234127322914,68.30161706366145,-0.07096777673515675
1,100,200,100,50,0,100,0,150,100.0,50,0.09547798686286064,0.09547798686286064,14.822374963928977,14.822374963928977,13.397967485796169,56.69898374289808,-0.014244074781328084
1,100,2,100,52,0,100,0,152,102.0,52,0.0,0.0,98.00999999999998,98.00999999999998,98.00999999999998,101.00499999999998,0.0
1,100,20,100,52,0,100,0,152,102.0,52,0.0,0.0,81.79069375972307,81.79069375972307,81.79069375972307,92.89534687986153,0.0
1,100,100,100,52,0,100,0,152,102.0,52,0.0,0.0,36.603234127322914,36.603234127322914,36.603234127322914,70.30161706366145,0.0
1,100,200,100,52,0,100,0,152,102.0,52,0.0,0.0,13.397967485796169,13.397967485796169,13.397967485796169,58.69898374289808,0.0
1,100,2,100,54,0,100,0,154,104.0,54,0.0,0.0,98.00999999999998,98.00999999999998,98.00999999999998,103.00499999999998,0.0
1,100,20,100,54,0,100,0,154,104.0,54,0.0,0.0,81.79069375972307,81.79069375972307,81.79069375972307,94.89534687986153,0.0
1,100,100,100,54,0,100,0,154,104.0,54,0.0,0.0,36.603234127322914,36.603234127322914,36.603234127322914,72.30161706366145,0.0
1,100,200,100,54,0,100,0,154,104.0,54,0.0,0.0,13.397967485796169,13.397967485796169,13.397967485796169,60.69898374289808,0.0
1,100,2,100,56,0,100,0,156,106.0,56,0.0,0.0,98.00999999999998,98.00999999999998,98.00999999999998,105.00499999999998,0.0
1,100,20,100,56,0,100,0,156,106.0,56,0.0,0.0,81.79069375972307,81.79069375972307,81.79069375972307,96.89534687986153,0.0
1,100,100,100,56,0,100,0,156,106.0,56,0.0,0.0,36.603234127322914,36.603234127322914,36.603234127322914,74.30161706366145,0.0
1,100,200,100,56,0,100,0,156,106.0,56,0.0,0.0,13.397967485796169,13.397967485796169,13.397967485796169,62.698983742898086,0.0
1,100,2,100,58,0,100,0,158,108.0,58,0.0,0.0,98.00999999999998,98.00999999999998,98.00999999999998,107.00499999999998,0.0
1,100,20,100,58,0,100,0,158,108.0,58,0.0,0.0,81.79069375972307,81.79069375972307,81.79069375972307,98.89534687986155,0.0
1,100,100,100,58,0,100,0,158,108.0,58,0.0,0.0,36.603234127322914,36.603234127322914,36.603234127322914,76.30161706366145,0.0
1,100,200,100,58,0,100,0,158,108.0,58,0.0,0.0,13.397967485796169,13.397967485796169,13.397967485796169,64.69898374289808,0.0
1,100,2,100,60,0,100,0,160,110.0,60,0.0,0.0,98.00999999999998,98.00999999999998,98.00999999999998,109.00499999999998,0.0
1,100,20,100,60,0,100,0,160,110.0,60,0.0,0.0,81.79069375972307,81.79069375972307,81.79069375972307,100.89534687986153,0.0
1,100,100,100,60,0,100,0,160,110.0,60,0.0,0.0,36.603234127322914,36.603234127322914,36.603234127322914,78.30161706366145,0.0
1,100,200,100,60,0,100,0,160,110.0,60,0.0,0.0,13.397967485796169,13.397967485796169,13.397967485796169,66.69898374289808,0.0
1,100,2,100,0,2,100,0,102,51.0,0,1.0,1.0,49.98509999999999,49.98509999999999,98.00999999999998,49.98509999999999,0.48024899999999987
1,100,20,100,0,2,100,0,102,51.0,0,1.0,1.0,41.71325381745877,41.71325381745877,81.79069375972307,41.71325381745877,0.400774399422643
1,100,100,100,0,2,100,0,102,51.0,0,1.0,1.0,18.667649404934686,18.667649404934686,36.603234127322914,18.667649404934686,0.1793558472238823
1,100,200,100,0,2,100,0,102,51.0,0,0.8143409329788176,0.8143409329788176,6.8329634177560745,6.8329634177560745,13.397967485796169,6.832963417756046,0.06565004068040095
1,100,2,100,2,2,100,0,104,53.0,2,1.0,1.0,51.98509999999999,51.98509999999999,98.00999999999998,51.98509999999999,0.4602489999999999
1,100,20,100,2,2,100,0,104,53.0,2,1.0,1.0,43.713253817458764,43.713253817458764,81.79069375972307,43.713253817458764,0.3807743994226431
1,100,100,100,2,2,100,0,104,53.0,2,0.9999999905165426,0.9999999905165426,20.66764938596777,20.66764938596777,36.603234127322914,20.667649404934686,0.15935584741355144
1,100,200,100,2,2,100,0,104,53.0,2,0.20101086570808638,0.20101086570808638,7.234985149172242,7.234985149172242,13.397967485796169,8.832963417756046,0.061629823366239275
1,100,2,100,4,2,100,0,106,55.0,4,1.0,1.0,53.98509999999999,53.98509999999999,98.00999999999998,53.98509999999999,0.4402489999999999
1,100,20,100,4,2,100,0,106,55.0,4,1.0,1.0,45.71325381745877,45.71325381745877,81.79069375972307,45.71325381745877,0.360774399422643
1,100,100,100,4,2,100,0,106,55.0,4,0.9999999905165426,0.9999999905165426,22.667649367000855,22.667649367000855,36.603234127322914,22.667649404934686,0.1393558476032206
1,100,200,100,4,2,100,0,106,55.0,4,0.20101086570808638,0.20101086570808638,7.637006880588416,7.637006880588416,13.397967485796169,10.832963417756046,0.05760960605207753
1,100,2,100,6,2,100,0,108,57.0,6,1.0,1.0,55.98509999999998,55.98509999999998,98.00999999999998,55.98509999999998,0.42024899999999993
1,100,20,100,6,2,100,0,108,57.0,6,1.0,1.0,47.713253817458764,47.713253817458764,81.79069375972307,47.713253817458764,0.34077439942264304
1,100,100,100,6,2,100,0,108,57.0,6,0.9999999905165426,0.9999999905165426,24.667649348033944,24.667649348033944,36.603234127322914,24.66764940493469,0.1193558477928897
1,100,200,100,6,2,100,0,108,57.0,6,0.20101086570808638,0.20101086570808638,8.039028612004591,8.039028612004591,13.397967485796169,12.832963417756046,0.05358938873791578
1,100,2,100,8,2,100,0,110,59.0,8,1.0,1.0,57.98509999999998,57.98509999999998,98.00999999999998,57.98509999999998,0.40024899999999997
1,100,20,100,8,2,100,0,110,59.0,8,1.0,1.0,49.71325381745877,49.71325381745877,81.79069375972307,49.71325381745877,0.32077439942264296
1,100,100,100,8,2,100,0,110,59.0,8,0.9999999905165426,0.9999999905165426,26.66764932906703,26.66764932906703,36.603234127322914,26.667649404934686,0.09935584798255885
1,100,200,100,8,2,100,0,110,59.0,8,0.20101086570808638,0.20101086570808638,8.441050343420766,8.441050343420766,13.397967485796169,14.832963417756046,0.04956917142375403
1,100,2,100,10,2,100,0,112,61.0,10,1.0,1.0,59.98509999999998,59.98509999999998,98.00999999999998,59.98509999999998,0.38024899999999995
1,100,20,100,10,2,100,0,112,61.0,10,1.0,1.0,51.713253817458764,51.713253817458764,81.79069375972307,51.713253817458764,0.30077439942264306
1,100,100,100,10,2,100,0,112,61.0,10,0.9999999905165426,0.9999999905165426,28.667649310100114,28.667649310100114,36.603234127322914,28.667649404934686,0.079355848172228
1,100,200,100,10,2,100,0,112,61.0,10,0.20101086570808638,0.20101086570808638,8.84307207483694,8.84307207483694,13.397967485796169,16.832963417756048,0.045548954109592296
1,100,2,100,12,2,100,0,114,63.0,12,1.0,1.0,61.98509999999998,61.98509999999998,98.00999999999998,61.98509999999998,0.36024899999999993
1,100,20,100,12,2,100,0,114,63.0,12,1.0,1.0,53.71325381745877,53.71325381745877,81.79069375972307,53.71325381745877,0.280774399422643
1,100,100,100,12,2,100,0,114,63.0,12,0.9999999905165426,0.9999999905165426,30.6676492911332,30.6676492911332,36.603234127322914,30.667649404934686,0.059355848361897154
1,100,200,100,12,2,100,0,114,63.0,12,0.20101086570808638,0.20101086570808638,9.245093806253116,9.245093806253116,13.397967485796169,18.832963417756048,0.041528736795430524
1,100,2,100,14,2,100,0,116,65.0,14,1.0,1.0,63.98509999999998,63.98509999999998,98.00999999999998,63.98509999999998,0.34024899999999997
1,100,20,100,14,2,100,0,116,65.0,14,1.0,1.0,55.713253817458764,55.713253817458764,81.79069375972307,55.713253817458764,0.2607743994226431
1,100,100,100,14,2,100,0,116,65.0,14,0.9999999905165426,0.9999999905165426,32.66764927216629,32.66764927216629,36.603234127322914,32.667649404934686,0.03935584855156627
1,100,200,100,14,2,100,0,116,65.0,14,0.20101086570808638,0.20101086570808638,9.64711553766929,9.64711553766929,13.397967485796169,20.832963417756048,0.03750851948126879
1,100,2,100,16,2,100,0,118,67.0,16,1.0,1.0,65.98509999999997,65.98509999999997,98.00999999999998,65.98509999999997,0.320249
1,100,20,100,16,2,100,0,118,67.0,16,1.0,1.0,57.71325381745877,57.71325381745877,81.79069375972307,57.71325381745877,0.24077439942264298
1,100,100,100,16,2,100,0,118,67.0,16,0.9999999905165426,0.9999999905165426,34.66764925319937,34.66764925319937,36.603234127322914,34.667649404934686,0.01935584874123542
1,100,200,100,16,2,100,0,118,67.0,16,0.20101086570808638,0.20101086570808638,10.049137269085465,10.049137269085465,13.397967485796169,22.832963417756048,0.03348830216710704
1,100,2,100,18,2,100,0,120,69.0,18,1.0,1.0,67.98509999999997,67.98509999999997,98.00999999999998,67.98509999999997,0.30024900000000004
1,100,20,100,18,2,100,0,120,69.0,18,1.0,1.0,59.713253817458764,59.713253817458764,81.79069375972307,59.713253817458764,0.22077439942264307
1,100,100,100,18,2,100,0,120,69.0,18,0.9999999905165426,0.9999999905165426,36.66764923423246,36.66764923423246,36.603234127322914,36.667649404934686,-0.0006441510690954288
1,100,200,100,18,2,100,0,120,69.0,18,0.20101086570808638,0.20101086570808638,10.45115900050164,10.45115900050164,13.397967485796169,24.832963417756048,0.02946808485294529
1,100,2,100,20,2,100,0,122,71.0,20,1.0,1.0,69.98509999999997,69.98509999999997,98.00999999999998,69.98509999999997,0.280249
1,100,20,100,20,2,100,0,122,71.0,20,1.0,1.0,61.71325381745877,61.71325381745877,81.79069375972307,61.71325381745877,0.200774399422643
1,100,100,100,20,2,100,0,122,71.0,20,0.9999999905165426,0.9999999905165426,38.66764921526554,38.66764921526554,36.603234127322914,38.667649404934686,-0.02064415087942628
1,100,200,100,20,2,100,0,122,71.0,20,0.20101086570808638,0.20101086570808638,10.853180731917815,10.853180731917815,13.397967485796169,26.832963417756044,0.025447867538783538
1,100,2,100,22,2,100,0,124,73.0,22,1.0,1.0,71.98509999999997,71.98509999999997,98.00999999999998,71.98509999999997,0.260249
1,100,20,100,22,2,100,0,124,73.0,22,1.0,1.0,63.713253817458764,63.713253817458764,81.79069375972307,63.713253817458764,0.18077439942264306
1,100,100,100,22,2,100,0,124,73.0,22,0.9999999905165426,0.9999999905165426,40.667649196298626,40.667649196298626,36.603234127322914,40.667649404934686,-0.04064415068975712
1,100,200,100,22,2,100,0,124,73.0,22,0.20101086570808638,0.20101086570808638,11.25520246333399,11.25520246333399,13.397967485796169,28.832963417756048,0.021427650224621786
1,100,2,100,24,2,100,0,126,75.0,24,1.0,1.0,73.98509999999997,73.98509999999997,98.00999999999998,73.98509999999997,0.24024900000000002
1,100,20,100,24,2,100,0,126,75.0,24,1.0,1.0,65.71325381745876,65.71325381745876,81.79069375972307,65.71325381745876,0.16077439942264304
1,100,100,100,24,2,100,0,126,75.0,24,0.9999999905165426,0.9999999905165426,42.66764917733171,42.66764917733171,36.603234127322914,42.667649404934686,-0.06064415050008797
1,100,200,100,24,2,100,0,126,75.0,24,0.20101086570808638,0.20101086570808638,11.657224194750164,11.657224194750164,13.397967485796169,30.832963417756048,0.01740743291046005
1,100,2,100,26,2,100,0,128,77.0,26,1.0,1.0,75.98509999999997,75.98509999999997,98.00999999999998,75.98509999999997,0.22024900000000003
1,100,20,100,26,2,100,0,128,77.0,26,1.0,1.0,67.71325381745876,67.71325381745876,81.79069375972307,67.71325381745876,0.14077439942264305
1,100,100,100,26,2,100,0,128,77.0,26,0.9999999905165426,0.9999999905165426,44.667649158364796,44.667649158364796,36.603234127322914,44.667649404934686,-0.08064415031041883
