S,D,ε,β,act_cost,search_cost,bespoke_zilch,bespoke_full,comp_zilch,comp_partial,comp_full,asymptotic_compositionality,max_compositionality,asymptotic_cost,max_cost,bespoke_cost,comp_cost
4,4,0.05,2.0,5,0,10,0,5,5.0,5,0.9671888723175887,0.9671888723175887,5.08432771844239,5.08432771844239,7.724761962890621,4.999999999999998
4,8,0.05,2.0,5,0,10,0,5,5.0,5,0.9527420546316643,0.9527420546316643,5.008284931523981,5.008284931523981,5.967194738332181,5.0
4,16,0.05,2.0,5,0,10,0,5,5.0,5,0.8084997535003,0.8084997535003,4.249045989909863,4.249045989909863,3.5607413045179275,4.999999999999999
4,32,0.05,2.0,5,0,10,0,5,5.0,5,0.2149216010427331,0.2149216010427331,1.1246667703443385,1.1246667703443385,1.2678878637700028,4.999999999999998
4,64,0.05,2.0,5,0,10,0,5,5.0,5,0.04341609240404845,0.04341609240404845,0.22192423338745637,0.22192423338745637,0.16075396350952673,4.999999999999999
4,2,0.05,2.0,6,0,10,0,6,6.0,6,0.971274488872373,0.971274488872373,6.079924464024213,6.079924464024213,8.789062499999996,5.999999999999998
4,4,0.05,2.0,6,0,10,0,6,6.0,6,0.9668309006689629,0.9668309006689629,6.052078263349675,6.052078263349675,7.724761962890621,5.999999999999998
4,8,0.05,2.0,6,0,10,0,6,6.0,6,0.952237544559092,0.952237544559092,5.960627502354623,5.960627502354623,5.967194738332181,5.999999999999999
4,16,0.05,2.0,6,0,10,0,6,6.0,6,0.8073743382151816,0.8073743382151816,5.052827380121401,5.052827380121401,3.5607413045179275,5.999999999999998
4,32,0.05,2.0,6,0,10,0,6,6.0,6,0.21478029475286953,0.21478029475286953,1.3392761018717594,1.3392761018717594,1.2678878637700028,5.999999999999998
4,64,0.05,2.0,6,0,10,0,6,6.0,6,0.04337064362180059,0.04337064362180059,0.265119963981743,0.265119963981743,0.16075396350952673,5.999999999999999
4,2,0.05,2.0,7,0,10,0,7,7.0,7,0.9689800638060171,0.9689800638060171,7.0552909396231165,7.0552909396231165,8.789062499999996,6.999999999999998
4,4,0.05,2.0,7,0,10,0,7,7.0,7,0.9641973348697196,0.9641973348697196,7.0204315512534485,7.0204315512534485,7.724761962890621,6.999999999999997
4,8,0.05,2.0,7,0,10,0,7,7.0,7,0.9485412785206105,0.9485412785206105,6.906320850881303,6.906320850881303,5.967194738332181,6.999999999999999
4,16,0.05,2.0,7,0,10,0,7,7.0,7,0.7995070872631055,0.7995070872631055,5.820070548469867,5.820070548469867,3.5607413045179275,6.999999999999998
4,32,0.05,2.0,7,0,10,0,7,7.0,7,0.21409959128282444,0.21409959128282444,1.5532706673353545,1.5532706673353545,1.2678878637700028,6.999999999999998
4,64,0.05,2.0,7,0,10,0,7,7.0,7,0.04332269207437417,0.04332269207437417,0.3085465081016946,0.3085465081016946,0.16075396350952673,7.0
4,2,0.05,2.0,8,0,10,0,8,8.0,8,0.9523666472616387,0.9523666472616387,8.037299977748724,8.037299977748724,8.789062499999996,7.9999999999999964
4,4,0.05,2.0,8,0,10,0,8,8.0,8,0.9451970157557344,0.9451970157557344,7.976708459438891,7.976708459438891,7.724761962890621,7.9999999999999964
4,8,0.05,2.0,8,0,10,0,8,8.0,8,0.9222626946639082,0.9222626946639082,7.782887433181878,7.782887433181878,5.967194738332181,8.0
4,16,0.05,2.0,8,0,10,0,8,8.0,8,0.7504592727546916,0.7504592727546916,6.3309536516853555,6.3309536516853555,3.5607413045179275,7.999999999999999
4,32,0.05,2.0,8,0,10,0,8,8.0,8,0.20928049432205,0.20928049432205,1.7573791471531968,1.7573791471531968,1.2678878637700028,7.999999999999997
4,64,0.05,2.0,8,0,10,0,8,8.0,8,0.04301335723762249,0.04301335723762249,0.35223325190346366,0.35223325190346366,0.16075396350952673,7.999999999999999
4,2,0.05,2.0,9,0,10,0,9,9.0,9,0.8456956375301287,0.8456956375301287,8.967152743423283,8.967152743423283,8.789062499999996,8.999999999999996
4,4,0.05,2.0,9,0,10,0,9,9.0,9,0.8259344880525463,0.8259344880525463,8.756654503039172,8.756654503039172,7.724761962890621,8.999999999999996
4,8,0.05,2.0,9,0,10,0,9,9.0,9,0.7703776254433757,0.7703776254433757,8.164855841035273,8.164855841035273,5.967194738332181,9.0
