pop,gen,cost,compositionality,agent
19,30,26.112224999999995,0.03125,rational
19,31,22.76976249999999,0.0,rational
20,1,53.34369999999996,0.0,rational
20,2,23.788893749999993,0.0,rational
20,3,23.819928124999993,0.03125,rational
20,4,21.595674999999993,0.0625,rational
20,5,29.316637499999995,0.03125,rational
20,6,23.201849999999993,0.03125,rational
20,7,22.02776249999999,0.09375,rational
20,8,22.459849999999992,0.125,rational
20,9,29.161681249999997,0.09375,rational
20,10,30.953846874999993,0.03125,rational
20,11,25.827156249999994,0.0,rational
20,12,27.865418749999996,0.0,rational
20,13,24.808024999999994,0.0,rational
20,14,26.846287499999995,0.0,rational
20,15,20.731499999999993,0.0,rational
20,16,23.788893749999996,0.0,rational
20,17,24.80802499999999,0.0,rational
20,18,27.89645312499999,0.03125,rational
20,19,24.808024999999994,0.0,rational
20,20,24.80802499999999,0.0,rational
20,21,26.846287499999992,0.0,rational
20,22,24.80802499999999,0.0,rational
20,23,27.865418749999993,0.0,rational
20,24,26.846287499999992,0.0,rational
20,25,21.750631249999994,0.0,rational
20,26,23.788893749999993,0.0,rational
20,27,21.75063124999999,0.0,rational
20,28,26.846287499999992,0.0,rational
20,29,28.884549999999994,0.0,rational
20,30,21.750631249999994,0.0,rational
20,31,31.941943749999997,0.0,rational
21,1,53.34369999999996,0.0,rational
21,2,28.884549999999994,0.0,rational
21,3,26.846287499999992,0.0,rational
21,4,27.865418749999993,0.0,rational
21,5,23.78889374999999,0.0,rational
21,6,29.934715624999995,0.03125,rational
21,7,27.896453124999994,0.03125,rational
21,8,20.731499999999993,0.0,rational
21,9,24.83905937499999,0.03125,rational
21,10,34.011240624999985,0.03125,rational
21,11,22.76976249999999,0.0,rational
21,12,23.78889374999999,0.0,rational
21,13,23.78889374999999,0.0,rational
21,14,25.827156249999998,0.0,rational
21,15,25.827156249999994,0.0,rational
21,16,28.91558437499999,0.03125,rational
21,17,28.88454999999999,0.0,rational
21,18,22.769762499999995,0.0,rational
21,19,25.82715624999999,0.0,rational
21,20,22.769762499999988,0.0,rational
21,21,21.750631249999994,0.0,rational
21,22,23.788893749999993,0.0,rational
21,23,21.750631249999994,0.0,rational
21,24,31.972978124999994,0.03125,rational
21,25,27.555506249999997,0.125,rational
21,26,23.63393749999999,0.0625,rational
21,27,31.632031249999997,0.125,rational
21,28,27.408487499999993,0.125,rational
21,29,29.593768749999995,0.125,rational
21,30,25.240112499999995,0.03125,rational
21,31,23.633937499999995,0.0625,rational
22,1,53.34369999999996,0.0,rational
22,2,23.78889374999999,0.0,rational
22,3,21.750631249999994,0.0,rational
22,4,21.750631249999994,0.0,rational
22,5,22.76976249999999,0.0,rational
22,6,20.731499999999993,0.0,rational
22,7,24.808024999999994,0.0,rational
22,8,21.75063124999999,0.0,rational
22,9,27.89645312499999,0.03125,rational
22,10,23.788893749999993,0.0,rational
22,11,22.76976249999999,0.0,rational
22,12,21.75063124999999,0.0,rational
22,13,25.827156249999994,0.0,rational
22,14,23.788893749999993,0.0,rational
22,15,26.846287499999992,0.0,rational
22,16,24.83905937499999,0.03125,rational
22,17,28.91558437499999,0.03125,rational
22,18,22.800796874999993,0.03125,rational
22,19,27.896453124999997,0.03125,rational
22,20,28.884549999999994,0.0,rational
22,21,23.788893749999993,0.0,rational
22,22,25.827156249999994,0.0,rational
22,23,29.903681249999995,0.0,rational
22,24,27.865418749999993,0.0,rational
22,25,27.896453124999994,0.03125,rational
22,26,25.827156249999987,0.0,rational
22,27,24.808024999999994,0.0,rational
