S,D,bespoke_zilch,bespoke_full,comp_zilch,comp_partial,comp_full,asymptotic_compositionality,asymptotic_cost,comp_cost,bespoke_cost
10,64,10,0,100,10,1,0.9966604502164451,1.019532540637143,1.019532540637143,5.255964875255619
11,64,10,0,100,10,1,0.9951076462837705,1.0389105876110611,1.0389105876110611,5.879441138105061
12,64,10,0,100,10,1,0.9928753846168559,1.068030999753621,1.068030999753621,6.401870778319566
13,64,10,0,100,10,1,0.9899319695595493,1.1085622924077447,1.1085622924077447,6.839824132806492
14,64,10,0,100,10,1,0.9862371566229557,1.1617516317966634,1.1617516317966634,7.208195555798694
15,64,10,0,100,10,1,0.9817589253096036,1.2284543964656187,1.2284543964656187,7.51955281898958
16,64,10,0,100,10,1,0.9764756067617957,1.309179131721723,1.309179131721723,7.784196093554426
17,64,10,0,100,10,1,0.970374886686839,1.404140006170909,1.404140006170909,8.010456754585704
18,64,10,0,100,10,1,0.9634521395448838,1.5133085868229945,1.5133085868229945,8.205041386066352
19,64,10,0,100,10,1,0.9557087812093849,1.6364605934979335,1.6364605934979335,8.37334773185962
20,64,10,0,100,10,1,0.9471508396495482,1.7732160244129194,1.7732160244129194,8.519730927255317
2,128,10,0,100,10,1,5.000000000000036e-11,5.000001087903023e-9,5.000001087903023e-9,1.1102230246251563e-15
3,128,10,0,100,10,1,5.000068029029772e-11,2.8395043435317138e-6,2.8395043435317138e-6,2.8345043434629953e-6
4,128,10,0,100,10,1,5.0444958854005603e-11,0.0025841886783844236,0.0025841886783844236,0.002584183678402407
5,128,10,0,100,10,1,5.837339353618853e-11,0.05379202200572244,0.05379202200572244,0.05379201700673741
6,128,10,0,100,10,1,1.2377772114698796e-10,0.27163741356369947,0.27163741356369947,0.27163740856498525
7,128,10,0,100,10,1,0.04841439767615457,0.5370513273330304,0.5370513273330304,0.7141347071538061
8,128,10,0,100,10,1,0.18406084904394546,0.35808300163548445,0.35808300163548445,1.3321516287964839
9,128,10,0,100,10,1,0.3610028612564119,0.39589360078736024,0.39589360078736024,2.0390877636834097
10,128,10,0,100,10,1,0.5933820177057681,0.5977202529312421,0.5977202529312421,2.762516676992082
11,128,10,0,100,10,1,0.8915265852536227,0.8918623095851105,0.8918623095851105,3.456782809644214
12,128,10,0,100,10,1,0.9998688661474464,1.0001458299813695,1.0001458299813695,4.098394946230196
13,128,10,0,100,10,1,0.9998534094335121,1.0005292182274879,1.0005292182274879,4.678319416772209
14,128,10,0,100,10,1,0.999780759672614,1.0012260967837006,1.0012260967837006,5.195808317063606
15,128,10,0,100,10,1,0.999660122088023,1.0024442583874404,1.0024442583874404,5.654367459757416
16,128,10,0,100,10,1,0.9994810799519975,1.0044108480768108,1.0044108480768108,6.059370882290802
17,128,10,0,100,10,1,0.9992301131129314,1.0073786308113994,1.0073786308113994,6.4167417417087735
18,128,10,0,100,10,1,0.9988927950564227,1.011616577588657,1.011616577588657,6.732270414706168
19,128,10,0,100,10,1,0.9984546482002554,1.0173994037413925,1.0173994037413925,7.011295223863869
20,128,10,0,100,10,1,0.9979016567736525,1.024998144342833,1.024998144342833,7.258581507283076
2,256,10,0,100,10,1,4.999999999999998e-11,4.999999955359999e-9,4.999999955359999e-9,0.0
3,256,10,0,100,10,1,5.000000000038558e-11,5.000803768829909e-9,5.000803768829909e-9,8.038014698286132e-13
4,256,10,0,100,10,1,5.000022794361929e-11,6.728005282070637e-7,6.728005282070637e-7,6.678005282090281e-7
5,256,10,0,100,10,1,5.0077281426467774e-11,0.0002893631093664457,0.0002893631093664457,0.0002893581093654784
6,256,10,0,100,10,1,5.1673278955401394e-11,0.007378693173099575,0.007378693173099575,0.00737868817318965
7,256,10,0,100,10,1,6.17585623411776e-11,0.05099884299529547,0.05099884299529547,0.05099883799616566
8,256,10,0,100,10,1,1.181739562563013e-10,0.17746280121016092,0.17746280121016092,0.1774627962105124
9,256,10,0,100,10,1,0.017034918217558245,0.3714230230497845,0.3714230230497845,0.4157878908003409
10,256,10,0,100,10,1,0.08419271448904805,0.2737877308374251,0.2737877308374251,0.7631498390659374
11,256,10,0,100,10,1,0.16750875316604058,0.22886007347273568,0.22886007347273568,1.1949347393051744
12,256,10,0,100,10,1,0.2729343954305332,0.2868699006021802,0.2868699006021802,1.679684113528522
13,256,10,0,100,10,1,0.405724750131236,0.40795945068368034,0.40795945068368034,2.188667256534786
14,256,10,0,100,10,1,0.5696541560351959,0.5699085674137081,0.5699085674137081,2.6996424067667353
15,256,10,0,100,10,1,0.7671667508026138,0.7671876760119462,0.7671876760119462,3.197187136996354
16,256,10,0,100,10,1,0.9996325886131977,0.9996338654147268,0.9996338654147268,3.6715975489153614
17,256,10,0,100,10,1,0.9999984066799875,1.0000018630362497,1.0000018630362497,4.117457457978776
18,256,10,0,100,10,1,0.9999978949643009,1.0000062886934162,1.0000062886934162,4.5323464936727955
19,256,10,0,100,10,1,0.9999966488181116,1.0000151681023823,1.0000151681023823,4.915826071617632
20,256,10,0,100,10,1,0.9999944921682264,1.0000321653697586,1.0000321653697586,5.2687005497871855
2,512,10,0,100,10,1,4.9999999999999976e-11,4.999999910719998e-9,4.999999910719998e-9,0.0
3,512,10,0,100,10,1,4.9999999999999976e-11,4.999999934719998e-9,4.999999934719998e-9,0.0
4,512,10,0,100,10,1,5.000000000003053e-11,5.000044357800997e-9,5.000044357800997e-9,4.4408920985006255e-14
5,512,10,0,100,10,1,5.0000004465500004e-11,1.3372811291687711e-8,1.3372811291687711e-8,8.372811333146045e-9
6,512,10,0,100,10,1,5.0002389473615176e-11,5.449503915576508e-6,5.449503915576508e-6,5.444503915486009e-6
7,512,10,0,100,10,1,5.009728850845707e-11,0.0002600931476963771,0.0002600931476963771,0.0002600881476955141
8,512,10,0,100,10,1,5.1045174317905756e-11,0.0031493094038586517,0.0031493094038586517,0.0031493044038854996
9,512,10,0,100,10,1,5.552955737352971e-11,0.017287962013369705,0.017287962013369705,0.017287957013619733
10,512,10,0,100,10,1,7.155119035393426e-11,0.05823977268587951,0.05823977268587951,0.058239767686636405
11,512,10,0,100,10,1,1.515824587028413e-10,0.14278690812192793,0.14278690812192793,0.14278690311983253
12,512,10,0,100,10,1,0.011314979758554026,0.25048608676214373,0.25048608676214373,0.2821338721240096
13,512,10,0,100,10,1,0.046447821363424395,0.19820604828271324,0.19820604828271324,0.4790264359827511
14,512,10,0,100,10,1,0.0883717015935664,0.1540703940865359,0.1540703940865359,0.7288069124413287
15,512,10,0,100,10,1,0.13940798232257479,0.16129279162595636,0.16129279162595636,1.0222005588974945
16,512,10,0,100,10,1,0.20183729234391573,0.2074896148185727,0.2074896148185727,1.34806285612013
17,512,10,0,100,10,1,0.2775644324114575,0.2786926935642118,0.2786926935642118,1.6953455918265046
18,512,10,0,100,10,1,0.36796115781834204,0.3681360877182623,0.3681360877182623,2.0542164738708086
19,512,10,0,100,10,1,0.4739781603219752,0.4739994830895059,0.4739994830895059,2.416534596639564
20,512,10,0,100,10,1,0.5963360569498201,0.5963381295858993,0.5963381295858993,2.7759205483327793
2,2,10,0,100,11,1,7.999999999711995e-11,5.625000004748749,5.625000004748749,5.624999999999998
3,2,10,0,100,11,1,6.230769230669604e-11,7.901234572518475,7.901234572518475,7.90123456790123
4,2,10,0,100,11,1,5.6637168141110755e-11,8.78906250456718,8.78906250456718,8.789062499999996
5,2,10,0,100,11,1,5.4159445406996197e-11,9.216000004543355,9.216000004543355,9.215999999999996
6,2,10,0,100,11,1,5.285481239785682e-11,9.452160498357404,9.452160498357404,9.452160493827154
7,2,10,0,100,11,1,5.208242950095356e-11,9.59600167049479,9.59600167049479,9.596001665972507
8,2,10,0,100,11,1,5.158690176312679e-11,9.689941410767084,9.689941410767084,9.689941406249996
9,2,10,0,100,11,1,5.124980471793761e-11,9.75461058216936,9.75461058216936,9.75461057765584
10,2,10,0,100,11,1,5.100999795954029e-11,9.801000004510955,9.801000004510955,9.800999999999995
11,2,10,0,100,11,1,5.0833275466932803e-11,9.83539376176608,9.83539376176608,9.835393757257014
12,2,10,0,100,11,1,5.06992665036271e-11,9.86159336870515,9.86159336870515,9.861593364197528
13,2,10,0,100,11,1,5.0595217006166124e-11,9.882006937036863,9.882006937036863,9.882006932530368
14,2,10,0,100,11,1,5.051280702674208e-11,9.898219496383984,9.898219496383984,9.89821949187838
15,2,10,0,100,11,1,5.044641967432766e-11,9.911308646480185,9.911308646480185,9.911308641975303
16,2,10,0,100,11,1,5.039215083195298e-11,9.922027592394913,9.922027592394913,9.922027587890621
17,2,10,0,100,11,1,5.0347218036028675e-11,9.930915582621875,9.930915582621875,9.930915578118073
18,2,10,0,100,11,1,5.030959455571947e-11,9.938366869310581,9.938366869310581,9.93836686480719
19,2,10,0,100,11,1,5.0277775634431976e-11,9.944675076057127,9.944675076057127,9.944675071554082
20,2,10,0,100,11,1,5.0250624992134604e-11,9.950062504502744,9.950062504502744,9.950062499999996
2,4,10,0,100,11,1,8.648648648836276e-11,3.164062504878282,3.164062504878282,3.164062499999999
3,4,10,0,100,11,1,7.269000664821051e-11,6.24295077441028,6.24295077441028,6.242950769699737
4,4,10,0,100,11,1,6.29717887619475e-11,7.724761967517355,7.724761967517355,7.724761962890621
5,4,10,0,100,11,1,5.824503696389162e-11,8.493465604583568,8.493465604583568,8.493465599999993
6,4,10,0,100,11,1,5.568590214559578e-11,8.934333804665656,8.934333804665656,8.934333800106685
7,4,10,0,100,11,1,5.415569345834207e-11,9.208324801878456,9.208324801878456,9.208324797334717
8,4,10,0,100,11,1,5.316976048983033e-11,9.389496450189515,9.389496450189515,9.38949644565582
9,4,10,0,100,11,1,5.249763888983025e-11,9.51524275669826,9.51524275669826,9.515242752171524
10,4,10,0,100,11,1,5.201895770577573e-11,9.605960104521719,9.605960104521719,9.605960099999995
11,4,10,0,100,11,1,5.166596864867128e-11,9.67349704054702,9.67349704054702,9.673497036029028
12,4,10,0,100,11,1,5.139818923599847e-11,9.725102372593618,9.725102372593618,9.725102368078474
13,4,10,0,100,11,1,5.1190222161541264e-11,9.765406105970753,9.765406105970753,9.765406101457831
14,4,10,0,100,11,1,5.102547866053712e-11,9.797474915451268,9.797474915451268,9.797474910940116
15,4,10,0,100,11,1,5.0892750070578865e-11,9.823403904159163,9.823403904159163,9.823403899649438
16,4,10,0,100,11,1,5.0784241172485656e-11,9.84466314999481,9.84466314999481,9.844663145486262
17,4,10,0,100,11,1,5.0694394097038385e-11,9.862308426478405,9.862308426478405,9.862308421970825
18,4,10,0,100,11,1,5.061915936482307e-11,9.877113598456516,9.877113598456516,9.877113593949753
19,4,10,0,100,11,1,5.055552978894365e-11,9.889656232384997,9.889656232384997,9.889656227878923
20,4,10,0,100,11,1,5.050123421064996e-11,9.900374379896107,9.900374379896107,9.900374375390623
2,8,10,0,100,11,1,6.820982514915841e-11,1.001129155358778,1.001129155358778,1.0011291503906248
3,8,10,0,100,11,1,8.193287427022338e-11,3.897443436126517,3.897443436126517,3.8974434312894557
4,8,10,0,100,11,1,7.334070893732861e-11,5.967194743057161,5.967194743057161,5.967194738332181
5,8,10,0,100,11,1,6.582959448741656e-11,7.2138957944934665,7.2138957944934665,7.2138957898383325
6,8,10,0,100,11,1,6.115841510899285e-11,7.9822320497849315,7.9822320497849315,7.982232045172884
7,8,10,0,100,11,1,5.822905026626458e-11,8.479324561905214,8.479324561905214,8.47932455732095
8,8,10,0,100,11,1,5.630329859435836e-11,8.81626435486382,8.81626435486382,8.816264350298331
9,8,10,0,100,11,1,5.49776696713627e-11,9.053984467827554,9.053984467827554,9.053984463275278
10,8,10,0,100,11,1,5.402865929032202e-11,9.227446948821855,9.227446948821855,9.227446944279198
11,8,10,0,100,11,1,5.3326755700367426e-11,9.357654495141693,9.357654495141693,9.357654490606247
12,8,10,0,100,11,1,5.279332404688861e-11,9.457761611490467,9.457761611490467,9.457761606960561
13,8,10,0,100,11,1,5.237856439306848e-11,9.536315637164554,9.536315637164554,9.53631563263899
14,8,10,0,100,11,1,5.20497571171916e-11,9.599051467572206,9.599051467572206,9.599051463050108
15,8,10,0,100,11,1,5.178470941247978e-11,9.649926422084077,9.649926422084077,9.649926417564785
16,8,10,0,100,11,1,5.1567946966264344e-11,9.691739249326531,9.691739249326531,9.69173924480955
17,8,10,0,100,11,1,5.1388416922348866e-11,9.72651274552274,9.72651274552274,9.726512741007674
18,8,10,0,100,11,1,5.1238055756194064e-11,9.755737299292157,9.755737299292157,9.755737294778706
19,8,10,0,100,11,1,5.11108697706471e-11,9.780530035074523,9.780530035074523,9.780530030562442
20,8,10,0,100,11,1,5.100232909154117e-11,9.80174128180005,9.80174128180005,9.801741277289134
2,16,10,0,100,11,1,5.282362585917323e-11,0.10022596257399775,0.10022596257399775,0.10022595757618545
3,16,10,0,100,11,1,7.181857771652909e-11,1.5190065349560018,1.5190065349560018,1.5190065300101339
4,16,10,0,100,11,1,8.06207677954539e-11,3.560741309370511,3.560741309370511,3.5607413045179275
5,16,10,0,100,11,1,7.656209059417427e-11,5.204029251431083,5.204029251431083,5.204029246664723
6,16,10,0,100,11,1,7.054905380904126e-11,6.371602847000459,6.371602847000459,6.371602842298491
7,16,10,0,100,11,1,6.576032714833123e-11,7.189894499494884,7.189894499494884,7.189894494838615
8,16,10,0,100,11,1,6.229758567956877e-11,7.772651714057792,7.772651714057792,7.772651709434126
9,16,10,0,100,11,1,5.980498332390769e-11,8.197463470722944,8.197463470722944,8.197463466123013
10,16,10,0,100,11,1,5.797836425554033e-11,8.514577715531003,8.514577715531003,8.514577710948753
11,16,10,0,100,11,1,5.660938732372033e-11,8.756569761125109,8.756569761125109,8.756569756556328
12,16,10,0,100,11,1,5.556068455659727e-11,8.944925465968034,8.944925465968034,8.944925461409722
13,16,10,0,100,11,1,5.474117576995989e-11,9.094131589081513,9.094131589081513,9.094131584531478
14,16,10,0,100,11,1,5.4089344820593476e-11,9.214178903571824,9.214178903571824,9.214178899028443
15,16,10,0,100,11,1,5.3562727904245564e-11,9.312107990979431,9.312107990979431,9.312107986441475
16,16,10,0,100,11,1,5.3131369021776864e-11,9.392980963471647,9.392980963471647,9.392980958938162
17,16,10,0,100,11,1,5.277369914127516e-11,9.460505014628211,9.460505014628211,9.460505010098464
18,16,10,0,100,11,1,5.2473893168746324e-11,9.517441021000222,9.517441021000222,9.517441016473617
19,16,10,0,100,11,1,5.2220139648819965e-11,9.565876772397306,9.565876772397306,9.565876767873378
20,16,10,0,100,11,1,5.200348457046368e-11,9.607413211212997,9.607413211212997,9.607413206691362
2,32,10,0,100,11,1,5.005363209347536e-11,0.0010045292572099405,0.0010045292572099405,0.0010045242572065403
3,32,10,0,100,11,1,5.5083989697157586e-11,0.2307380888148894,0.2307380888148894,0.2307380838213424
4,32,10,0,100,11,1,6.853847476592333e-11,1.2678878687251467,1.2678878687251467,1.2678878637700028
5,32,10,0,100,11,1,0.20058906972264962,1.7293752353372485,0.9150391020576338,2.708192040014181
6,32,10,0,100,11,1,0.123016103622443,3.43496525712891,1.0202408893798707,4.05973227799862
7,32,10,0,100,11,1,0.12674799817742646,4.483898203734656,1.1300061070918912,5.169458284691063
8,32,10,0,100,11,1,0.14887461898837312,5.1755200398742565,1.2958090747664657,6.041411459616927
9,32,10,0,100,11,1,0.18436305488949978,5.574245657516397,1.555949354238995,6.719840727842154
10,32,10,0,100,11,1,0.2353968695603373,5.703675594589002,1.9482848073577057,7.249803359578532
11,32,10,0,100,11,1,0.3120221206959197,5.52394914408206,2.5559284193734078,7.667751390143696
12,32,10,0,100,11,1,0.4933878163927235,4.49299044323137,3.951433397028281,8.001169151017596
13,32,10,0,100,11,1,5.93492915726097e-11,8.270322932273137,8.270322932273137,8.270322927677304
14,32,10,0,100,11,1,5.809392915068094e-11,8.49010928291369,8.49010928291369,8.490109278330104
15,32,10,0,100,11,1,5.706974779355749e-11,8.671535519688206,8.671535519688206,8.671535515114712
16,32,10,0,100,11,1,5.622510945537045e-11,8.822809134062574,8.822809134062574,8.82280912949749
17,32,10,0,100,11,1,5.552136229099733e-11,8.95011550916783,8.95011550916783,8.950115504609816
18,32,10,0,100,11,1,5.4929383029756786e-11,9.05816835475746,9.05816835475746,9.058168350205438
19,32,10,0,100,11,1,5.442702126633179e-11,9.150599838360865,9.150599838360865,9.150599833813967
20,32,10,0,100,11,1,5.3997253518222875e-11,9.230238856953248,9.230238856953248,9.230238852410762
2,64,10,0,100,11,1,5.0000010763404866e-11,1.0590689838723236e-7,1.0590689838723236e-7,1.0090689839259424e-7
3,64,10,0,100,11,1,5.0213871174852746e-11,0.005324011332502028,0.005324011332502028,0.005324006332554364
4,64,10,0,100,11,1,5.368195730030689e-11,0.16075396850517093,0.16075396850517093,0.16075396350952673
5,64,10,0,100,11,1,6.215669643386803e-11,0.733430417535102,0.733430417535102,0.7334304125596168
6,64,10,0,100,11,1,7.156911793276162e-11,1.6481426218415496,1.6481426218415496,1.648142616902387
7,64,10,0,100,11,1,0.057598140528894975,2.367128272057865,0.6023483889291685,2.6723298957161075
8,64,10,0,100,11,1,0.046764373641112855,3.4064960210629405,0.9729152526158277,3.649865242439074
9,64,10,0,100,11,1,0.04586168060966158,4.271573703098895,1.005823757012186,4.5156259407566175
10,64,10,0,100,11,1,0.049006725792078015,4.984042415917766,1.0178037391952945,5.255964875255619
11,64,10,0,100,11,1,0.054594247484335175,5.561760770279654,1.0374529637022094,5.879441138105061
12,64,10,0,100,11,1,0.06204452524062204,6.023689865259226,1.0676010552312827,6.401870778319566
13,64,10,0,100,11,1,0.07114432659453744,6.3873968486966834,1.1106619540702074,6.839824132806492
14,64,10,0,100,11,1,0.08184944428744974,6.6677698375176355,1.1688943457774497,7.208195555798694
15,64,10,0,100,11,1,0.09421450820235766,6.876742045563876,1.244504608863457,7.51955281898958
16,64,10,0,100,11,1,0.10836884842690646,7.023453845675129,1.339768277408634,7.784196093554426
17,64,10,0,100,11,1,0.12451438665549762,7.114521247965787,1.457190831110891,8.010456754585704
18,64,10,0,100,11,1,0.1429393063534644,7.154242863022713,1.5997311290511504,8.205041386066352
19,64,10,0,100,11,1,0.16404994274687257,7.14464083583336,1.7711377525066183,8.37334773185962
20,64,10,0,100,11,1,0.18843262421853296,7.085212719950668,1.9765083847254432,8.519730927255317
2,128,10,0,100,11,1,5.000000000000018e-11,5.000001088063023e-9,5.000001088063023e-9,1.1102230246251563e-15
3,128,10,0,100,11,1,5.000022676137662e-11,2.8395043435318535e-6,2.8395043435318535e-6,2.8345043434629953e-6
4,128,10,0,100,11,1,5.011050218014674e-11,0.0025841886783836885,0.0025841886783836885,0.002584183678402407
5,128,10,0,100,11,1,5.1476822464881275e-11,0.05379202200552462,0.05379202200552462,0.05379201700673741
6,128,10,0,100,11,1,5.551494830445518e-11,0.2716374135569183,0.2716374135569183,0.27163740856498525
7,128,10,0,100,11,1,6.176163372613772e-11,0.7141347121298612,0.7141347121298612,0.7141347071538061
8,128,10,0,100,11,1,0.05504227204331147,0.9943251200224622,0.4270228635780938,1.3321516287964839
9,128,10,0,100,11,1,0.02848754056269207,1.8777750359488452,0.3952854279573869,2.0390877636834097
10,128,10,0,100,11,1,0.021996745720247016,2.644231512751934,0.5970198280431794,2.762516676992082
11,128,10,0,100,11,1,0.01970710115872193,3.352846642029165,0.8915645099977707,3.456782809644214
12,128,10,0,100,11,1,0.019196466154083377,3.9966525619285873,1.0000294380456929,4.098394946230196
13,128,10,0,100,11,1,0.01966690547499069,4.5719423334623155,1.0004188574087078,4.678319416772209
14,128,10,0,100,11,1,0.020777102073137408,5.08015800616179,1.0010851802920961,5.195808317063606
15,128,10,0,100,11,1,0.022358717610156176,5.525841342507415,1.002257612009716,5.654367459757416
