S,N,D,bespoke_cost,free_cost,free_comp
4,22,20,26.355582163636857,30.14748622909108,0.5310272727272699
4,24,20,26.24942320999964,30.07455460750003,0.530391666666667
4,26,20,26.20432820307685,30.070953396923073,0.5294076923076906
4,28,20,26.2815520028568,29.97763247285706,0.5285999999999991
4,30,20,26.31706763199928,29.866773018666684,0.526126666666662
4,32,20,26.24805640500042,29.76576594687506,0.5201
4,34,20,26.248034477646154,29.749451402941183,0.5234529411764669
4,36,20,26.277670513333938,29.71438613166663,0.5175166666666667
4,38,20,26.236069067368994,29.6926915389473,0.5202421052631581
4,40,20,26.301063588001753,29.647256612500076,0.518709999999998
4,42,20,26.252227822856792,29.629357133333276,0.5151285714285745
4,44,20,26.219895703637018,29.566270850000098,0.515422727272727
4,46,20,26.285673255650995,29.585746784347936,0.5135217391304346
4,48,20,26.223205404999973,29.55073316333336,0.5140000000000011
4,50,20,26.248995772800228,29.548734508000017,0.5121439999999968
4,22,22,25.279850149091164,29.447432455454685,0.507318181818181
4,24,22,25.28247079999991,29.31040637750007,0.5061500000000011
4,26,22,25.329190679999947,29.187645223077013,0.5032999999999989
4,28,22,25.261240945713798,29.093044490000057,0.4961714285714291
4,30,22,25.294200471999243,29.007903914666567,0.4975000000000011
4,32,22,25.29396438750054,28.981582399375114,0.49620625
4,34,22,25.285511392940297,28.928537481176523,0.4911705882352954
4,36,22,25.215704446667143,28.868314792222193,0.4886388888888885
4,38,22,25.27896550105321,28.782847465789477,0.4871736842105266
4,40,22,25.205283594001845,28.811192615500023,0.4873900000000009
4,42,22,25.28332283428525,28.78445261285709,0.4855476190476173
4,44,22,25.2620929800007,28.728147229091014,0.4839363636363632
4,46,22,25.243227829564127,28.70848308434789,0.48402173913043406
4,48,22,25.19126762999985,28.651046149166564,0.4830791666666665
4,50,22,25.267281868800083,28.60555763080005,0.48026400000000424
4,24,24,24.337387270000008,28.70885167000016,0.47780833333333295
4,26,24,24.38569379076921,28.543917296153897,0.47366923076923095
4,28,24,24.347434174285226,28.416551995000063,0.47345714285714247
4,30,24,24.38485267999932,28.36235488466662,0.4694866666666672
4,32,24,24.372302925000575,28.230049711250036,0.4659125
4,34,24,24.380174844705472,28.14708676647052,0.46386470588235845
4,36,24,24.440518920000507,28.091537404444352,0.46247777777777765
4,38,24,24.390607648421643,28.067866959473676,0.4602631578947384
4,40,24,24.394892484001907,28.04696486349997,0.458624999999999
4,42,24,24.40714757714249,27.921750116190413,0.4546285714285674
4,44,24,24.38521414909147,27.839930531818325,0.4510318181818175
4,46,24,24.387100074781873,27.861546288260946,0.45194347826086734
4,48,24,24.395538610000013,27.818352848750038,0.45163749999999836
4,50,24,24.383262216000123,27.838638710399863,0.45222800000000846
4,26,26,23.68558377230779,27.927349586153937,0.448707692307696
4,28,26,23.56973987999952,27.726840910714394,0.44598571428571465
4,30,26,23.60850743999948,27.654742333999945,0.4417133333333351
4,32,26,23.662371982500503,27.501030449374998,0.43735625
4,34,26,23.61447167999987,27.49403306588243,0.43564117647059464
4,36,26,23.598567040000443,27.38891472166663,0.4322111111111113
4,38,26,23.59893326526365,27.315483679473736,0.43353684210526844
4,40,26,23.548417722001883,27.270473807000176,0.43044
4,42,26,23.62881425714265,27.13640529095237,0.42561428571427995
4,44,26,23.583837174545657,27.151429346363795,0.4259136363636364
4,46,26,23.639236241738818,27.137070495652193,0.4238739130434731
4,48,26,23.66839835000005,27.077139798750054,0.4233708333333334
4,50,26,23.666002713599966,26.970249718799955,0.4190280000000062
4,28,28,22.990782582856685,27.148993734285835,0.4194928571428578
4,30,28,22.93931971199959,27.053845631333317,0.4176399999999971
4,32,28,22.902863295000508,26.947724631249915,0.41316875
4,34,28,22.88385228000023,26.888596829411743,0.41276470588235636
4,36,28,22.928584080000377,26.770714266111113,0.40877777777777835
4,38,28,22.956050974737362,26.67538692631567,0.407231578947375
4,40,28,22.95318657000181,26.64617983100015,0.40382000000000107
4,42,28,22.990214559999856,26.56319693666664,0.4014952380952339
4,44,28,22.949323369090674,26.516866864090943,0.39619090909090876
4,46,28,22.917174229565493,26.432079834347828,0.39616521739130045
4,48,28,22.972073330000203,26.396647847499924,0.39575833333333404
4,50,28,22.918802726399907,26.401780702399932,0.3932720000000059
4,30,30,22.332756503999786,26.519661643999967,0.39521333333332886
4,32,30,22.322281807500474,26.359512658750038,0.38598125
4,34,30,22.281814877647417,26.294171477647087,0.38493529411764865
4,36,30,22.373412740000365,26.1985673661111,0.38559444444444435
4,38,30,22.349111077895223,26.18620128473676,0.3835157894736896
4,40,30,22.330370808001714,25.993952723000053,0.37585999999999997
4,42,30,22.335568217142708,26.013680162857092,0.37633809523809264
4,44,30,22.357779201817817,25.942044250000112,0.3761318181818169
4,46,30,22.394654942609318,25.86260044956523,0.3721391304347777
4,48,30,22.340112400000397,25.790184893333294,0.37011249999999984
4,50,30,22.39514245439981,25.756439141999966,0.3676040000000022
4,32,32,21.80879802000045,25.980842150624916,0.36835
4,34,32,21.873966112941652,25.88002879588235,0.3687411764705918
4,36,32,21.854523860000512,25.703004517777842,0.36206666666666587
4,38,32,21.820648023158352,25.571595056315825,0.35930000000000584
4,40,32,21.79165083000162,25.528407265500203,0.3556000000000002
4,42,32,21.791686331428398,25.37260094238096,0.35348095238095095
4,44,32,21.840381381817693,25.377214916818353,0.3509272727272721
4,46,32,21.84192548347915,25.266780329565297,0.3471826086956491
4,48,32,21.899255660000396,25.242775672083287,0.3468249999999997
4,50,32,21.84488167199971,25.161201862800084,0.3458400000000001
4,34,34,21.341745402353673,25.373345276470573,0.3444705882352963
4,36,34,21.457239206667154,25.23076751666675,0.33984999999999993
4,38,34,21.354024720000524,25.091838148947435,0.33490000000000403
4,40,34,21.388169994001576,25.102029647500125,0.33876500000000015
4,42,34,21.38214185142831,24.941262861904704,0.3341428571428572
4,44,34,21.37828833272673,24.908709428181954,0.3306318181818158
4,46,34,21.392921937392295,24.817792205652193,0.32849130434782303
4,48,34,21.38247911500028,24.75119565333333,0.3271083333333328
4,50,34,21.38146022399965,24.665554840400045,0.32303999999999905
4,36,36,20.954254966667307,24.799285221666782,0.32164444444444423
4,38,36,21.009040522105753,24.703635091578885,0.32036315789473935
4,40,36,21.018983538001514,24.57992862700018,0.3174650000000003
4,42,36,20.944622245714108,24.55198457666662,0.3142857142857138
4,44,36,20.957402759999514,24.470661318182014,0.31471363636363525
4,46,36,20.971794730435985,24.330241657826097,0.3069565217391275
4,48,36,20.95752701500016,24.327594117083272,0.3073583333333333
4,50,36,20.9451164255996,24.236357110000014,0.30601600000000023
4,38,38,20.586521204211063,24.394402714210514,0.3043473684210557
4,40,38,20.632053468001445,24.19649389050018,0.2982499999999989
4,42,38,20.648256319999756,24.15188780333318,0.2966523809523822
4,44,38,20.562949614545072,24.08010813500011,0.2958818181818179
4,46,38,20.670081980870748,23.992667057391294,0.29568260869565055
4,48,38,20.596069220000082,23.897866979583405,0.29355833333333364
4,50,38,20.622808895999526,23.895235222400007,0.2896759999999995
4,40,40,20.329368288001373,23.964601834000135,0.2855899999999999
4,42,40,20.360126725714156,23.803413261428414,0.28223333333333406
4,44,40,20.320313487272443,23.730284888636525,0.2830363636363636
4,46,40,20.312097923479495,23.61401306086955,0.27746521739130336
4,48,40,20.257847110000117,23.58888465833331,0.27760000000000057
4,50,40,20.29716139199964,23.58767763000001,0.2785399999999994
4,42,42,20.04544206285724,23.537857013333255,0.26885238095238195
4,44,42,20.064935574545355,23.4413570204546,0.2694318181818175
4,46,42,20.03683528174038,23.29782741521742,0.2640826086956526
4,48,42,20.051583810000036,23.294365780833356,0.265254166666667
4,50,42,20.07994377119972,23.229657878800047,0.2647840000000007
4,44,44,19.83490568181816,23.164725872272815,0.25511818181818297
4,46,44,19.786596516522895,23.05975400434786,0.2519869565217393
4,48,44,19.77673175000014,23.06065243166667,0.25640000000000035
4,50,44,19.812387964799928,22.910008113600018,0.25074000000000135
4,46,46,19.562289229566275,22.789577838260925,0.2405043478260871
4,48,46,19.592213075000323,22.745008758333437,0.24122083333333338
4,50,46,19.619743012800075,22.70536729400001,0.2417959999999998
4,48,48,19.38110383000045,22.56131180833337,0.2340624999999998
4,50,48,19.35171006720016,22.496662443599988,0.2319800000000007
4,50,50,19.250556556800216,22.361204483999945,0.2259560000000002
